# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], BME280 P(hPa), BME280 RH(%), BME280 Temp(F), DS18 Temp(F)[MCU], DS18 Temp(F)[Batt], Light (%), Wind Speed
249,5512.00,13.78,494.00,13.78,814.27,35.34,79.07,87.46,84.99,100.00,4.12
252,5724.00,13.79,574.00,13.72,814.28,36.08,79.05,87.46,84.99,100.00,3.63
255,5774.00,13.74,344.00,13.73,814.30,36.22,79.09,87.46,84.99,100.00,2.92
258,5550.00,13.74,558.00,13.74,814.33,36.28,79.11,87.46,84.99,100.00,2.22
261,600.00,13.74,564.00,13.74,814.29,36.04,79.11,87.46,84.88,100.00,2.95
264,574.00,13.75,494.00,13.74,814.26,35.96,79.14,87.46,84.99,100.00,4.10
267,564.00,13.75,512.00,13.75,814.28,36.15,79.18,87.46,84.99,100.00,4.55
270,564.00,13.76,504.00,13.75,814.22,35.65,79.21,87.46,84.99,100.00,3.56
273,626.00,13.77,570.00,13.76,814.27,35.67,79.23,87.46,84.99,100.00,4.00
276,558.00,13.77,504.00,13.76,814.23,36.07,79.27,87.57,84.99,100.00,4.11
279,570.00,13.77,494.00,13.76,814.30,36.01,79.32,87.46,84.99,100.00,4.48
282,570.00,13.77,498.00,13.76,814.32,34.91,79.32,87.57,84.99,100.00,4.02
285,638.00,13.77,560.00,13.76,814.22,35.81,79.34,87.57,84.99,100.00,3.85
288,642.00,13.77,560.00,13.76,814.31,35.94,79.38,87.57,84.99,100.00,4.99
291,570.00,13.77,498.00,13.76,814.23,36.11,79.43,87.57,84.99,100.00,4.30
294,630.00,13.78,560.00,13.77,814.27,35.79,79.45,87.57,84.99,100.00,4.27
297,570.00,13.77,522.00,13.76,814.27,35.75,79.47,87.57,84.99,100.00,4.43
300,632.00,13.77,560.00,13.77,814.26,35.77,79.52,87.69,84.99,100.00,3.73
303,636.00,13.78,964.00,13.84,814.26,35.92,79.54,87.57,84.99,100.00,4.33
306,584.00,13.82,518.00,13.84,814.35,35.97,79.57,87.57,84.99,100.00,3.94
309,5806.00,13.84,512.00,13.84,814.30,35.48,79.57,87.57,84.99,100.00,3.83
312,5810.00,13.84,576.00,13.78,814.26,34.88,79.54,87.57,84.99,100.00,3.60
315,5800.00,13.80,204.00,13.78,814.23,34.57,79.48,87.57,84.99,100.00,3.07
318,5840.00,13.78,502.00,13.78,814.25,35.28,79.48,87.69,84.88,100.00,3.40
321,558.00,13.78,498.00,13.78,814.31,35.56,79.47,87.69,84.99,100.00,3.79
324,636.00,13.78,560.00,13.77,814.32,34.67,79.43,87.69,84.99,100.00,3.04
327,648.00,13.78,558.00,13.77,814.30,34.74,79.38,87.57,84.99,100.00,2.72
330,632.00,13.78,570.00,13.78,814.24,34.74,79.36,87.69,84.99,100.00,2.94
333,566.00,13.78,502.00,13.78,814.20,35.16,79.34,87.69,84.99,100.00,2.54
336,570.00,13.78,504.00,13.77,814.27,36.22,79.38,87.69,84.99,100.00,3.05
339,564.00,13.78,504.00,13.77,814.36,35.96,79.39,87.69,84.99,100.00,3.43
342,564.00,13.78,504.00,13.78,814.33,35.46,79.38,87.69,84.99,100.00,2.84
345,574.00,13.78,502.00,13.78,814.27,35.21,79.39,87.80,84.99,100.00,2.89
348,632.00,13.78,564.00,13.77,814.32,35.02,79.38,87.69,84.99,100.00,2.04
351,574.00,13.78,494.00,13.78,814.31,35.88,79.39,87.69,84.99,100.00,2.61
354,564.00,13.78,498.00,13.78,814.31,36.57,79.47,87.80,84.99,100.00,2.81
357,564.00,13.78,494.00,13.77,814.26,36.38,79.50,87.69,84.88,100.00,2.52
360,630.00,13.78,560.00,13.77,814.28,36.41,79.56,87.69,84.99,100.00,2.80
363,574.00,13.78,504.00,13.78,814.28,35.45,79.56,87.80,84.88,100.00,2.92
366,570.00,13.78,836.00,13.84,814.35,35.31,79.57,87.80,84.88,100.00,3.37
369,632.00,13.82,580.00,13.84,814.33,35.16,79.56,87.80,84.99,100.00,2.85
372,5866.00,13.85,574.00,13.84,814.21,35.69,79.57,87.80,84.99,100.00,2.32
375,5744.00,13.85,512.00,13.78,814.30,36.10,79.57,87.80,84.99,100.00,2.39
378,5668.00,13.81,564.00,13.78,814.20,36.56,79.65,87.80,84.99,100.00,3.02
381,5660.00,13.78,554.00,13.78,814.26,35.95,79.70,87.91,85.10,100.00,2.04
384,638.00,13.79,566.00,13.78,814.30,36.56,79.75,87.80,84.99,100.00,1.82
387,636.00,13.78,560.00,13.78,814.30,36.55,79.83,87.80,84.99,100.00,1.59
390,566.00,13.78,494.00,13.78,814.30,36.73,79.86,87.91,84.99,100.00,1.53
393,630.00,13.78,564.00,13.78,814.27,37.26,79.93,87.91,84.99,100.00,1.19
396,566.00,13.79,502.00,13.78,814.27,36.61,79.97,87.91,84.99,100.00,1.48
399,642.00,13.78,574.00,13.78,814.29,35.93,80.01,87.91,84.99,100.00,2.50
402,584.00,13.78,502.00,13.78,814.34,36.14,80.08,87.91,84.99,100.00,1.92
405,566.00,13.78,504.00,13.78,814.28,36.49,80.13,87.91,84.99,100.00,2.29
408,558.00,13.78,502.00,13.78,814.29,36.04,80.19,87.91,84.99,100.00,1.94
411,632.00,13.78,558.00,13.78,814.25,35.56,80.22,87.91,84.99,100.00,1.61
414,574.00,13.78,498.00,13.78,814.29,35.72,80.28,87.91,84.99,100.00,1.79
417,632.00,13.78,558.00,13.77,814.28,35.65,80.31,88.02,84.99,100.00,2.12
420,574.00,13.78,494.00,13.78,814.32,36.22,80.40,88.02,84.99,100.00,2.47
423,576.00,13.78,494.00,13.78,814.31,35.84,80.46,88.02,84.99,100.00,2.60
426,564.00,13.79,498.00,13.84,814.25,34.85,80.49,88.02,84.88,100.00,2.00
429,574.00,13.80,514.00,13.84,814.27,35.07,80.51,88.02,84.99,100.00,2.02
432,632.00,13.84,574.00,13.85,814.25,35.55,80.56,88.02,84.99,100.00,1.66
435,5678.00,13.85,508.00,13.79,814.23,36.36,80.60,88.02,84.99,100.00,2.59
438,5682.00,13.81,502.00,13.78,814.26,36.10,80.64,88.14,84.99,100.00,2.40
441,5624.00,13.79,564.00,13.78,814.32,36.66,80.69,88.14,84.99,100.00,1.85
444,566.00,13.79,494.00,13.78,814.30,36.39,80.74,88.14,84.99,100.00,1.49
447,576.00,13.79,494.00,13.78,814.25,36.65,80.78,88.14,84.99,100.00,2.70
450,566.00,13.79,492.00,13.78,814.27,36.20,80.87,88.14,84.99,100.00,2.71
453,626.00,13.78,570.00,13.78,814.28,36.08,80.91,88.14,84.99,100.00,2.30
456,564.00,13.78,498.00,13.78,814.32,36.44,80.98,88.14,84.99,100.00,2.76
459,566.00,13.78,504.00,13.78,814.35,35.72,81.05,88.14,84.99,100.00,3.31
462,636.00,13.78,574.00,13.78,814.31,34.70,81.03,88.14,84.99,100.00,2.80
465,576.00,13.78,498.00,13.78,814.22,33.78,81.03,88.14,84.99,100.00,3.52
468,636.00,13.79,566.00,13.78,814.13,33.65,81.05,88.25,84.99,100.00,2.78
471,566.00,13.78,494.00,13.78,814.24,34.16,81.05,88.25,84.99,100.00,2.71
474,566.00,13.78,494.00,13.78,814.26,35.13,81.07,88.25,84.99,100.00,2.95
477,636.00,13.78,564.00,13.78,814.26,35.26,81.09,88.25,84.99,100.00,3.47
480,576.00,13.78,502.00,13.78,814.25,35.70,81.10,88.25,84.99,100.00,3.25
483,574.00,13.78,508.00,13.78,814.25,33.96,81.09,88.25,84.99,100.00,4.22
486,632.00,13.78,576.00,13.78,814.22,34.43,81.05,88.25,84.99,100.00,4.92
489,630.00,13.78,564.00,13.78,814.29,34.83,81.00,88.25,84.99,100.00,4.60
492,638.00,13.78,564.00,13.84,814.19,33.92,80.94,88.25,84.99,100.00,4.06
495,576.00,13.83,512.00,13.84,814.22,33.93,80.85,88.25,84.99,100.00,3.70
498,5706.00,13.85,504.00,13.85,814.25,34.48,80.80,88.36,84.99,100.00,3.81
501,5706.00,13.85,196.00,13.78,814.24,33.89,80.71,88.36,84.99,100.00,4.31
504,5732.00,13.79,564.00,13.78,814.22,33.66,80.60,88.36,84.99,100.00,4.04
507,540.00,13.79,508.00,13.78,814.23,34.50,80.55,88.36,84.99,100.00,3.37
510,638.00,13.79,576.00,13.78,814.29,34.42,80.53,88.36,85.10,100.00,3.10
513,566.00,13.79,504.00,13.78,814.26,34.57,80.47,88.36,84.99,100.00,2.71
516,630.00,13.79,564.00,13.78,814.18,34.15,80.46,88.36,84.99,100.00,2.63
519,638.00,13.79,560.00,13.78,814.25,34.07,80.42,88.36,85.10,100.00,2.44
522,564.00,13.79,502.00,13.78,814.20,34.34,80.40,88.36,84.99,100.00,2.72
525,636.00,13.79,560.00,13.78,814.23,35.05,80.44,88.47,84.99,100.00,3.40
528,574.00,13.79,502.00,13.78,814.21,34.65,80.38,88.47,84.99,100.00,3.23
531,566.00,13.79,504.00,13.78,814.25,35.27,80.42,88.36,84.99,100.00,3.77
534,626.00,13.79,576.00,13.78,814.29,34.69,80.42,88.36,84.99,100.00,2.92
537,636.00,13.79,566.00,13.78,814.29,34.61,80.40,88.47,84.99,100.00,2.80
540,576.00,13.78,492.00,13.78,814.22,34.83,80.42,88.47,84.99,100.00,2.31
543,576.00,13.78,494.00,13.78,814.27,34.88,80.46,88.47,85.10,100.00,2.22
546,566.00,13.78,498.00,13.84,814.23,35.15,80.46,88.47,85.10,100.00,2.81
549,566.00,13.84,514.00,13.85,814.26,35.51,80.49,88.59,84.99,100.00,3.26
552,1002.00,13.85,518.00,13.78,814.24,35.21,80.51,88.47,84.99,100.00,3.55
555,5836.00,13.80,484.00,13.78,814.25,34.41,80.51,88.59,84.99,100.00,3.80
558,3604.00,13.79,504.00,13.78,814.28,33.90,80.49,88.59,85.10,100.00,3.83
561,622.00,13.79,566.00,13.78,814.29,33.94,80.42,88.59,84.99,100.00,3.51
564,564.00,13.79,502.00,13.78,814.23,33.97,80.40,88.47,85.10,100.00,3.40
567,566.00,13.79,494.00,13.78,814.22,34.23,80.35,88.59,85.10,100.00,4.41
570,574.00,13.79,504.00,13.78,814.20,34.65,80.28,88.59,85.10,100.00,5.11
573,566.00,13.79,504.00,13.78,814.21,33.84,80.19,88.59,85.10,100.00,4.82
576,570.00,13.79,504.00,13.79,814.25,34.42,80.19,88.59,85.10,100.00,5.21
579,566.00,13.79,504.00,13.78,814.14,33.95,80.13,88.70,85.10,100.00,5.18
582,642.00,13.79,564.00,13.78,814.20,33.12,80.06,88.70,85.10,100.00,4.77
585,642.00,13.79,564.00,13.78,814.16,34.19,79.99,88.70,85.10,100.00,4.35
588,574.00,13.79,494.00,13.78,814.19,34.91,80.01,88.70,85.10,100.00,3.94
591,626.00,13.78,564.00,13.78,814.25,34.34,80.01,88.70,84.99,100.00,3.61
594,636.00,13.78,570.00,13.77,814.22,34.97,80.01,88.70,85.10,100.00,3.50
597,584.00,13.77,508.00,13.77,814.23,34.93,80.04,88.70,85.10,100.00,4.90
600,646.00,13.76,574.00,13.76,814.21,33.89,80.02,88.70,85.10,100.00,4.68
603,566.00,13.76,494.00,13.75,814.22,33.82,79.97,88.70,85.10,100.00,4.33
606,636.00,13.75,594.00,13.77,814.24,33.92,79.92,88.70,85.10,100.00,4.37
609,574.00,13.77,504.00,13.77,814.21,33.66,79.83,88.81,85.10,100.00,3.80
612,2268.00,13.78,518.00,13.74,814.21,33.95,79.79,88.70,85.10,100.00,3.14
615,2422.00,13.77,502.00,13.74,814.19,34.29,79.75,88.70,85.10,100.00,2.11
618,2330.00,13.74,498.00,13.74,814.26,34.64,79.74,88.70,85.10,100.00,2.66
621,586.00,13.74,560.00,13.73,814.16,34.58,79.74,88.70,85.10,100.00,3.01
624,580.00,13.73,494.00,13.73,814.23,34.77,79.74,88.70,85.21,100.00,2.90
627,636.00,13.73,558.00,13.72,814.30,35.35,79.75,88.70,85.10,100.00,2.78
630,560.00,13.73,508.00,13.73,814.24,35.45,79.77,88.70,85.10,100.00,3.13
633,636.00,13.73,576.00,13.72,814.28,34.59,79.72,88.70,85.10,100.00,4.38
636,646.00,13.73,570.00,13.72,814.18,33.96,79.65,88.70,85.10,100.00,3.86
639,636.00,13.73,554.00,13.73,814.19,34.21,79.63,88.81,85.10,100.00,3.00
642,570.00,13.73,492.00,13.73,814.19,34.80,79.63,88.70,85.10,100.00,2.72
645,630.00,13.73,566.00,13.72,814.27,34.79,79.63,88.81,85.10,100.00,3.12
648,570.00,13.73,504.00,13.72,814.23,34.71,79.61,88.81,85.10,100.00,4.58
651,642.00,13.73,576.00,13.72,814.20,34.53,79.56,88.81,85.10,100.00,5.48
654,576.00,13.73,502.00,13.72,814.22,34.71,79.50,88.81,85.10,100.00,5.24
657,564.00,13.74,492.00,13.73,814.21,34.56,79.43,88.81,85.10,100.00,5.13
660,632.00,13.74,564.00,13.73,814.24,34.87,79.38,88.81,85.10,100.00,5.15
663,636.00,13.73,566.00,13.73,814.22,35.04,79.32,88.81,85.10,100.00,4.99
666,638.00,13.74,574.00,13.73,814.17,35.76,79.30,88.81,85.10,100.00,4.81
669,564.00,13.74,796.00,13.78,814.26,35.60,79.32,88.81,85.10,100.00,3.77
672,642.00,13.78,570.00,13.78,814.21,35.55,79.30,88.93,85.10,100.00,5.16
675,4562.00,13.79,566.00,13.75,814.22,35.28,79.30,88.93,85.10,100.00,5.70
678,4336.00,13.76,564.00,13.73,814.25,34.92,79.27,88.93,85.10,100.00,5.52
681,3412.00,13.74,566.00,13.73,814.21,34.77,79.21,88.93,85.10,100.00,4.53
684,540.00,13.73,504.00,13.72,814.26,35.16,79.18,88.93,85.10,100.00,4.21
687,570.00,13.73,504.00,13.72,814.21,34.99,79.12,88.81,85.10,100.00,4.72
690,574.00,13.73,494.00,13.72,814.32,34.89,79.03,88.93,85.21,100.00,4.28
693,570.00,13.73,492.00,13.72,814.24,35.03,79.02,88.93,85.10,100.00,3.39
696,630.00,13.72,564.00,13.72,814.27,35.84,79.02,88.81,85.21,100.00,3.34
699,566.00,13.72,504.00,13.72,814.27,35.88,79.02,88.93,85.10,100.00,3.77
702,576.00,13.73,508.00,13.72,814.24,35.64,79.03,88.93,85.10,100.00,4.54
705,570.00,13.72,498.00,13.72,814.27,35.49,79.03,88.93,85.10,100.00,4.02
708,626.00,13.72,558.00,13.72,814.25,36.32,79.09,88.93,85.10,100.00,3.62
711,636.00,13.72,570.00,13.72,814.20,35.99,79.11,88.93,85.10,100.00,3.24
714,638.00,13.72,564.00,13.71,814.22,35.75,79.12,88.93,85.10,100.00,3.79
717,570.00,13.72,498.00,13.71,814.28,35.86,79.18,88.93,85.10,100.00,3.30
720,560.00,13.72,502.00,13.71,814.33,36.16,79.20,88.93,85.10,100.00,3.02
723,570.00,13.72,494.00,13.71,814.35,36.17,79.25,89.04,85.10,100.00,2.92
726,580.00,13.71,502.00,13.70,814.33,36.17,79.27,88.93,85.10,100.00,2.49
729,574.00,13.71,502.00,13.70,814.25,36.41,79.34,89.04,85.10,100.00,2.62
732,626.00,13.71,570.00,13.71,814.30,35.77,79.38,89.04,85.10,100.00,3.10
735,632.00,13.70,558.00,13.74,814.26,35.03,79.38,89.04,85.21,100.00,2.78
738,576.00,13.73,494.00,13.74,814.29,35.59,79.39,88.93,85.10,100.00,2.30
741,632.00,13.73,566.00,13.73,814.29,36.25,79.43,88.93,85.21,100.00,2.02
744,2822.00,13.74,512.00,13.70,814.23,35.53,79.41,88.93,85.21,100.00,3.15
747,4080.00,13.75,334.00,13.70,814.18,35.56,79.43,89.04,85.21,100.00,3.12
750,5410.00,13.71,564.00,13.70,814.32,36.11,79.48,88.93,85.21,100.00,3.12
753,636.00,13.71,560.00,13.70,814.29,36.22,79.50,89.04,85.21,100.00,2.62
756,558.00,13.72,492.00,13.71,814.32,36.20,79.56,89.04,85.21,100.00,2.13
759,630.00,13.72,570.00,13.71,814.32,36.28,79.59,89.04,85.21,100.00,2.59
762,574.00,13.72,504.00,13.71,814.20,35.97,79.63,89.04,85.21,100.00,2.42
765,570.00,13.72,494.00,13.71,814.25,35.59,79.70,89.04,85.21,100.00,2.02
768,630.00,13.72,566.00,13.71,814.23,35.35,79.74,89.04,85.21,100.00,1.98
771,566.00,13.72,504.00,13.71,814.25,35.34,79.77,89.04,85.21,100.00,2.02
774,574.00,13.72,504.00,13.71,814.30,36.15,79.79,89.15,85.21,100.00,2.32
777,564.00,13.71,502.00,13.71,814.27,36.44,79.86,89.04,85.21,100.00,2.58
780,630.00,13.72,560.00,13.71,814.27,35.75,79.90,89.15,85.21,100.00,2.40
783,570.00,13.72,498.00,13.71,814.17,36.60,79.97,89.15,85.21,100.00,2.19
786,574.00,13.71,504.00,13.70,814.23,36.29,80.01,89.15,85.21,100.00,2.21
789,630.00,13.71,576.00,13.71,814.29,36.62,80.06,89.15,85.21,100.00,2.99
792,564.00,13.71,508.00,13.71,814.29,36.45,80.15,89.15,85.21,100.00,3.96
795,574.00,13.72,502.00,13.71,814.26,33.90,80.15,89.15,85.21,100.00,4.89
798,646.00,13.71,564.00,13.70,814.18,32.89,80.13,89.15,85.32,100.00,4.53
801,630.00,13.72,576.00,13.71,814.18,32.56,80.11,89.15,85.32,100.00,4.12
804,630.00,13.72,564.00,13.78,814.17,32.97,80.10,89.26,85.32,100.00,4.69
807,576.00,13.72,512.00,13.78,814.10,32.07,80.04,89.15,85.32,100.00,5.13
810,966.00,13.78,570.00,13.78,814.07,32.24,80.01,89.26,85.21,100.00,4.83
813,5272.00,13.78,566.00,13.72,814.16,32.39,79.97,89.15,85.21,100.00,4.72
816,4902.00,13.74,478.00,13.72,814.13,33.28,79.97,89.26,85.32,100.00,4.84
819,4582.00,13.72,504.00,13.71,814.14,33.47,79.99,89.15,85.21,100.00,4.84
822,538.00,13.72,494.00,13.71,814.09,33.74,80.04,89.26,85.21,100.00,4.74
825,630.00,13.72,558.00,13.71,814.21,33.75,80.04,89.26,85.32,100.00,5.75
828,580.00,13.72,504.00,13.71,814.16,33.53,80.01,89.26,85.32,100.00,5.43
831,638.00,13.72,566.00,13.71,814.15,33.84,79.99,89.26,85.21,100.00,5.22
834,632.00,13.72,570.00,13.71,814.11,33.43,79.90,89.26,85.21,100.00,3.78
837,574.00,13.72,488.00,13.71,814.16,33.01,79.84,89.26,85.32,100.00,3.53
840,636.00,13.71,566.00,13.70,814.19,33.91,79.77,89.26,85.21,100.00,3.14
843,638.00,13.70,566.00,13.70,814.19,34.43,79.77,89.38,85.32,100.00,2.99
846,570.00,13.71,502.00,13.70,814.21,34.65,79.79,89.26,85.32,100.00,2.88
849,574.00,13.70,494.00,13.70,814.21,34.65,79.81,89.26,85.21,100.00,3.12
852,564.00,13.70,494.00,13.70,814.25,34.82,79.84,89.38,85.32,100.00,3.93
855,560.00,13.70,508.00,13.70,814.22,34.18,79.83,89.26,85.21,100.00,3.82
858,648.00,13.70,558.00,13.70,814.23,33.46,79.84,89.26,85.32,100.00,2.48
861,576.00,13.70,502.00,13.69,814.22,33.87,79.84,89.38,85.32,100.00,3.01
864,564.00,13.70,498.00,13.69,814.14,34.44,79.88,89.38,85.32,100.00,2.93
867,560.00,13.70,502.00,13.69,814.19,34.57,79.90,89.38,85.32,100.00,3.40
870,638.00,13.70,576.00,13.69,814.16,34.25,79.93,89.38,85.32,100.00,5.36
873,566.00,13.70,498.00,13.68,814.17,34.30,79.99,89.38,85.32,100.00,4.65
876,570.00,13.69,494.00,13.68,814.19,34.21,80.01,89.38,85.32,100.00,4.68
879,580.00,13.69,502.00,13.69,814.16,33.98,80.02,89.38,85.32,100.00,4.66
882,636.00,13.69,574.00,13.72,814.16,33.92,80.04,89.38,85.32,100.00,4.72
885,560.00,13.69,512.00,13.72,814.17,33.89,80.02,89.38,85.21,100.00,4.56
888,564.00,13.72,498.00,13.71,814.15,33.29,79.95,89.38,85.32,100.00,4.53
891,1164.00,13.71,502.00,13.68,814.11,33.44,79.92,89.38,85.32,100.00,4.24
894,2406.00,13.69,504.00,13.68,814.16,33.37,79.86,89.38,85.32,100.00,3.19
