# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], BME280 P(hPa), BME280 RH(%), BME280 Temp(F), DS18 Temp(F)[MCU], DS18 Temp(F)[Batt], Light (%), Wind Speed
81,324.00,13.03,494.00,13.03,813.81,37.41,73.74,78.91,80.71,60.15,2.51
84,304.00,13.03,492.00,13.02,813.82,37.31,73.78,78.91,80.71,60.20,3.29
87,370.00,13.03,564.00,13.03,813.73,37.67,73.71,78.91,80.71,60.23,3.40
90,314.00,13.03,484.00,13.02,813.75,37.78,73.71,78.91,80.71,60.27,3.22
93,368.00,13.03,554.00,13.03,813.81,37.92,73.69,78.91,80.71,60.31,2.62
96,368.00,13.03,560.00,13.02,813.81,37.75,73.67,78.91,80.71,60.35,2.39
99,314.00,13.03,494.00,13.03,813.76,37.98,73.67,78.80,80.71,60.39,1.74
102,308.00,13.04,494.00,13.03,813.86,37.67,73.69,78.80,80.71,60.43,2.10
105,302.00,13.03,488.00,13.03,813.87,37.96,73.67,78.80,80.71,60.47,2.18
108,312.00,13.03,492.00,13.03,813.85,37.95,73.67,78.80,80.60,60.52,2.36
111,302.00,13.03,494.00,13.03,813.87,37.88,73.65,78.80,80.60,60.57,3.02
114,374.00,13.03,558.00,13.02,813.87,37.76,73.65,78.80,80.71,60.60,2.93
117,298.00,13.03,502.00,13.03,813.80,37.99,73.60,78.69,80.60,60.65,2.01
120,364.00,13.03,554.00,13.03,813.81,37.76,73.56,78.80,80.71,60.71,4.10
123,376.00,13.03,560.00,13.02,813.77,37.67,73.53,78.80,80.71,60.75,4.64
126,298.00,13.03,492.00,13.03,813.81,37.87,73.51,78.80,80.60,60.78,4.70
129,304.00,13.03,494.00,13.02,813.78,37.94,73.45,78.80,80.71,60.83,3.99
132,298.00,13.03,488.00,13.03,813.85,38.00,73.42,78.80,80.71,60.89,3.87
135,358.00,13.03,560.00,13.02,813.87,38.26,73.36,78.80,80.60,60.92,4.17
138,364.00,13.04,502.00,13.03,813.81,37.96,73.29,78.80,80.60,60.98,3.51
141,292.00,13.03,488.00,13.03,813.74,38.14,73.27,78.80,80.60,61.03,3.95
144,370.00,13.03,564.00,13.02,813.86,38.44,73.22,78.69,80.60,61.09,3.35
147,358.00,13.03,548.00,13.02,813.85,38.51,73.17,78.69,80.60,61.14,2.78
150,354.00,13.03,564.00,13.03,813.81,38.29,73.13,78.80,80.60,61.20,3.03
153,294.00,13.03,492.00,13.03,813.86,38.42,73.13,78.80,80.60,61.26,3.38
156,282.00,13.03,494.00,13.03,813.86,38.53,73.08,78.80,80.49,61.42,2.77
159,292.00,13.04,494.00,13.03,813.77,38.44,73.08,78.80,80.60,61.45,2.11
162,292.00,13.03,484.00,13.03,813.75,38.86,73.06,78.80,80.49,61.51,2.20
165,294.00,13.03,502.00,13.03,813.84,38.91,73.02,78.80,80.60,61.59,2.21
168,364.00,13.04,558.00,13.02,813.84,39.04,73.02,78.69,80.60,61.67,2.47
171,282.00,13.03,498.00,13.03,813.85,38.97,73.02,78.69,80.60,61.73,2.62
174,288.00,13.03,488.00,13.03,813.77,39.11,73.02,78.69,80.60,61.79,2.21
177,344.00,13.03,564.00,13.03,813.88,39.08,72.99,78.69,80.60,61.86,1.80
180,340.00,13.03,550.00,13.03,813.85,39.24,72.99,78.69,80.60,61.93,2.17
183,350.00,13.03,564.00,13.03,813.86,39.19,73.00,78.69,80.49,62.01,3.35
186,276.00,13.04,484.00,13.03,813.87,39.35,72.97,78.69,80.49,62.06,3.29
189,288.00,13.03,492.00,13.03,813.78,39.53,72.95,78.69,80.49,62.14,2.13
192,278.00,13.03,494.00,13.03,813.83,39.18,72.91,78.69,80.49,62.21,3.71
195,282.00,13.03,494.00,13.03,813.83,39.29,72.90,78.69,80.49,62.28,3.99
198,338.00,13.03,550.00,13.03,813.79,39.48,72.84,78.69,80.49,62.33,3.23
201,338.00,13.03,564.00,13.03,813.81,39.54,72.79,78.57,80.49,62.42,2.58
204,276.00,13.04,488.00,13.03,813.86,39.64,72.75,78.57,80.49,62.49,2.21
207,338.00,13.03,564.00,13.03,813.84,39.78,72.75,78.57,80.49,62.56,1.94
210,276.00,13.03,488.00,13.03,813.82,39.60,72.72,78.57,80.49,62.63,2.60
213,276.00,13.03,492.00,13.03,813.87,39.81,72.72,78.57,80.49,62.72,2.47
216,272.00,13.03,488.00,13.03,813.91,39.74,72.72,78.57,80.49,62.81,3.22
219,266.00,13.03,494.00,13.03,813.87,39.97,72.66,78.69,80.49,62.89,3.12
222,338.00,13.03,524.00,13.03,813.88,39.82,72.66,78.57,80.49,62.94,2.62
225,330.00,13.04,564.00,13.03,813.87,39.62,72.64,78.57,80.49,63.05,2.27
228,338.00,13.03,554.00,13.03,813.90,40.00,72.64,78.57,80.49,63.13,2.32
231,330.00,13.03,560.00,13.03,813.89,39.89,72.64,78.57,80.49,63.22,2.22
234,330.00,13.03,554.00,13.03,813.89,40.07,72.64,78.57,80.49,63.32,2.76
237,262.00,13.03,502.00,13.03,813.90,40.10,72.64,78.57,80.49,63.42,3.38
240,266.00,13.04,484.00,13.03,813.93,40.00,72.63,78.46,80.38,63.51,3.42
243,262.00,13.04,498.00,13.03,813.91,40.05,72.63,78.57,80.49,63.61,3.03
246,322.00,13.03,558.00,13.03,813.79,40.22,72.59,78.57,80.49,63.70,3.70
249,252.00,13.04,494.00,13.03,813.75,40.27,72.55,78.57,80.38,63.82,3.12
252,256.00,13.03,482.00,13.03,813.88,40.09,72.54,78.46,80.38,63.90,3.74
255,322.00,13.03,564.00,13.03,813.91,40.06,72.55,78.57,80.38,64.00,3.64
258,308.00,13.03,560.00,13.03,813.80,39.93,72.54,78.46,80.49,64.11,3.26
261,298.00,13.04,484.00,13.03,813.85,40.00,72.54,78.46,80.38,64.20,3.92
264,312.00,13.03,560.00,13.03,813.87,40.10,72.48,78.57,80.38,64.30,4.40
267,250.00,13.04,488.00,13.03,813.85,40.27,72.48,78.46,80.38,64.40,3.10
270,308.00,13.03,560.00,13.03,813.87,40.17,72.48,78.57,80.38,64.49,2.30
273,312.00,13.04,558.00,13.03,813.92,40.35,72.48,78.57,80.38,64.60,2.25
276,304.00,13.04,564.00,13.03,813.88,40.17,72.46,78.46,80.38,64.72,1.87
279,242.00,13.04,484.00,13.03,814.00,40.20,72.48,78.57,80.38,64.83,3.15
282,304.00,13.04,566.00,13.03,813.85,40.29,72.48,78.46,80.38,64.91,2.81
285,236.00,13.04,488.00,13.03,813.85,40.26,72.46,78.46,80.38,65.03,2.52
288,240.00,13.04,498.00,13.03,813.91,40.28,72.46,78.46,80.26,65.14,2.93
291,230.00,13.04,494.00,13.03,814.00,40.21,72.46,78.46,80.38,65.24,2.34
294,294.00,13.04,548.00,13.03,813.96,40.36,72.45,78.46,80.26,65.35,2.00
297,298.00,13.04,560.00,13.03,813.87,40.26,72.50,78.46,80.26,65.46,1.92
300,232.00,13.04,488.00,13.03,813.94,40.65,72.48,78.46,80.26,65.58,3.36
303,292.00,13.04,564.00,13.03,813.90,40.34,72.52,78.46,80.26,65.68,3.24
306,236.00,13.04,492.00,13.03,813.95,40.54,72.48,78.46,80.26,65.78,3.36
309,222.00,13.04,492.00,13.03,813.96,40.65,72.48,78.46,80.38,65.90,2.71
312,302.00,13.04,566.00,13.03,813.91,40.43,72.46,78.46,80.26,66.00,3.89
315,222.00,13.04,482.00,13.04,813.89,40.37,72.46,78.46,80.26,66.11,2.63
318,220.00,13.04,492.00,13.03,813.80,40.62,72.45,78.46,80.26,66.22,2.79
321,286.00,13.04,550.00,13.03,813.94,40.76,72.43,78.46,80.15,66.32,2.19
324,288.00,13.04,554.00,13.03,813.85,40.65,72.43,78.46,80.26,66.44,2.37
327,278.00,13.04,560.00,13.03,813.91,40.77,72.43,78.35,80.26,66.56,2.54
330,278.00,13.04,554.00,13.04,813.83,40.25,72.43,78.35,80.15,66.68,4.12
333,212.00,13.04,504.00,13.04,813.83,40.18,72.39,78.35,80.15,66.78,3.83
336,276.00,13.05,558.00,13.04,813.85,40.40,72.39,78.35,80.15,66.90,3.15
339,278.00,13.04,560.00,13.03,813.90,40.58,72.37,78.35,80.26,67.00,2.38
342,204.00,13.04,502.00,13.04,813.92,40.70,72.37,78.35,80.26,67.13,2.84
345,212.00,13.04,488.00,13.04,813.93,40.01,72.39,78.35,80.15,67.24,3.01
348,204.00,13.04,494.00,13.04,813.88,39.58,72.39,78.35,80.26,67.38,4.33
351,204.00,13.04,494.00,13.04,813.88,38.60,72.37,78.35,80.15,67.49,3.51
354,204.00,13.04,488.00,13.04,813.79,38.97,72.39,78.35,80.15,67.62,4.32
357,268.00,13.05,558.00,13.04,813.84,38.75,72.39,78.35,80.15,67.74,3.38
360,200.00,13.05,488.00,13.04,813.88,38.53,72.39,78.24,80.15,67.87,4.04
363,204.00,13.04,488.00,13.04,813.93,38.78,72.41,78.35,80.15,67.99,3.69
366,210.00,13.04,494.00,13.04,813.93,38.92,72.43,78.24,80.15,68.12,2.94
369,194.00,13.05,492.00,13.04,813.93,39.18,72.43,78.24,80.04,68.24,2.90
372,262.00,13.05,566.00,13.04,813.90,38.23,72.46,78.35,80.15,68.37,4.70
375,200.00,13.05,492.00,13.04,813.89,37.64,72.48,78.24,80.15,68.51,3.40
378,250.00,13.04,554.00,13.04,813.84,37.49,72.48,78.24,80.15,68.63,2.82
381,258.00,13.04,560.00,13.04,814.00,37.86,72.50,78.24,80.04,68.76,2.89
384,184.00,13.05,518.00,13.04,813.88,38.32,72.54,78.35,80.15,68.90,3.11
387,256.00,13.05,554.00,13.04,813.93,37.65,72.54,78.24,80.15,69.04,2.22
390,184.00,13.05,492.00,13.04,813.91,37.14,72.55,78.24,80.15,69.16,2.12
393,180.00,13.05,492.00,13.04,813.87,37.06,72.57,78.24,80.15,69.30,3.24
396,256.00,13.05,564.00,13.04,813.88,37.47,72.59,78.24,80.04,69.46,3.54
399,246.00,13.05,566.00,13.04,813.91,37.34,72.59,78.24,80.15,69.61,2.43
402,240.00,13.05,554.00,13.04,813.81,37.52,72.61,78.24,80.04,69.75,2.53
405,242.00,13.05,560.00,13.04,813.85,37.65,72.63,78.24,80.04,69.91,3.00
408,236.00,13.04,560.00,13.04,813.77,37.79,72.66,78.24,80.04,70.04,3.31
411,174.00,13.05,492.00,13.04,813.91,37.49,72.70,78.24,80.04,70.19,2.62
414,240.00,13.05,558.00,13.04,813.81,37.67,72.70,78.24,80.04,70.34,3.03
417,164.00,13.05,498.00,13.04,813.80,37.92,72.77,78.24,80.04,70.50,3.12
420,174.00,13.05,484.00,13.04,813.88,38.05,72.79,78.13,79.93,70.65,2.60
423,230.00,13.05,570.00,13.04,813.81,37.45,72.84,78.13,79.93,70.87,4.24
426,160.00,13.05,498.00,13.04,813.80,37.21,72.86,78.24,79.93,71.02,4.10
429,230.00,13.05,550.00,13.04,813.79,37.09,72.88,78.24,79.93,71.17,3.15
432,220.00,13.05,554.00,13.04,813.82,37.95,72.91,78.24,79.93,71.31,4.42
435,220.00,13.05,564.00,13.04,813.72,37.06,72.93,78.24,79.93,71.45,4.82
438,174.00,13.05,558.00,13.05,813.84,37.23,72.97,78.13,79.93,71.63,7.55
441,154.00,13.05,492.00,13.05,813.78,36.77,72.95,78.13,79.93,71.75,5.93
444,144.00,13.05,504.00,13.04,813.78,37.42,72.99,78.13,79.81,71.92,4.71
447,222.00,13.05,566.00,13.04,813.88,36.77,72.97,78.13,79.93,72.06,3.74
450,144.00,13.05,492.00,13.04,813.76,36.89,72.95,78.13,79.93,72.22,3.61
453,148.00,13.05,558.00,13.04,813.83,37.97,72.95,78.13,79.93,72.39,4.62
456,212.00,13.05,570.00,13.04,813.82,38.88,73.00,78.13,79.93,72.55,4.10
459,210.00,13.05,548.00,13.05,813.89,38.96,73.00,78.13,79.93,72.69,2.78
462,212.00,13.05,492.00,13.05,813.81,38.92,73.00,78.01,79.93,72.86,2.02
465,140.00,13.05,488.00,13.05,813.86,38.93,73.00,78.13,79.81,73.02,3.17
468,196.00,13.05,570.00,13.04,813.78,37.59,72.99,78.13,79.81,73.20,5.01
471,200.00,13.05,558.00,13.05,813.83,38.00,72.97,78.13,79.81,73.37,4.23
474,200.00,13.05,550.00,13.04,813.80,38.67,72.97,78.13,79.81,73.53,3.72
477,134.00,13.05,502.00,13.05,813.87,38.28,72.97,78.13,79.81,73.70,3.06
480,132.00,13.05,494.00,13.05,813.84,38.41,72.93,78.13,79.81,73.87,3.75
483,194.00,13.05,550.00,13.05,813.81,38.39,72.93,78.13,79.81,74.01,3.44
486,124.00,13.05,484.00,13.05,813.80,39.64,72.97,78.13,79.81,74.18,3.13
489,122.00,13.05,558.00,13.05,813.87,39.93,72.95,78.13,79.81,74.34,3.08
492,184.00,13.05,560.00,13.05,813.77,39.26,72.95,78.01,79.93,74.46,2.71
495,132.00,13.06,494.00,13.05,813.80,39.65,72.97,78.13,79.81,74.65,2.82
498,124.00,13.06,488.00,13.05,813.76,39.53,72.95,78.13,79.81,74.83,2.59
501,180.00,13.05,564.00,13.04,813.78,39.33,72.93,78.13,79.81,75.00,2.92
504,122.00,13.06,494.00,13.05,813.81,39.21,72.93,78.01,79.81,75.19,3.64
507,176.00,13.05,558.00,13.05,813.78,39.12,72.90,78.13,79.93,75.36,3.13
510,114.00,13.06,488.00,13.05,813.85,39.42,72.88,78.01,79.81,75.54,3.46
513,174.00,13.05,558.00,13.05,813.73,39.07,72.86,78.01,79.81,75.70,3.59
516,122.00,13.06,498.00,13.05,813.66,39.48,72.84,78.01,79.81,75.88,5.58
519,168.00,13.06,564.00,13.06,813.65,40.60,72.84,78.01,79.81,76.05,5.30
522,168.00,13.05,560.00,13.06,813.61,39.35,72.82,78.01,79.81,76.21,6.57
525,180.00,13.05,554.00,13.05,813.53,37.76,72.82,78.01,79.81,76.49,8.87
528,114.00,13.06,488.00,13.05,813.49,36.72,72.79,78.01,79.70,76.49,8.16
531,174.00,13.06,508.00,13.06,813.55,36.88,72.77,78.01,79.70,76.78,7.57
534,92.00,13.06,504.00,13.05,813.58,38.21,72.73,78.01,79.81,77.05,6.29
537,174.00,13.06,558.00,13.05,813.62,40.34,72.72,78.01,79.81,77.17,5.83
540,118.00,13.06,554.00,13.05,813.63,38.32,72.70,78.01,79.70,77.31,5.50
543,160.00,13.06,574.00,13.06,813.67,38.20,72.68,78.01,79.70,77.39,6.86
546,160.00,13.06,558.00,13.06,813.58,38.59,72.68,78.01,79.70,77.53,7.11
549,104.00,13.06,494.00,13.06,813.55,38.77,72.64,78.01,79.70,77.61,8.48
552,102.00,13.06,484.00,13.06,813.57,36.84,72.61,78.01,79.70,77.91,6.08
555,86.00,13.06,492.00,13.06,813.56,37.78,72.59,78.01,79.70,78.01,8.59
558,158.00,13.06,570.00,13.06,813.60,39.65,72.57,78.01,79.70,78.21,7.60
561,158.00,13.07,574.00,13.06,813.38,36.01,72.59,77.90,79.70,78.87,11.14
564,154.00,13.06,558.00,13.06,813.44,35.96,72.59,78.01,79.70,79.35,9.32
567,154.00,13.06,554.00,13.06,813.66,37.01,72.57,78.01,79.70,79.60,8.22
570,78.00,13.06,488.00,13.06,813.59,37.45,72.57,78.01,79.70,79.65,9.28
573,82.00,13.06,498.00,13.06,813.75,36.52,72.55,78.01,79.70,79.67,8.65
576,86.00,13.07,508.00,13.06,813.73,35.90,72.54,78.01,79.70,79.87,7.12
579,148.00,13.06,570.00,13.06,813.73,36.07,72.50,78.01,79.59,79.97,6.10
582,140.00,13.07,502.00,13.06,813.85,38.41,72.46,78.01,79.59,80.13,6.42
585,144.00,13.06,554.00,13.06,813.78,38.91,72.41,78.01,79.70,80.21,5.47
588,86.00,13.06,488.00,13.06,813.79,38.49,72.32,77.90,79.59,80.38,6.58
591,144.00,13.06,560.00,13.06,813.97,38.13,72.23,77.90,79.59,80.60,5.20
594,78.00,13.07,492.00,13.06,813.91,39.03,72.19,77.90,79.59,80.61,5.92
597,62.00,13.06,494.00,13.06,813.96,37.47,72.10,77.90,79.59,80.46,6.14
600,132.00,13.07,554.00,13.06,813.91,35.45,72.05,77.90,79.59,80.42,5.09
603,78.00,13.07,488.00,13.06,813.89,34.93,72.00,77.90,79.59,80.39,7.01
606,134.00,13.07,554.00,13.06,813.87,34.26,71.96,77.90,79.59,80.55,6.37
609,124.00,13.07,560.00,13.06,813.93,34.19,71.92,77.90,79.59,82.21,6.26
612,56.00,13.07,498.00,13.06,813.96,35.82,71.91,78.01,79.59,82.61,5.28
615,66.00,13.07,502.00,13.07,814.01,34.43,71.89,77.90,79.59,82.90,4.67
618,58.00,13.07,492.00,13.07,813.99,36.20,71.89,77.90,79.59,83.07,4.28
621,58.00,13.07,484.00,13.07,813.91,39.41,71.82,77.90,79.59,83.22,5.12
624,58.00,13.07,488.00,13.06,813.96,38.75,71.80,77.90,79.59,83.28,4.52
627,112.00,13.07,558.00,13.07,813.91,37.47,71.76,77.90,79.59,83.35,4.52
630,46.00,13.07,492.00,13.07,813.95,40.00,71.74,77.90,79.59,83.42,5.11
633,112.00,13.07,564.00,13.06,813.89,41.38,71.69,77.90,79.59,83.45,4.33
636,122.00,13.07,564.00,13.07,814.12,41.12,71.69,77.90,79.59,83.48,4.62
639,36.00,13.07,494.00,13.07,813.97,41.79,71.65,77.90,79.47,83.51,4.18
642,36.00,13.07,494.00,13.07,814.06,41.82,71.64,77.90,79.59,83.61,4.61
645,32.00,13.08,492.00,13.07,814.01,43.55,71.60,77.90,79.59,83.66,4.72
648,98.00,13.08,554.00,13.07,814.13,44.75,71.55,77.90,79.47,83.71,4.70
651,104.00,13.08,554.00,13.07,814.14,43.82,71.51,77.79,79.59,83.68,4.63
654,104.00,13.08,566.00,13.07,814.14,43.49,71.47,77.90,79.47,83.66,4.82
657,30.00,13.08,494.00,13.07,814.19,43.01,71.44,77.90,79.47,83.96,5.41
660,16.00,13.08,504.00,13.07,814.19,40.74,71.40,77.90,79.59,83.86,4.43
663,86.00,13.08,564.00,13.07,814.18,36.82,71.38,77.90,79.59,84.43,4.58
666,30.00,13.08,498.00,13.07,814.19,35.79,71.40,77.79,79.59,84.44,4.44
669,20.00,13.08,492.00,13.07,814.20,34.85,71.42,77.90,79.47,84.55,3.81
672,86.00,13.08,548.00,13.07,814.12,35.39,71.46,77.79,79.47,84.68,4.53
675,20.00,13.08,492.00,13.08,814.17,34.65,71.46,77.79,79.47,84.84,3.75
678,6.00,13.08,484.00,13.08,814.18,36.45,71.49,77.90,79.47,85.16,4.06
681,66.00,13.08,554.00,13.07,814.18,36.17,71.53,77.79,79.47,85.38,4.46
684,6.00,13.08,488.00,13.08,814.17,35.42,71.55,77.79,79.47,85.46,3.13
687,0.00,13.08,498.00,13.08,814.22,36.32,71.56,77.79,79.47,85.59,5.15
690,6.00,13.08,502.00,13.08,814.19,38.46,71.58,77.68,79.47,86.00,4.56
693,4.00,13.08,558.00,13.08,814.19,37.67,71.62,77.79,79.47,85.96,4.46
696,10.00,13.08,502.00,13.08,814.16,36.34,71.65,77.79,79.36,85.90,3.85
699,62.00,13.08,570.00,13.08,814.21,37.13,71.67,77.79,79.36,85.88,3.64
702,62.00,13.08,564.00,13.08,814.20,37.87,71.71,77.68,79.36,85.84,3.54
705,6.00,13.08,502.00,13.08,814.22,37.89,71.71,77.79,79.36,85.73,3.09
708,72.00,13.09,554.00,13.08,814.24,37.57,71.73,77.79,79.36,85.65,2.75
711,14.00,13.08,492.00,13.08,814.22,38.57,71.73,77.79,79.36,85.63,2.20
714,20.00,13.08,492.00,13.08,814.22,39.45,71.73,77.79,79.36,85.65,1.70
717,10.00,13.09,488.00,13.08,814.29,40.51,71.74,77.68,79.36,85.66,1.86
720,20.00,13.09,494.00,13.08,814.20,40.15,71.73,77.68,79.36,85.65,1.90
723,22.00,13.09,492.00,13.08,814.21,39.78,71.73,77.79,79.36,85.72,1.70
726,42.00,13.09,558.00,13.08,814.17,39.96,71.71,77.68,79.36,85.85,1.50
729,26.00,13.09,484.00,13.08,814.19,39.98,71.73,77.68,79.36,85.97,1.80
732,20.00,13.09,484.00,13.08,814.22,38.51,71.74,77.68,79.25,86.08,1.85
735,36.00,13.09,484.00,13.09,814.19,39.25,71.74,77.79,79.36,85.99,1.96
738,32.00,13.09,484.00,13.08,814.16,38.82,71.73,77.68,79.36,86.08,2.03
741,40.00,13.10,488.00,13.09,814.20,38.47,71.73,77.68,79.25,86.16,1.90
744,22.00,13.09,550.00,13.08,814.18,38.87,71.74,77.68,79.25,86.25,2.13
747,26.00,13.09,558.00,13.09,814.19,39.84,71.73,77.68,79.25,86.33,2.41
750,46.00,13.09,494.00,13.09,814.22,39.57,71.73,77.68,79.25,86.44,2.20
753,46.00,13.09,502.00,13.09,814.14,39.77,71.73,77.68,79.25,86.55,2.11
756,20.00,13.10,558.00,13.09,814.19,39.23,71.73,77.68,79.25,86.66,1.96
759,42.00,13.09,494.00,13.09,814.16,38.71,71.73,77.68,79.25,86.77,2.00
762,46.00,13.09,498.00,13.09,814.15,38.37,71.71,77.68,79.25,86.89,2.30
765,14.00,13.10,570.00,13.09,814.15,38.87,71.71,77.56,79.25,87.02,2.33
768,6.00,13.09,560.00,13.09,814.15,40.57,71.69,77.68,79.25,87.16,2.28
771,52.00,13.10,498.00,13.10,814.15,40.07,71.71,77.68,79.25,87.28,2.57
774,4.00,13.10,570.00,13.09,814.14,37.78,71.69,77.68,79.25,87.41,2.79
777,6.00,13.10,566.00,13.09,814.14,36.10,71.67,77.68,79.25,87.55,2.81
780,62.00,13.10,492.00,13.10,814.10,35.55,71.69,77.68,79.25,87.69,2.23
783,66.00,13.10,488.00,13.10,814.16,34.95,71.71,77.56,79.14,87.83,1.90
786,62.00,13.10,494.00,13.10,814.15,35.34,71.71,77.56,79.25,87.97,1.90
789,68.00,13.10,494.00,13.10,814.12,36.71,71.71,77.68,79.25,88.10,1.71
792,72.00,13.10,494.00,13.10,814.05,37.28,71.67,77.68,79.14,88.24,1.40
795,76.00,13.10,492.00,13.10,814.18,36.18,71.69,77.68,79.14,88.38,1.39
798,10.00,13.10,564.00,13.10,814.07,36.12,71.69,77.56,79.14,88.51,1.42
801,14.00,13.10,560.00,13.10,814.09,34.85,71.71,77.56,79.14,88.66,1.48
804,20.00,13.11,566.00,13.10,814.10,34.37,71.71,77.56,79.14,88.81,1.30
807,78.00,13.10,494.00,13.10,813.99,34.60,71.73,77.56,79.14,88.94,1.39
810,92.00,13.11,492.00,13.10,814.00,34.09,71.71,77.56,79.14,89.08,1.32
813,86.00,13.11,488.00,13.10,814.09,34.55,71.71,77.56,79.14,89.22,1.29
816,32.00,13.11,558.00,13.10,813.99,34.37,71.71,77.56,79.14,89.36,1.20
819,22.00,13.11,558.00,13.10,814.07,34.10,71.73,77.56,79.14,89.51,1.09
822,96.00,13.11,488.00,13.10,814.02,34.39,71.73,77.56,79.14,89.65,1.22
825,26.00,13.11,558.00,13.10,813.98,35.44,71.76,77.56,79.14,89.79,1.30
828,40.00,13.11,558.00,13.11,813.93,34.92,71.78,77.56,79.14,89.94,1.22
831,102.00,13.11,492.00,13.11,813.95,35.44,71.78,77.56,79.14,90.08,1.22
834,46.00,13.11,558.00,13.10,814.04,35.84,71.80,77.56,79.14,90.22,1.20
837,108.00,13.11,484.00,13.11,814.02,36.23,71.80,77.56,79.14,90.36,1.02
840,42.00,13.11,554.00,13.10,813.93,36.67,71.82,77.56,79.14,90.50,0.99
843,118.00,13.12,492.00,13.11,813.93,36.25,71.82,77.56,79.02,90.64,0.86
846,112.00,13.12,492.00,13.11,813.97,34.48,71.83,77.56,79.02,90.79,0.82
849,122.00,13.12,484.00,13.11,813.92,33.62,71.85,77.56,79.14,90.92,0.69
852,52.00,13.12,560.00,13.11,814.01,33.36,71.85,77.56,79.02,91.06,0.61
855,118.00,13.12,494.00,13.11,813.97,32.98,71.87,77.68,79.02,91.20,0.59
858,122.00,13.12,492.00,13.12,814.01,32.71,71.87,77.56,79.02,91.34,0.49
861,128.00,13.12,494.00,13.12,813.94,32.90,71.87,77.56,79.02,91.48,0.39
864,132.00,13.12,494.00,13.12,813.95,32.38,71.89,77.56,79.02,91.61,0.39
867,68.00,13.12,558.00,13.12,813.97,32.34,71.89,77.56,79.02,91.73,0.29
870,72.00,13.12,566.00,13.12,813.93,32.49,71.89,77.56,79.02,91.86,0.31
873,138.00,13.12,494.00,13.12,813.92,32.19,71.91,77.56,79.02,91.99,0.29
876,72.00,13.12,560.00,13.12,813.92,32.07,71.92,77.56,79.02,92.14,0.31
879,148.00,13.13,498.00,13.12,813.89,31.89,71.92,77.56,79.02,92.27,0.29
882,148.00,13.13,488.00,13.12,813.93,32.11,71.92,77.45,79.02,92.40,0.09
885,92.00,13.12,550.00,13.12,813.90,32.54,71.92,77.56,78.91,92.53,0.12
888,96.00,13.12,554.00,13.12,813.92,32.37,71.94,77.56,79.02,92.67,0.11
891,92.00,13.13,554.00,13.12,813.88,32.55,71.92,77.56,79.02,92.80,0.11
894,92.00,13.12,554.00,13.12,813.80,32.29,71.94,77.45,78.91,92.94,0.12
897,102.00,13.12,558.00,13.12,813.89,32.53,71.96,77.56,79.02,93.07,0.09
