# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], BME280 P(hPa), BME280 RH(%), BME280 Temp(F), DS18 Temp(F)[MCU], DS18 Temp(F)[Batt], Light (%), Wind Speed
219,744.00,12.91,488.00,12.90,815.27,81.65,62.26,63.84,62.94,0.00,0.50
222,738.00,12.91,488.00,12.90,815.30,81.71,62.28,63.84,62.94,0.00,0.52
225,734.00,12.91,478.00,12.90,815.26,81.88,62.26,63.84,62.82,0.00,0.70
228,740.00,12.91,494.00,12.90,815.29,81.90,62.22,63.95,62.94,0.00,0.92
231,802.00,12.91,540.00,12.90,815.32,81.91,62.24,63.72,62.94,0.00,0.90
234,740.00,12.91,498.00,12.90,815.25,81.79,62.24,63.84,62.94,0.00,0.92
237,806.00,12.91,548.00,12.90,815.26,81.83,62.24,63.84,62.94,0.00,0.82
240,810.00,12.91,550.00,12.90,815.27,82.00,62.22,63.84,62.94,0.00,0.72
243,800.00,12.91,548.00,12.90,815.20,81.88,62.26,63.95,62.94,0.00,0.79
246,740.00,12.91,484.00,12.90,815.28,82.14,62.22,63.84,62.94,0.00,1.02
249,730.00,12.91,482.00,12.90,815.26,82.58,62.22,63.95,62.82,0.00,1.19
252,800.00,12.91,548.00,12.90,815.19,82.37,62.22,63.84,62.94,0.00,1.20
255,748.00,12.91,478.00,12.90,815.26,82.63,62.22,63.84,62.94,0.00,1.32
258,738.00,12.91,484.00,12.90,815.28,82.57,62.19,63.84,62.82,0.00,1.42
261,802.00,12.91,558.00,12.90,815.31,82.17,62.19,63.84,62.94,0.00,1.42
264,812.00,12.91,550.00,12.90,815.26,82.35,62.19,63.84,62.82,0.00,1.30
267,738.00,12.91,492.00,12.90,815.28,82.21,62.19,63.84,62.94,0.00,1.32
270,816.00,12.91,548.00,12.90,815.27,82.31,62.19,63.95,62.94,0.00,1.30
273,744.00,12.91,484.00,12.90,815.29,82.19,62.19,63.95,62.82,0.00,1.30
276,740.00,12.91,482.00,12.90,815.25,82.40,62.19,63.84,62.82,0.00,1.42
279,802.00,12.91,558.00,12.90,815.24,82.70,62.17,63.84,62.82,0.00,1.30
282,730.00,12.90,478.00,12.90,815.16,82.44,62.17,63.84,62.82,0.00,1.33
285,802.00,12.91,558.00,12.90,815.29,82.25,62.17,63.84,62.82,0.00,1.20
288,802.00,12.91,540.00,12.90,815.19,82.45,62.17,63.84,62.82,0.00,1.10
291,800.00,12.91,554.00,12.90,815.25,82.68,62.19,63.84,62.82,0.00,0.99
294,800.00,12.91,550.00,12.90,815.27,82.58,62.17,63.84,62.82,0.00,1.10
297,806.00,12.91,544.00,12.90,815.22,82.90,62.17,63.84,62.82,0.00,1.09
300,802.00,12.91,550.00,12.90,815.18,82.86,62.17,63.84,62.82,0.00,0.99
303,738.00,12.91,484.00,12.90,815.26,82.96,62.17,63.84,62.82,0.00,0.90
306,744.00,12.91,484.00,12.90,815.21,82.95,62.19,63.84,62.82,0.00,0.79
309,738.00,12.91,482.00,12.90,815.27,83.03,62.17,63.72,62.82,0.00,0.79
312,800.00,12.91,554.00,12.90,815.26,83.38,62.15,63.84,62.82,0.00,0.59
315,806.00,12.91,540.00,12.90,815.24,83.33,62.17,63.84,62.82,0.00,0.72
318,740.00,12.91,482.00,12.90,815.27,83.35,62.15,63.84,62.82,0.00,0.72
321,750.00,12.91,478.00,12.90,815.26,83.11,62.13,63.84,62.94,0.00,0.72
324,802.00,12.91,548.00,12.90,815.25,82.90,62.15,63.84,62.82,0.00,0.59
327,800.00,12.91,548.00,12.90,815.23,82.89,62.11,63.84,62.82,0.00,0.72
330,744.00,12.91,478.00,12.90,815.30,82.87,62.11,63.84,62.82,0.00,0.72
333,748.00,12.91,476.00,12.90,815.26,82.81,62.11,63.84,62.94,0.00,0.59
336,796.00,12.91,548.00,12.90,815.19,82.69,62.11,63.72,62.94,0.00,0.59
339,744.00,12.91,478.00,12.90,815.27,82.71,62.11,63.72,62.82,0.00,0.71
342,738.00,12.91,478.00,12.90,815.18,82.43,62.10,63.84,62.82,0.00,0.70
345,802.00,12.91,548.00,12.90,815.21,82.70,62.10,63.84,62.82,0.00,0.69
348,806.00,12.90,540.00,12.90,815.24,82.67,62.10,63.72,62.82,0.00,0.69
351,800.00,12.91,550.00,12.90,815.23,82.45,62.10,63.72,62.82,0.00,0.79
354,802.00,12.91,550.00,12.90,815.23,82.55,62.06,63.72,62.82,0.00,0.79
357,740.00,12.91,492.00,12.90,815.22,82.55,62.08,63.72,62.82,0.00,0.82
360,738.00,12.91,482.00,12.90,815.30,82.61,62.08,63.72,62.82,0.00,0.82
363,800.00,12.91,554.00,12.90,815.30,82.55,62.08,63.72,62.82,0.00,0.79
366,810.00,12.91,540.00,12.90,815.30,82.52,62.08,63.72,62.82,0.00,0.90
369,740.00,12.91,484.00,12.90,815.21,83.28,62.06,63.72,62.82,0.00,0.92
372,738.00,12.91,472.00,12.90,815.25,83.35,62.08,63.72,62.82,0.00,0.92
375,802.00,12.91,550.00,12.90,815.26,83.57,62.06,63.72,62.82,0.00,0.80
378,792.00,12.91,544.00,12.90,815.25,83.45,62.08,63.72,62.82,0.00,0.79
381,800.00,12.91,550.00,12.90,815.33,83.63,62.08,63.72,62.82,0.00,0.80
384,806.00,12.91,548.00,12.90,815.23,83.61,62.06,63.72,62.82,0.00,0.99
387,738.00,12.91,484.00,12.90,815.28,83.67,62.06,63.72,62.82,0.00,1.02
390,806.00,12.91,550.00,12.90,815.23,83.93,62.06,63.72,62.82,0.00,0.90
393,802.00,12.91,544.00,12.90,815.25,84.09,62.06,63.72,62.82,0.00,0.70
396,800.00,12.91,554.00,12.90,815.25,83.97,62.02,63.72,62.82,0.00,0.69
399,740.00,12.91,478.00,12.90,815.20,83.89,62.04,63.72,62.82,0.00,0.92
402,740.00,12.91,482.00,12.90,815.29,83.54,62.02,63.72,62.94,0.00,0.92
405,796.00,12.91,544.00,12.90,815.31,83.62,62.01,63.72,62.94,0.00,0.79
408,740.00,12.91,484.00,12.90,815.27,84.02,62.01,63.72,62.82,0.00,0.83
411,734.00,12.91,484.00,12.90,815.30,83.97,62.01,63.72,62.94,0.00,1.12
414,734.00,12.91,484.00,12.90,815.28,83.92,62.01,63.72,62.82,0.00,1.22
417,748.00,12.91,478.00,12.90,815.30,84.24,61.99,63.72,62.82,0.00,1.12
420,738.00,12.91,488.00,12.90,815.23,84.18,62.01,63.72,62.82,0.00,1.20
423,800.00,12.91,540.00,12.90,815.21,84.25,61.99,63.61,62.82,0.00,1.20
426,810.00,12.91,554.00,12.90,815.27,83.85,61.97,63.72,62.82,0.00,1.10
429,800.00,12.91,544.00,12.90,815.25,83.75,61.97,63.61,62.94,0.00,1.09
432,800.00,12.91,548.00,12.90,815.30,83.97,61.95,63.72,62.82,0.00,1.10
435,806.00,12.91,548.00,12.90,815.24,83.49,61.95,63.72,62.82,0.00,1.10
438,800.00,12.91,550.00,12.90,815.19,83.80,61.93,63.72,62.82,0.00,1.33
441,802.00,12.91,558.00,12.90,815.26,83.53,61.93,63.72,62.82,0.00,1.40
444,744.00,12.91,488.00,12.90,815.23,83.49,61.93,63.72,62.82,0.00,1.25
447,744.00,12.90,484.00,12.90,815.23,83.32,61.93,63.72,62.82,0.00,1.22
450,744.00,12.91,482.00,12.90,815.25,83.48,61.93,63.61,62.82,0.00,1.10
453,734.00,12.91,484.00,12.90,815.21,83.66,61.92,63.61,62.82,0.00,1.10
456,802.00,12.91,540.00,12.90,815.21,83.20,61.93,63.61,62.82,0.00,1.10
459,802.00,12.91,558.00,12.90,815.24,83.32,61.95,63.61,62.82,0.00,1.20
462,730.00,12.91,482.00,12.90,815.23,83.61,61.95,63.72,62.82,0.00,1.32
465,802.00,12.91,554.00,12.90,815.29,83.64,61.93,63.72,62.82,0.00,1.32
468,738.00,12.91,478.00,12.90,815.28,83.88,61.95,63.72,62.82,0.00,1.30
471,738.00,12.91,484.00,12.90,815.23,84.08,61.93,63.61,62.82,0.00,1.32
474,802.00,12.91,550.00,12.90,815.26,84.00,61.93,63.61,62.82,0.00,1.30
477,740.00,12.91,484.00,12.90,815.28,84.36,61.93,63.61,62.82,0.00,1.32
480,792.00,12.91,548.00,12.90,815.21,84.51,61.93,63.61,62.82,0.00,1.30
483,744.00,12.91,484.00,12.90,815.21,84.12,61.93,63.61,62.82,0.00,1.30
486,800.00,12.91,544.00,12.90,815.28,84.33,61.93,63.72,62.82,0.00,1.32
489,806.00,12.91,558.00,12.90,815.30,84.20,61.90,63.61,62.82,0.00,1.30
492,802.00,12.91,548.00,12.90,815.29,84.26,61.92,63.61,62.82,0.00,1.22
495,734.00,12.91,492.00,12.90,815.24,84.19,61.92,63.61,62.82,0.00,1.12
498,802.00,12.91,548.00,12.90,815.22,84.13,61.92,63.61,62.82,0.00,0.99
501,740.00,12.91,492.00,12.90,815.24,84.08,61.90,63.61,62.82,0.00,1.01
504,738.00,12.91,482.00,12.90,815.23,84.03,61.88,63.61,62.82,0.00,1.02
507,812.00,12.91,558.00,12.90,815.22,83.80,61.90,63.61,62.82,0.00,0.99
510,734.00,12.91,488.00,12.90,815.25,83.99,61.90,63.61,62.82,0.00,1.02
513,734.00,12.90,482.00,12.90,815.28,84.03,61.88,63.61,62.82,0.00,1.19
516,740.00,12.91,482.00,12.90,815.19,84.28,61.90,63.61,62.82,0.00,1.20
519,730.00,12.91,484.00,12.90,815.24,84.54,61.86,63.61,62.82,0.00,1.49
522,740.00,12.91,484.00,12.90,815.26,84.59,61.86,63.61,62.82,0.00,1.50
525,750.00,12.91,488.00,12.90,815.24,84.72,61.84,63.50,62.82,0.00,1.70
528,730.00,12.91,484.00,12.90,815.28,85.10,61.83,63.61,62.82,0.00,1.70
531,744.00,12.91,482.00,12.90,815.30,85.04,61.83,63.61,62.82,0.00,1.83
534,806.00,12.91,550.00,12.90,815.29,84.89,61.81,63.61,62.82,0.00,1.77
537,730.00,12.91,482.00,12.90,815.27,84.79,61.81,63.50,62.82,0.00,1.60
540,806.00,12.91,550.00,12.90,815.29,84.28,61.79,63.61,62.71,0.00,1.50
543,800.00,12.91,548.00,12.90,815.24,84.24,61.81,63.50,62.71,0.00,1.52
546,738.00,12.91,492.00,12.90,815.20,84.19,61.77,63.50,62.71,0.00,1.70
549,744.00,12.91,478.00,12.90,815.22,84.09,61.79,63.50,62.71,0.00,1.65
552,734.00,12.91,484.00,12.90,815.20,84.67,61.79,63.61,62.82,0.00,1.70
555,810.00,12.91,548.00,12.90,815.28,84.92,61.81,63.61,62.82,0.00,1.80
558,806.00,12.91,554.00,12.90,815.27,84.89,61.77,63.50,62.82,0.00,1.80
561,802.00,12.91,548.00,12.90,815.30,84.97,61.79,63.50,62.82,0.00,1.91
564,806.00,12.90,550.00,12.90,815.19,85.07,61.79,63.50,62.71,0.00,1.83
567,802.00,12.91,544.00,12.90,815.31,85.17,61.77,63.50,62.82,0.00,1.83
570,796.00,12.90,558.00,12.90,815.29,85.44,61.77,63.50,62.71,0.00,1.82
573,806.00,12.90,544.00,12.90,815.29,85.01,61.75,63.61,62.82,0.00,1.80
576,734.00,12.91,488.00,12.90,815.35,84.86,61.75,63.61,62.82,0.00,1.80
579,744.00,12.91,478.00,12.90,815.26,84.51,61.75,63.50,62.82,0.00,1.70
582,802.00,12.90,550.00,12.90,815.25,84.04,61.77,63.50,62.82,0.00,1.50
585,800.00,12.91,544.00,12.90,815.31,83.75,61.77,63.50,62.82,0.00,1.52
588,806.00,12.91,550.00,12.90,815.32,84.12,61.79,63.50,62.71,0.00,1.51
591,796.00,12.90,540.00,12.90,815.28,83.98,61.79,63.61,62.82,0.00,1.30
594,802.00,12.91,558.00,12.90,815.33,84.09,61.79,63.50,62.82,0.00,1.60
597,748.00,12.91,484.00,12.90,815.24,84.22,61.81,63.50,62.82,0.00,1.56
600,734.00,12.91,488.00,12.90,815.28,84.05,61.81,63.61,62.82,0.00,1.45
603,802.00,12.91,540.00,12.90,815.31,84.19,61.83,63.50,62.71,0.00,1.42
606,744.00,12.91,488.00,12.90,815.23,84.28,61.81,63.50,62.82,0.00,1.20
609,738.00,12.91,482.00,12.90,815.26,84.60,61.84,63.50,62.71,0.00,1.59
612,810.00,12.91,550.00,12.90,815.28,84.22,61.84,63.50,62.71,0.00,1.72
615,744.00,12.91,478.00,12.90,815.28,84.04,61.83,63.50,62.71,0.00,1.60
618,740.00,12.91,498.00,12.90,815.24,83.78,61.86,63.50,62.71,0.00,1.50
621,802.00,12.90,548.00,12.90,815.30,84.02,61.88,63.50,62.71,0.00,1.60
624,800.00,12.90,550.00,12.90,815.28,83.47,61.84,63.50,62.71,0.00,1.51
627,744.00,12.91,478.00,12.90,815.27,83.85,61.88,63.50,62.71,0.00,1.54
630,744.00,12.90,482.00,12.90,815.30,83.50,61.88,63.39,62.82,0.00,1.42
633,800.00,12.91,544.00,12.90,815.26,83.47,61.90,63.50,62.71,0.00,1.32
636,748.00,12.91,478.00,12.90,815.28,83.24,61.90,63.50,62.71,0.00,1.39
639,738.00,12.91,478.00,12.90,815.24,83.40,61.92,63.50,62.82,0.00,1.32
642,796.00,12.91,548.00,12.90,815.28,83.39,61.93,63.50,62.71,0.00,1.30
645,740.00,12.91,478.00,12.90,815.25,83.32,61.93,63.50,62.71,0.00,1.31
648,790.00,12.90,550.00,12.90,815.24,83.30,61.93,63.39,62.71,0.00,1.39
651,744.00,12.90,478.00,12.90,815.23,83.39,61.95,63.50,62.71,0.00,1.14
654,748.00,12.91,488.00,12.90,815.23,83.59,61.95,63.39,62.71,0.00,1.21
657,800.00,12.90,544.00,12.90,815.30,83.42,61.95,63.50,62.71,0.00,1.30
660,802.00,12.91,550.00,12.90,815.25,83.10,61.97,63.39,62.82,0.00,1.20
663,800.00,12.90,550.00,12.90,815.25,82.92,61.97,63.50,62.82,0.00,1.10
666,800.00,12.91,554.00,12.90,815.31,83.04,61.99,63.50,62.82,0.00,1.10
669,812.00,12.91,554.00,12.90,815.29,83.01,61.99,63.50,62.82,0.00,1.09
672,800.00,12.90,548.00,12.90,815.25,83.04,62.01,63.50,62.82,0.00,0.99
675,744.00,12.90,484.00,12.90,815.30,82.92,62.01,63.50,62.71,0.00,1.02
678,802.00,12.90,548.00,12.90,815.23,82.85,62.01,63.39,62.82,0.00,0.99
681,734.00,12.91,482.00,12.90,815.32,82.93,62.01,63.50,62.71,0.00,0.84
684,738.00,12.91,478.00,12.90,815.27,82.73,62.02,63.50,62.71,0.00,0.82
687,796.00,12.91,554.00,12.90,815.27,82.70,62.02,63.39,62.71,0.00,0.80
690,802.00,12.91,550.00,12.90,815.24,82.67,62.04,63.50,62.71,0.00,0.79
693,816.00,12.91,554.00,12.90,815.25,83.03,62.04,63.50,62.71,0.00,0.80
696,800.00,12.91,548.00,12.90,815.32,82.75,62.06,63.50,62.71,0.00,0.69
699,740.00,12.90,484.00,12.90,815.28,82.84,62.04,63.50,62.71,0.00,0.71
702,744.00,12.90,484.00,12.90,815.18,82.90,62.08,63.50,62.71,0.00,0.59
705,800.00,12.90,550.00,12.90,815.28,82.94,62.06,63.39,62.71,0.00,0.59
708,740.00,12.91,478.00,12.90,815.26,82.77,62.08,63.39,62.60,0.00,0.62
711,800.00,12.90,550.00,12.90,815.23,82.77,62.06,63.50,62.71,0.00,0.59
714,730.00,12.90,482.00,12.90,815.27,82.96,62.06,63.39,62.71,0.00,0.50
717,802.00,12.91,550.00,12.90,815.33,83.02,62.06,63.39,62.71,0.00,0.52
720,792.00,12.90,540.00,12.90,815.30,83.20,62.06,63.39,62.71,0.00,0.50
723,740.00,12.91,482.00,12.90,815.27,83.66,62.06,63.39,62.71,0.00,0.50
726,738.00,12.90,478.00,12.90,815.31,83.69,62.06,63.28,62.71,0.00,0.52
729,800.00,12.90,550.00,12.90,815.29,83.61,62.06,63.39,62.71,0.00,0.50
732,802.00,12.90,548.00,12.90,815.25,83.41,62.06,63.39,62.71,0.00,0.70
735,800.00,12.90,550.00,12.90,815.21,83.36,62.06,63.39,62.60,0.00,0.79
738,738.00,12.91,478.00,12.90,815.22,83.08,62.04,63.39,62.71,0.00,1.00
741,738.00,12.91,484.00,12.90,815.21,82.63,62.04,63.39,62.71,0.00,1.02
744,796.00,12.90,548.00,12.90,815.23,82.72,62.08,63.39,62.71,0.00,0.99
747,740.00,12.91,488.00,12.90,815.25,82.78,62.04,63.39,62.60,0.00,0.97
750,740.00,12.90,484.00,12.90,815.29,82.75,62.06,63.50,62.71,0.00,0.82
753,738.00,12.90,492.00,12.90,815.26,82.58,62.06,63.39,62.71,0.00,0.74
756,802.00,12.90,554.00,12.90,815.24,82.61,62.04,63.28,62.71,0.00,0.59
759,734.00,12.91,488.00,12.90,815.23,82.46,62.06,63.28,62.71,0.00,0.59
762,738.00,12.91,482.00,12.90,815.26,82.70,62.06,63.39,62.71,0.00,0.50
765,744.00,12.90,484.00,12.90,815.25,82.46,62.04,63.28,62.71,0.00,0.39
768,796.00,12.90,544.00,12.90,815.24,82.72,62.04,63.28,62.60,0.00,0.29
771,812.00,12.91,550.00,12.90,815.24,82.46,62.06,63.28,62.71,0.00,0.31
774,738.00,12.90,484.00,12.90,815.29,82.64,62.06,63.39,62.60,0.00,0.29
777,800.00,12.90,550.00,12.90,815.22,82.62,62.04,63.39,62.71,0.00,0.21
780,800.00,12.91,544.00,12.90,815.27,82.77,62.04,63.39,62.71,0.00,0.19
783,734.00,12.91,484.00,12.90,815.29,82.65,62.06,63.50,62.60,0.00,0.09
786,810.00,12.90,544.00,12.90,815.27,82.92,62.04,63.39,62.60,0.00,0.12
789,738.00,12.90,488.00,12.90,815.25,82.95,62.02,63.39,62.60,0.00,0.30
792,734.00,12.91,478.00,12.90,815.33,83.03,62.02,63.39,62.71,0.00,0.50
795,806.00,12.90,550.00,12.90,815.27,83.19,62.04,63.39,62.71,0.00,1.35
798,738.00,12.91,482.00,12.90,815.32,83.40,62.01,63.39,62.60,0.00,1.69
801,806.00,12.90,550.00,12.90,815.26,83.30,62.02,63.39,62.71,0.00,1.72
804,730.00,12.90,478.00,12.90,815.28,83.26,62.01,63.28,62.71,0.00,1.51
807,740.00,12.91,492.00,12.90,815.26,83.28,62.01,63.28,62.71,0.00,1.50
810,812.00,12.91,540.00,12.90,815.27,83.61,61.99,63.39,62.71,0.00,1.72
813,738.00,12.91,488.00,12.90,815.27,83.56,61.99,63.39,62.71,0.00,1.46
816,800.00,12.91,544.00,12.90,815.24,83.97,62.01,63.28,62.60,0.00,1.30
819,738.00,12.90,494.00,12.90,815.24,83.98,61.99,63.39,62.71,0.00,1.30
822,796.00,12.90,550.00,12.90,815.23,84.01,61.97,63.28,62.71,0.00,1.32
825,806.00,12.91,558.00,12.90,815.26,84.01,61.97,63.28,62.71,0.00,1.39
828,800.00,12.90,540.00,12.90,815.21,83.98,61.97,63.28,62.60,0.00,1.52
831,822.00,12.91,550.00,12.90,815.28,83.95,61.97,63.28,62.60,0.00,1.40
834,740.00,12.91,482.00,12.90,815.28,83.84,61.95,63.28,62.71,0.00,1.30
837,738.00,12.90,492.00,12.90,815.30,83.49,61.95,63.28,62.71,0.00,1.50
840,744.00,12.91,482.00,12.90,815.23,83.70,61.95,63.28,62.60,0.00,1.50
843,754.00,12.91,484.00,12.90,815.26,83.89,61.93,63.28,62.71,0.00,1.41
846,738.00,12.90,482.00,12.90,815.20,84.08,61.93,63.28,62.71,0.00,1.59
849,744.00,12.90,488.00,12.90,815.29,84.26,61.93,63.28,62.71,0.00,1.72
852,812.00,12.90,548.00,12.90,815.28,84.52,61.93,63.28,62.60,0.00,1.72
855,738.00,12.90,484.00,12.90,815.28,84.25,61.92,63.39,62.60,0.00,1.52
858,802.00,12.91,548.00,12.90,815.23,84.63,61.92,63.39,62.60,0.00,1.70
861,738.00,12.90,484.00,12.90,815.28,84.29,61.93,63.28,62.60,0.00,1.70
864,802.00,12.91,550.00,12.90,815.21,84.29,61.92,63.28,62.60,0.00,1.50
867,796.00,12.90,558.00,12.90,815.28,84.55,61.92,63.28,62.60,0.00,1.57
870,816.00,12.90,544.00,12.90,815.28,84.70,61.92,63.28,62.60,0.00,1.46
873,802.00,12.90,548.00,12.90,815.28,84.97,61.90,63.28,62.71,0.00,1.30
876,728.00,12.91,484.00,12.90,815.28,84.90,61.90,63.28,62.71,0.00,1.72
879,802.00,12.90,550.00,12.90,815.28,84.86,61.92,63.28,62.60,0.00,1.70
882,738.00,12.91,484.00,12.90,815.26,84.99,61.88,63.28,62.60,0.00,1.63
885,738.00,12.91,484.00,12.90,815.21,84.53,61.88,63.28,62.71,0.00,1.42
888,802.00,12.91,544.00,12.90,815.21,84.26,61.88,63.28,62.60,0.00,1.20
891,800.00,12.90,550.00,12.90,815.21,83.74,61.88,63.28,62.60,0.00,1.10
894,812.00,12.90,548.00,12.90,815.28,83.72,61.88,63.28,62.71,0.00,1.10
897,796.00,12.90,550.00,12.90,815.19,83.61,61.88,63.28,62.71,0.00,1.10
