# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], BME280 P(hPa), BME280 RH(%), BME280 Temp(F), DS18 Temp(F)[MCU], DS18 Temp(F)[Batt], Light (%), Wind Speed
162,738.00,12.88,484.00,12.88,813.98,44.52,74.26,74.64,74.86,0.72,0.51
165,796.00,12.88,548.00,12.87,813.90,44.35,74.25,74.64,74.75,0.71,0.49
168,750.00,12.88,488.00,12.88,813.99,44.62,74.25,74.75,74.75,0.71,0.49
171,810.00,12.88,550.00,12.88,814.00,44.61,74.23,74.64,74.75,0.70,0.52
174,792.00,12.88,550.00,12.87,813.97,44.63,74.21,74.64,74.75,0.70,0.49
177,740.00,12.88,484.00,12.88,813.97,45.18,74.19,74.64,74.75,0.70,0.51
180,796.00,12.88,548.00,12.87,814.00,44.83,74.17,74.64,74.75,0.69,0.49
183,748.00,12.88,494.00,12.88,813.93,45.46,74.19,74.64,74.75,0.69,0.60
186,812.00,12.88,544.00,12.88,813.98,45.16,74.16,74.64,74.75,0.69,0.60
189,738.00,12.88,488.00,12.88,814.00,45.13,74.14,74.64,74.86,0.68,0.59
192,796.00,12.88,550.00,12.87,814.00,44.94,74.14,74.75,74.75,0.68,0.52
195,802.00,12.88,558.00,12.88,813.98,45.04,74.14,74.64,74.75,0.68,0.50
198,740.00,12.88,484.00,12.88,813.96,45.29,74.12,74.64,74.86,0.67,0.52
201,800.00,12.88,554.00,12.88,813.96,45.68,74.08,74.64,74.75,0.67,0.59
204,748.00,12.88,488.00,12.88,814.01,45.46,74.10,74.64,74.75,0.67,0.61
207,738.00,12.88,482.00,12.88,813.97,45.95,74.08,74.64,74.75,0.66,0.72
210,734.00,12.88,498.00,12.88,814.02,46.08,74.05,74.64,74.75,0.66,0.69
213,744.00,12.88,478.00,12.88,813.99,45.77,74.03,74.64,74.75,0.66,0.69
216,738.00,12.88,488.00,12.88,813.99,45.71,74.01,74.64,74.86,0.65,0.82
219,740.00,12.89,484.00,12.88,814.01,45.81,74.01,74.64,74.75,0.65,0.79
222,748.00,12.88,482.00,12.88,814.04,45.72,73.98,74.64,74.75,0.65,0.69
225,800.00,12.88,550.00,12.87,814.01,45.83,73.94,74.64,74.75,0.64,0.69
228,802.00,12.88,544.00,12.87,813.98,46.11,73.94,74.52,74.75,0.64,0.79
231,744.00,12.88,494.00,12.88,813.93,46.35,73.92,74.64,74.75,0.64,0.79
234,738.00,12.88,482.00,12.88,814.02,46.29,73.90,74.64,74.75,0.63,0.72
237,738.00,12.88,488.00,12.88,813.99,46.35,73.90,74.64,74.75,0.63,0.90
240,744.00,12.88,482.00,12.88,814.00,46.53,73.90,74.64,74.75,0.63,1.09
243,738.00,12.88,484.00,12.88,813.96,46.39,73.87,74.64,74.75,0.63,1.11
246,738.00,12.88,488.00,12.88,813.94,46.54,73.85,74.64,74.75,0.62,1.20
249,816.00,12.88,548.00,12.88,813.99,46.87,73.81,74.64,74.75,0.62,1.19
252,802.00,12.88,554.00,12.88,813.98,46.73,73.81,74.64,74.75,0.62,1.09
255,806.00,12.88,550.00,12.88,813.99,46.58,73.78,74.52,74.75,0.62,1.10
258,750.00,12.88,492.00,12.88,813.95,46.34,73.80,74.64,74.86,0.62,1.22
261,744.00,12.88,482.00,12.88,814.05,46.53,73.76,74.52,74.75,0.61,1.12
264,750.00,12.88,488.00,12.88,813.98,46.36,73.72,74.52,74.75,0.61,1.11
267,740.00,12.88,484.00,12.88,814.00,46.32,73.74,74.52,74.75,0.61,1.02
270,802.00,12.88,554.00,12.88,814.02,46.36,73.71,74.64,74.75,0.60,0.99
273,744.00,12.88,492.00,12.88,813.95,46.60,73.69,74.52,74.75,0.60,0.99
276,744.00,12.88,484.00,12.88,814.02,46.50,73.65,74.52,74.75,0.60,1.02
279,740.00,12.88,484.00,12.88,814.00,46.25,73.65,74.64,74.75,0.60,1.01
282,802.00,12.88,548.00,12.88,814.00,45.80,73.63,74.52,74.75,0.59,0.89
285,812.00,12.88,554.00,12.88,813.94,45.39,73.62,74.52,74.75,0.59,0.79
288,800.00,12.88,548.00,12.87,814.01,45.49,73.62,74.52,74.75,0.59,0.71
291,738.00,12.88,488.00,12.88,814.01,45.42,73.63,74.52,74.75,0.59,0.61
294,802.00,12.88,550.00,12.87,813.98,45.86,73.63,74.52,74.75,0.58,0.59
297,800.00,12.88,548.00,12.88,813.96,45.97,73.62,74.52,74.75,0.58,0.69
300,748.00,12.88,492.00,12.88,814.03,46.12,73.62,74.52,74.75,0.58,1.09
303,806.00,12.88,554.00,12.88,814.01,46.15,73.60,74.64,74.75,0.57,1.29
306,800.00,12.88,554.00,12.87,814.00,45.69,73.60,74.52,74.75,0.57,1.20
309,810.00,12.88,548.00,12.87,814.02,45.73,73.60,74.52,74.64,0.57,0.99
312,754.00,12.88,492.00,12.88,813.96,45.90,73.60,74.52,74.75,0.57,0.92
315,734.00,12.88,488.00,12.88,814.01,46.09,73.60,74.52,74.75,0.56,0.82
318,748.00,12.88,492.00,12.88,814.03,46.40,73.56,74.52,74.75,0.56,0.73
321,740.00,12.88,476.00,12.88,813.99,46.44,73.56,74.52,74.75,0.55,0.59
324,740.00,12.88,492.00,12.87,814.01,46.22,73.56,74.52,74.75,0.55,0.54
327,816.00,12.88,558.00,12.88,813.95,46.40,73.54,74.52,74.75,0.55,0.49
330,734.00,12.88,484.00,12.88,813.97,46.17,73.53,74.52,74.75,0.55,0.54
333,734.00,12.88,484.00,12.87,813.99,45.56,73.53,74.52,74.75,0.54,0.69
336,744.00,12.88,482.00,12.88,814.03,45.84,73.54,74.64,74.64,0.54,0.90
339,810.00,12.88,554.00,12.87,813.97,45.94,73.51,74.52,74.64,0.54,0.90
342,744.00,12.88,482.00,12.88,814.06,45.47,73.53,74.52,74.64,0.54,0.93
345,802.00,12.88,550.00,12.88,813.95,45.20,73.54,74.52,74.64,0.53,1.09
348,738.00,12.88,482.00,12.88,814.02,45.58,73.56,74.41,74.64,0.53,1.22
351,740.00,12.88,482.00,12.87,814.02,45.64,73.56,74.52,74.64,0.53,1.22
354,740.00,12.88,484.00,12.88,814.05,45.64,73.58,74.52,74.64,0.52,1.01
357,796.00,12.88,550.00,12.87,813.98,45.62,73.58,74.52,74.64,0.52,0.90
360,740.00,12.88,492.00,12.88,814.03,45.72,73.60,74.52,74.75,0.52,0.92
363,806.00,12.88,544.00,12.87,814.01,45.74,73.60,74.52,74.64,0.52,1.09
366,730.00,12.88,488.00,12.87,813.99,45.73,73.58,74.52,74.75,0.51,1.15
369,738.00,12.88,478.00,12.88,813.97,46.02,73.58,74.41,74.75,0.51,1.20
372,802.00,12.88,554.00,12.88,813.99,46.44,73.60,74.41,74.64,0.51,1.19
375,802.00,12.88,548.00,12.88,814.02,46.24,73.60,74.52,74.75,0.50,1.19
378,748.00,12.88,484.00,12.88,813.99,45.65,73.62,74.52,74.64,0.50,1.22
381,750.00,12.88,494.00,12.88,814.04,46.03,73.62,74.52,74.75,0.50,1.30
384,800.00,12.88,540.00,12.88,813.98,45.93,73.63,74.41,74.64,0.49,1.20
387,750.00,12.88,488.00,12.88,813.99,46.09,73.63,74.52,74.75,0.49,1.12
390,812.00,12.88,554.00,12.87,814.04,46.11,73.63,74.52,74.64,0.49,0.99
393,738.00,12.88,484.00,12.88,813.98,46.49,73.63,74.41,74.75,0.49,0.92
396,810.00,12.88,548.00,12.87,813.98,46.16,73.62,74.52,74.64,0.48,0.89
399,806.00,12.88,558.00,12.87,813.98,46.21,73.63,74.52,74.64,0.47,0.79
402,740.00,12.88,482.00,12.88,814.05,46.03,73.62,74.41,74.64,0.47,1.28
405,806.00,12.88,548.00,12.88,813.98,46.05,73.62,74.41,74.64,0.47,1.32
408,802.00,12.88,550.00,12.87,813.96,46.09,73.62,74.41,74.64,0.47,0.99
411,734.00,12.88,484.00,12.87,813.98,46.34,73.65,74.41,74.64,0.46,0.97
414,744.00,12.88,484.00,12.87,814.03,46.11,73.62,74.41,74.64,0.46,0.99
417,734.00,12.88,482.00,12.87,813.98,45.83,73.62,74.41,74.64,0.46,0.84
420,744.00,12.88,484.00,12.88,813.96,45.96,73.62,74.41,74.64,0.46,0.69
423,750.00,12.88,478.00,12.87,814.03,46.33,73.63,74.41,74.64,0.45,0.82
426,740.00,12.88,484.00,12.88,814.01,45.93,73.62,74.41,74.75,0.45,0.90
429,738.00,12.88,482.00,12.88,813.97,46.01,73.60,74.52,74.64,0.44,1.41
432,744.00,12.88,484.00,12.88,813.98,45.96,73.62,74.52,74.64,0.44,1.62
435,796.00,12.88,550.00,12.88,814.00,46.31,73.62,74.41,74.64,0.44,1.73
438,738.00,12.88,484.00,12.88,813.99,46.60,73.60,74.52,74.64,0.44,1.85
441,750.00,12.88,494.00,12.87,814.01,46.68,73.60,74.41,74.64,0.44,1.98
444,796.00,12.88,548.00,12.87,813.99,46.82,73.60,74.52,74.64,0.43,1.93
447,740.00,12.88,488.00,12.88,813.95,46.91,73.56,74.41,74.64,0.43,2.09
450,806.00,12.88,544.00,12.88,813.95,47.05,73.54,74.41,74.75,0.43,2.27
453,738.00,12.88,494.00,12.87,813.90,47.20,73.53,74.52,74.64,0.42,2.03
456,750.00,12.88,482.00,12.88,814.00,47.24,73.51,74.41,74.64,0.42,1.98
459,806.00,12.88,554.00,12.88,814.01,47.41,73.49,74.52,74.64,0.42,2.03
462,734.00,12.88,484.00,12.88,814.00,47.48,73.44,74.41,74.64,0.41,1.92
465,740.00,12.88,488.00,12.88,814.04,47.27,73.44,74.52,74.64,0.41,1.72
468,734.00,12.88,482.00,12.88,813.98,47.57,73.42,74.52,74.64,0.41,1.60
471,802.00,12.88,550.00,12.87,813.98,47.57,73.38,74.41,74.75,0.41,1.59
474,750.00,12.88,488.00,12.88,813.94,47.44,73.38,74.41,74.64,0.40,1.80
477,806.00,12.88,554.00,12.88,814.00,47.46,73.38,74.41,74.64,0.40,1.75
480,800.00,12.88,554.00,12.87,814.00,47.50,73.35,74.41,74.64,0.40,2.41
483,806.00,12.88,548.00,12.87,814.06,47.54,73.35,74.30,74.64,0.40,1.83
486,740.00,12.88,492.00,12.87,814.05,47.71,73.35,74.41,74.64,0.39,1.68
489,800.00,12.88,544.00,12.88,814.03,47.46,73.33,74.41,74.64,0.39,1.83
492,740.00,12.88,488.00,12.87,813.99,47.65,73.31,74.41,74.75,0.38,1.50
495,730.00,12.88,488.00,12.87,814.03,47.51,73.29,74.41,74.75,0.38,1.32
498,810.00,12.88,548.00,12.88,813.99,47.37,73.31,74.41,74.64,0.38,1.44
501,744.00,12.88,484.00,12.87,813.95,47.48,73.29,74.41,74.64,0.37,1.61
504,796.00,12.88,548.00,12.88,814.00,47.64,73.29,74.41,74.64,0.37,1.82
507,822.00,12.88,560.00,12.88,814.03,47.84,73.27,74.41,74.64,0.37,1.60
510,802.00,12.88,558.00,12.87,813.97,47.89,73.27,74.41,74.64,0.36,1.52
513,730.00,12.88,488.00,12.88,813.98,47.74,73.27,74.41,74.75,0.36,1.70
516,748.00,12.88,478.00,12.87,813.92,47.80,73.24,74.41,74.64,0.36,1.73
519,738.00,12.88,492.00,12.88,814.00,47.94,73.22,74.41,74.64,0.36,2.00
522,802.00,12.88,548.00,12.87,814.04,47.76,73.22,74.41,74.64,0.35,1.93
525,750.00,12.88,492.00,12.88,814.04,47.72,73.20,74.41,74.64,0.35,1.49
528,806.00,12.88,550.00,12.87,813.98,47.90,73.20,74.30,74.52,0.35,1.60
531,748.00,12.88,484.00,12.88,814.02,47.76,73.22,74.30,74.52,0.35,2.00
534,812.00,12.88,550.00,12.87,814.03,47.68,73.18,74.41,74.64,0.34,1.83
537,796.00,12.88,550.00,12.88,814.00,47.54,73.18,74.30,74.64,0.34,2.26
540,744.00,12.88,492.00,12.88,814.00,47.58,73.18,74.41,74.64,0.33,2.11
543,802.00,12.88,554.00,12.88,813.98,47.54,73.18,74.30,74.52,0.33,2.29
546,744.00,12.88,484.00,12.88,814.02,47.67,73.18,74.41,74.64,0.33,2.10
549,754.00,12.88,540.00,12.88,814.05,47.71,73.20,74.41,74.52,0.32,2.33
552,740.00,12.88,498.00,12.88,813.96,47.76,73.18,74.41,74.52,0.32,1.91
555,796.00,12.88,548.00,12.87,814.05,47.59,73.18,74.30,74.52,0.32,1.62
558,810.00,12.88,564.00,12.87,814.03,47.57,73.18,74.41,74.52,0.32,1.82
561,738.00,12.88,484.00,12.88,814.00,47.84,73.20,74.41,74.52,0.31,2.01
564,740.00,12.88,494.00,12.87,814.08,47.99,73.18,74.41,74.52,0.30,1.70
567,802.00,12.88,554.00,12.88,814.00,47.67,73.18,74.30,74.64,0.30,1.64
570,734.00,12.88,484.00,12.88,814.08,47.27,73.20,74.41,74.64,0.30,1.54
573,806.00,12.88,554.00,12.87,814.01,47.39,73.20,74.41,74.64,0.29,1.32
576,812.00,12.88,540.00,12.88,814.00,47.42,73.18,74.41,74.64,0.29,1.09
579,800.00,12.88,550.00,12.87,814.00,47.71,73.20,74.30,74.52,0.29,1.10
582,740.00,12.88,478.00,12.88,814.00,47.63,73.18,74.30,74.52,0.28,1.28
585,812.00,12.88,554.00,12.88,814.08,47.66,73.18,74.30,74.52,0.28,1.70
588,796.00,12.88,550.00,12.87,813.97,47.57,73.20,74.41,74.52,0.28,1.39
591,750.00,12.88,492.00,12.88,814.01,47.78,73.20,74.30,74.52,0.27,1.49
594,806.00,12.88,548.00,12.88,813.96,47.57,73.18,74.30,74.52,0.27,1.74
597,800.00,12.88,560.00,12.88,814.02,47.20,73.20,74.41,74.52,0.27,1.70
600,806.00,12.88,548.00,12.88,814.09,47.27,73.18,74.30,74.52,0.26,1.59
603,800.00,12.88,560.00,12.87,814.02,47.33,73.20,74.30,74.64,0.26,1.52
606,748.00,12.88,482.00,12.88,813.94,46.95,73.20,74.41,74.52,0.25,1.60
609,750.00,12.88,484.00,12.87,814.02,47.13,73.22,74.30,74.52,0.25,2.00
612,740.00,12.88,488.00,12.88,814.00,46.96,73.24,74.41,74.52,0.25,1.61
615,748.00,12.88,484.00,12.87,814.01,47.07,73.27,74.41,74.52,0.24,1.39
618,810.00,12.88,554.00,12.88,814.01,46.92,73.27,74.41,74.52,0.24,1.32
621,790.00,12.88,548.00,12.87,814.02,46.95,73.27,74.41,74.52,0.24,1.39
624,810.00,12.88,550.00,12.87,814.02,46.94,73.31,74.41,74.52,0.23,1.39
627,810.00,12.88,550.00,12.88,814.05,47.05,73.31,74.41,74.52,0.23,1.52
630,810.00,12.88,550.00,12.87,814.03,47.00,73.33,74.41,74.52,0.22,1.50
633,812.00,12.88,548.00,12.88,814.03,46.98,73.35,74.41,74.52,0.22,1.52
636,792.00,12.88,554.00,12.88,814.00,46.94,73.35,74.41,74.52,0.22,1.30
639,740.00,12.88,482.00,12.88,814.03,47.04,73.33,74.41,74.52,0.21,1.49
642,744.00,12.88,498.00,12.87,814.00,47.11,73.35,74.30,74.52,0.21,1.40
645,744.00,12.88,482.00,12.88,814.01,47.15,73.33,74.41,74.52,0.21,1.34
648,812.00,12.88,554.00,12.87,813.97,47.29,73.36,74.41,74.52,0.20,1.20
651,800.00,12.88,550.00,12.88,814.07,47.11,73.36,74.41,74.52,0.20,0.99
654,738.00,12.88,488.00,12.88,814.05,46.93,73.36,74.41,74.52,0.20,0.98
657,802.00,12.88,548.00,12.88,814.00,47.30,73.35,74.30,74.52,0.19,0.99
660,802.00,12.88,550.00,12.87,814.06,47.41,73.36,74.30,74.52,0.19,1.22
663,802.00,12.88,554.00,12.87,814.03,47.46,73.35,74.30,74.52,0.19,1.39
666,744.00,12.88,482.00,12.88,814.01,47.43,73.36,74.41,74.52,0.18,2.00
669,738.00,12.88,484.00,12.87,814.08,47.51,73.36,74.30,74.52,0.17,2.11
672,744.00,12.88,482.00,12.88,814.01,47.46,73.35,74.41,74.52,0.17,1.60
675,738.00,12.88,492.00,12.88,814.01,47.62,73.35,74.30,74.52,0.17,1.49
678,800.00,12.88,550.00,12.87,814.10,47.25,73.35,74.41,74.52,0.17,1.59
681,812.00,12.88,558.00,12.87,814.08,47.68,73.35,74.30,74.52,0.16,1.92
684,810.00,12.88,540.00,12.87,814.07,47.65,73.33,74.30,74.52,0.16,1.64
687,750.00,12.88,488.00,12.88,814.03,47.64,73.31,74.30,74.52,0.16,1.54
690,744.00,12.88,482.00,12.88,814.03,47.61,73.31,74.30,74.52,0.16,1.41
693,734.00,12.88,492.00,12.87,814.12,47.85,73.31,74.30,74.52,0.15,1.69
696,810.00,12.88,544.00,12.88,814.06,47.64,73.29,74.30,74.52,0.15,2.03
699,740.00,12.88,492.00,12.87,813.99,47.64,73.31,74.30,74.52,0.14,2.02
702,738.00,12.88,488.00,12.88,814.09,47.39,73.29,74.30,74.41,0.14,1.46
705,810.00,12.88,564.00,12.87,814.01,47.77,73.31,74.30,74.52,0.14,1.51
708,796.00,12.88,550.00,12.88,814.06,47.68,73.31,74.30,74.41,0.14,1.43
711,738.00,12.88,488.00,12.88,814.06,47.66,73.29,74.41,74.41,0.13,1.54
714,740.00,12.88,488.00,12.88,814.04,47.79,73.29,74.30,74.41,0.13,1.60
717,738.00,12.88,484.00,12.88,814.06,47.77,73.29,74.30,74.52,0.13,1.74
720,748.00,12.88,484.00,12.88,814.04,47.57,73.27,74.30,74.52,0.13,1.59
723,802.00,12.88,550.00,12.88,814.08,47.61,73.27,74.30,74.41,0.13,1.49
726,740.00,12.88,482.00,12.87,814.09,47.79,73.29,74.30,74.41,0.12,1.39
729,750.00,12.88,482.00,12.88,814.10,47.48,73.29,74.30,74.41,0.12,1.41
732,730.00,12.88,494.00,12.88,814.04,47.51,73.27,74.30,74.52,0.12,1.49
735,740.00,12.88,484.00,12.88,814.07,47.72,73.27,74.30,74.52,0.11,1.59
738,812.00,12.88,560.00,12.88,814.04,47.58,73.26,74.30,74.41,0.11,1.49
741,748.00,12.88,484.00,12.87,814.07,47.65,73.27,74.30,74.41,0.11,1.72
744,770.00,12.88,554.00,12.87,814.01,47.78,73.24,74.30,74.41,0.11,1.50
747,754.00,12.88,482.00,12.88,814.05,47.90,73.24,74.30,74.52,0.11,1.80
750,738.00,12.88,494.00,12.88,814.03,47.45,73.24,74.30,74.52,0.10,1.81
753,744.00,12.88,482.00,12.88,814.06,47.44,73.24,74.30,74.52,0.10,1.73
756,800.00,12.88,558.00,12.87,814.01,47.52,73.24,74.30,74.41,0.10,1.72
759,806.00,12.88,554.00,12.87,814.06,47.40,73.26,74.30,74.52,0.10,1.52
762,806.00,12.88,558.00,12.88,814.02,47.50,73.26,74.30,74.52,0.10,1.30
765,748.00,12.88,484.00,12.88,814.04,47.55,73.26,74.30,74.52,0.09,1.59
768,810.00,12.88,558.00,12.87,814.04,47.44,73.24,74.30,74.52,0.09,2.03
771,800.00,12.88,548.00,12.87,814.05,47.34,73.24,74.19,74.41,0.09,1.72
774,800.00,12.88,554.00,12.88,814.04,47.65,73.24,74.30,74.41,0.09,1.83
777,810.00,12.88,544.00,12.87,814.00,47.67,73.24,74.30,74.41,0.09,1.83
780,744.00,12.88,488.00,12.87,814.08,47.72,73.22,74.30,74.52,0.09,1.60
783,816.00,12.88,550.00,12.87,814.00,47.65,73.26,74.30,74.41,0.08,1.50
786,740.00,12.88,484.00,12.88,814.06,47.80,73.26,74.30,74.52,0.08,1.63
789,740.00,12.88,488.00,12.88,814.09,47.76,73.22,74.19,74.41,0.08,1.49
792,810.00,12.88,548.00,12.88,813.99,48.02,73.22,74.19,74.52,0.08,1.40
795,806.00,12.88,550.00,12.87,814.04,47.83,73.20,74.19,74.41,0.08,1.59
798,802.00,12.88,554.00,12.87,814.04,47.87,73.20,74.30,74.41,0.08,1.62
801,740.00,12.88,484.00,12.88,814.06,47.96,73.22,74.30,74.52,0.08,1.52
804,738.00,12.88,482.00,12.88,814.11,47.72,73.20,74.19,74.52,0.08,1.70
807,750.00,12.88,484.00,12.87,814.09,47.76,73.20,74.30,74.52,0.08,1.71
810,738.00,12.88,482.00,12.88,814.05,47.45,73.20,74.30,74.52,0.07,1.80
813,738.00,12.88,484.00,12.88,814.07,47.65,73.18,74.30,74.41,0.07,1.65
816,810.00,12.88,548.00,12.87,814.10,47.90,73.17,74.19,74.41,0.07,1.41
819,802.00,12.88,558.00,12.88,814.07,47.93,73.17,74.19,74.41,0.07,1.42
822,810.00,12.88,554.00,12.87,814.09,47.92,73.17,74.19,74.41,0.07,1.51
825,740.00,12.88,492.00,12.87,814.11,47.89,73.17,74.19,74.41,0.07,1.44
828,810.00,12.88,544.00,12.87,814.14,47.77,73.15,74.30,74.41,0.07,1.32
831,810.00,12.88,560.00,12.88,814.13,47.72,73.15,74.30,74.41,0.07,1.63
834,800.00,12.88,540.00,12.88,814.09,47.59,73.13,74.30,74.41,0.06,1.70
837,740.00,12.88,488.00,12.87,814.04,47.10,73.13,74.30,74.41,0.06,1.80
840,800.00,12.88,548.00,12.87,814.13,47.25,73.13,74.30,74.41,0.06,1.97
843,738.00,12.88,488.00,12.88,814.13,47.02,73.11,74.19,74.41,0.06,1.91
846,748.00,12.88,482.00,12.88,814.07,46.87,73.11,74.19,74.41,0.06,1.72
849,734.00,12.88,492.00,12.88,814.12,46.97,73.11,74.30,74.41,0.06,1.90
852,734.00,12.88,478.00,12.88,814.08,47.33,73.09,74.30,74.41,0.06,1.80
855,806.00,12.88,558.00,12.88,814.12,47.49,73.11,74.19,74.41,0.06,1.83
858,730.00,12.88,482.00,12.87,814.16,47.40,73.09,74.19,74.41,0.06,1.85
861,802.00,12.88,550.00,12.87,814.09,47.49,73.11,74.30,74.41,0.05,1.62
864,802.00,12.88,548.00,12.87,814.04,47.69,73.11,74.19,74.41,0.05,1.41
867,802.00,12.88,558.00,12.87,814.12,47.39,73.11,74.19,74.41,0.05,1.62
870,748.00,12.88,478.00,12.87,814.08,47.55,73.09,74.19,74.41,0.05,1.52
873,730.00,12.88,498.00,12.87,814.15,47.41,73.08,74.19,74.41,0.05,1.50
876,748.00,12.88,482.00,12.87,814.10,46.56,73.11,74.19,74.41,0.05,1.50
879,738.00,12.88,492.00,12.88,814.14,46.38,73.13,74.19,74.41,0.05,1.39
882,748.00,12.88,484.00,12.88,814.12,46.57,73.13,74.19,74.41,0.05,1.32
885,748.00,12.88,488.00,12.88,814.07,47.19,73.15,74.19,74.41,0.05,1.21
888,806.00,12.88,554.00,12.88,814.13,47.28,73.13,74.19,74.41,0.05,1.19
891,748.00,12.88,488.00,12.88,814.15,46.94,73.15,74.19,74.41,0.05,1.32
894,738.00,12.88,476.00,12.88,814.07,46.75,73.15,74.19,74.41,0.05,1.19
897,802.00,12.88,558.00,12.87,814.16,46.76,73.17,74.19,74.41,0.05,1.29
