# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], BME280 P(hPa), BME280 RH(%), BME280 Temp(F), DS18 Temp(F)[MCU], DS18 Temp(F)[Batt], Light (%), Wind Speed
8163,796.00,12.84,558.00,12.84,816.39,66.12,67.96,69.57,69.91,0.00,0.49
8166,734.00,12.85,492.00,12.84,816.40,66.17,67.98,69.57,69.91,0.00,0.50
8169,790.00,12.85,554.00,12.84,816.38,66.09,67.96,69.46,69.91,0.00,0.61
8172,750.00,12.85,484.00,12.84,816.36,66.29,67.96,69.57,69.91,0.00,0.62
8175,792.00,12.84,544.00,12.84,816.33,66.08,67.96,69.57,69.91,0.00,0.59
8178,730.00,12.85,478.00,12.84,816.35,66.06,67.96,69.57,70.02,0.00,0.62
8181,740.00,12.84,478.00,12.84,816.42,66.30,67.95,69.57,69.91,0.00,0.69
8184,806.00,12.84,550.00,12.84,816.35,66.22,67.96,69.57,69.91,0.00,0.69
8187,800.00,12.85,548.00,12.84,816.45,66.27,67.95,69.46,69.91,0.00,0.69
8190,800.00,12.85,548.00,12.84,816.34,66.16,67.95,69.57,69.91,0.00,0.69
8193,802.00,12.84,550.00,12.84,816.37,66.27,67.95,69.46,69.91,0.00,0.72
8196,738.00,12.85,482.00,12.84,816.34,66.09,67.93,69.46,69.91,0.00,0.64
8199,796.00,12.84,544.00,12.84,816.32,66.08,67.93,69.46,69.91,0.00,0.59
8202,740.00,12.85,492.00,12.84,816.33,66.17,67.93,69.57,69.91,0.00,0.59
8205,734.00,12.85,482.00,12.84,816.32,66.09,67.93,69.46,70.02,0.00,0.52
8208,790.00,12.85,554.00,12.84,816.40,66.22,67.93,69.57,69.91,0.00,0.49
8211,738.00,12.85,488.00,12.84,816.35,66.26,67.93,69.57,69.91,0.00,0.50
8214,792.00,12.84,558.00,12.84,816.34,66.52,67.93,69.46,69.91,0.00,0.52
8217,806.00,12.84,550.00,12.84,816.37,66.35,67.93,69.57,69.91,0.00,0.50
8220,734.00,12.84,482.00,12.84,816.40,66.06,67.93,69.46,69.91,0.00,0.50
8223,796.00,12.84,544.00,12.84,816.34,66.40,67.89,69.57,69.91,0.00,0.52
8226,806.00,12.85,548.00,12.84,816.33,66.45,67.91,69.46,69.91,0.00,0.52
8229,796.00,12.84,544.00,12.84,816.36,66.27,67.91,69.57,69.91,0.00,0.42
8232,810.00,12.84,548.00,12.84,816.40,66.26,67.91,69.57,69.91,0.00,0.39
8235,802.00,12.84,550.00,12.84,816.36,66.19,67.89,69.46,69.91,0.00,0.39
8238,802.00,12.84,548.00,12.84,816.36,66.30,67.89,69.46,69.91,0.00,0.39
8241,740.00,12.84,488.00,12.84,816.36,66.62,67.89,69.46,69.91,0.00,0.39
8244,738.00,12.84,482.00,12.84,816.44,66.57,67.91,69.57,69.91,0.00,0.39
8247,744.00,12.84,484.00,12.84,816.36,66.44,67.91,69.57,69.91,0.00,0.52
8250,796.00,12.84,548.00,12.84,816.36,66.53,67.89,69.46,70.02,0.00,0.52
8253,730.00,12.85,482.00,12.84,816.31,66.44,67.89,69.46,69.91,0.00,0.50
8256,802.00,12.84,550.00,12.84,816.33,66.43,67.89,69.46,69.91,0.00,0.62
8259,730.00,12.85,484.00,12.84,816.32,66.38,67.89,69.46,69.91,0.00,0.59
8262,800.00,12.85,554.00,12.84,816.33,66.41,67.89,69.46,69.91,0.00,0.62
8265,730.00,12.85,484.00,12.84,816.35,66.41,67.89,69.46,69.91,0.00,0.59
8268,792.00,12.84,540.00,12.84,816.34,66.40,67.89,69.46,69.91,0.00,0.61
8271,734.00,12.84,492.00,12.84,816.35,66.31,67.89,69.46,69.91,0.00,0.59
8274,730.00,12.85,484.00,12.84,816.29,66.43,67.87,69.57,69.91,0.00,0.61
8277,800.00,12.85,544.00,12.84,816.37,66.57,67.87,69.46,69.80,0.00,0.50
8280,734.00,12.84,484.00,12.84,816.31,66.47,67.87,69.46,69.91,0.00,0.50
8283,744.00,12.85,482.00,12.84,816.30,66.35,67.86,69.57,69.91,0.00,0.52
8286,802.00,12.84,548.00,12.84,816.27,66.27,67.84,69.46,69.91,0.00,0.50
8289,738.00,12.84,484.00,12.84,816.34,66.38,67.86,69.57,69.80,0.00,0.50
8292,740.00,12.85,488.00,12.84,816.34,66.35,67.84,69.46,69.91,0.00,0.50
8295,740.00,12.84,488.00,12.84,816.34,66.45,67.84,69.46,69.91,0.00,0.52
8298,810.00,12.85,550.00,12.84,816.36,66.61,67.86,69.57,69.91,0.00,0.52
8301,800.00,12.85,544.00,12.84,816.32,66.47,67.80,69.46,69.91,0.00,0.50
8304,744.00,12.84,482.00,12.84,816.34,66.55,67.82,69.46,69.91,0.00,0.52
8307,802.00,12.84,548.00,12.84,816.36,66.40,67.82,69.57,69.91,0.00,0.59
8310,734.00,12.85,476.00,12.84,816.32,66.41,67.80,69.46,69.91,0.00,0.59
8313,806.00,12.84,544.00,12.84,816.34,66.35,67.82,69.46,69.91,0.00,0.59
8316,730.00,12.84,484.00,12.84,816.34,66.24,67.80,69.46,69.91,0.00,0.59
8319,810.00,12.84,550.00,12.84,816.33,66.39,67.78,69.46,69.91,0.00,0.62
8322,730.00,12.85,482.00,12.84,816.29,66.52,67.80,69.46,69.91,0.00,0.59
8325,796.00,12.84,550.00,12.83,816.34,66.78,67.80,69.46,69.91,0.00,0.61
8328,738.00,12.85,492.00,12.84,816.34,66.83,67.78,69.46,69.91,0.00,0.59
8331,802.00,12.84,554.00,12.84,816.31,66.82,67.80,69.46,69.91,0.00,0.59
8334,802.00,12.84,550.00,12.84,816.28,66.66,67.80,69.46,69.80,0.00,0.72
8337,734.00,12.84,488.00,12.84,816.31,66.67,67.80,69.46,69.91,0.00,0.72
8340,738.00,12.84,484.00,12.84,816.35,66.82,67.80,69.46,69.91,0.00,0.69
8343,800.00,12.84,544.00,12.84,816.33,66.83,67.80,69.46,69.80,0.00,0.59
8346,738.00,12.84,478.00,12.84,816.36,66.87,67.78,69.46,69.91,0.00,0.61
8349,744.00,12.84,482.00,12.84,816.30,66.72,67.80,69.46,69.91,0.00,0.59
8352,810.00,12.84,544.00,12.84,816.24,66.87,67.80,69.46,69.91,0.00,0.59
8355,740.00,12.85,492.00,12.84,816.30,66.77,67.78,69.35,69.91,0.00,0.62
8358,738.00,12.85,484.00,12.84,816.33,66.79,67.78,69.46,69.91,0.00,0.59
8361,800.00,12.84,548.00,12.84,816.27,66.82,67.78,69.46,69.91,0.00,0.69
8364,744.00,12.85,492.00,12.84,816.32,66.93,67.78,69.46,69.91,0.00,0.72
8367,738.00,12.85,492.00,12.84,816.30,66.93,67.80,69.46,69.91,0.00,0.72
8370,738.00,12.84,488.00,12.84,816.33,66.92,67.78,69.46,69.91,0.00,0.72
8373,730.00,12.84,488.00,12.84,816.30,66.85,67.78,69.46,69.91,0.00,0.69
8376,790.00,12.84,544.00,12.84,816.29,67.05,67.78,69.46,69.91,0.00,0.69
8379,800.00,12.84,550.00,12.84,816.29,66.78,67.77,69.35,69.80,0.00,0.69
8382,740.00,12.84,482.00,12.84,816.36,66.79,67.78,69.46,69.91,0.00,0.62
8385,734.00,12.85,482.00,12.84,816.30,66.79,67.77,69.46,69.91,0.00,0.59
8388,800.00,12.84,548.00,12.84,816.23,66.86,67.78,69.46,69.91,0.00,0.59
8391,740.00,12.84,482.00,12.84,816.35,67.21,67.77,69.46,69.91,0.00,0.62
8394,730.00,12.84,484.00,12.84,816.28,67.00,67.77,69.46,69.91,0.00,0.59
8397,796.00,12.85,550.00,12.84,816.32,67.02,67.77,69.46,69.91,0.00,0.69
8400,744.00,12.84,488.00,12.84,816.32,67.03,67.77,69.46,69.80,0.00,0.72
8403,744.00,12.84,488.00,12.84,816.27,66.89,67.75,69.46,69.80,0.00,0.72
8406,816.00,12.84,550.00,12.84,816.28,66.98,67.75,69.46,69.91,0.00,0.59
8409,734.00,12.84,484.00,12.84,816.32,66.75,67.77,69.46,69.80,0.00,0.61
8412,806.00,12.84,550.00,12.84,816.27,66.90,67.75,69.46,69.91,0.00,0.59
8415,806.00,12.84,544.00,12.84,816.22,67.02,67.73,69.46,69.91,0.00,0.61
8418,738.00,12.84,478.00,12.84,816.30,66.82,67.73,69.46,69.80,0.00,0.61
8421,802.00,12.84,548.00,12.84,816.32,66.84,67.73,69.46,69.91,0.00,0.59
8424,802.00,12.84,544.00,12.84,816.27,66.90,67.73,69.35,69.91,0.00,0.62
8427,750.00,12.84,482.00,12.84,816.27,66.82,67.75,69.46,69.80,0.00,0.59
8430,740.00,12.84,476.00,12.84,816.29,66.86,67.73,69.35,69.91,0.00,0.52
8433,800.00,12.84,550.00,12.84,816.26,66.99,67.71,69.46,69.91,0.00,0.50
8436,734.00,12.84,488.00,12.84,816.34,66.97,67.73,69.46,69.91,0.00,0.50
8439,730.00,12.84,492.00,12.84,816.28,66.81,67.73,69.46,69.91,0.00,0.50
8442,730.00,12.84,492.00,12.84,816.31,67.06,67.73,69.46,69.91,0.00,0.39
8445,738.00,12.84,484.00,12.84,816.26,66.82,67.73,69.46,69.91,0.00,0.51
8448,800.00,12.84,554.00,12.83,816.26,67.00,67.71,69.46,69.80,0.00,0.52
8451,792.00,12.84,544.00,12.84,816.28,66.90,67.71,69.46,69.80,0.00,0.50
8454,800.00,12.84,538.00,12.84,816.36,66.92,67.71,69.35,69.80,0.00,0.39
8457,734.00,12.85,482.00,12.84,816.33,66.89,67.71,69.46,69.80,0.00,0.39
8460,728.00,12.84,482.00,12.84,816.28,66.85,67.71,69.46,69.80,0.00,0.52
8463,796.00,12.84,544.00,12.84,816.22,66.95,67.71,69.46,69.91,0.00,0.50
8466,730.00,12.84,482.00,12.84,816.30,66.67,67.73,69.46,69.80,0.00,0.59
8469,796.00,12.84,550.00,12.84,816.21,66.79,67.71,69.35,69.80,0.00,0.59
8472,730.00,12.84,488.00,12.84,816.28,66.96,67.71,69.46,69.80,0.00,0.69
8475,738.00,12.85,494.00,12.84,816.37,66.70,67.71,69.46,69.80,0.00,0.78
8478,738.00,12.84,484.00,12.84,816.28,66.79,67.71,69.46,69.80,0.00,0.82
8481,740.00,12.84,482.00,12.84,816.33,66.95,67.71,69.35,69.80,0.00,0.82
8484,802.00,12.84,548.00,12.84,816.35,66.78,67.69,69.46,69.91,0.00,0.79
8487,796.00,12.84,548.00,12.84,816.35,66.83,67.71,69.46,69.80,0.00,0.79
8490,750.00,12.84,484.00,12.84,816.30,66.62,67.69,69.35,69.80,0.00,0.63
8493,802.00,12.84,544.00,12.84,816.24,66.66,67.69,69.46,69.80,0.00,0.59
8496,744.00,12.84,478.00,12.84,816.30,66.82,67.69,69.35,69.80,0.00,0.62
8499,740.00,12.84,484.00,12.84,816.24,66.87,67.69,69.46,69.91,0.00,0.59
8502,802.00,12.84,560.00,12.84,816.33,67.01,67.69,69.46,69.80,0.00,0.69
8505,740.00,12.84,492.00,12.84,816.27,67.00,67.69,69.35,69.80,0.00,0.79
8508,740.00,12.85,488.00,12.84,816.33,66.79,67.71,69.35,69.80,0.00,0.82
8511,744.00,12.85,484.00,12.84,816.29,66.57,67.71,69.46,69.80,0.00,0.82
8514,740.00,12.84,492.00,12.84,816.22,66.68,67.69,69.35,69.80,0.00,0.75
8517,744.00,12.85,484.00,12.84,816.33,66.69,67.71,69.46,69.80,0.00,0.82
8520,800.00,12.85,544.00,12.84,816.28,66.90,67.71,69.46,69.80,0.00,0.90
8523,734.00,12.84,476.00,12.84,816.28,66.72,67.71,69.46,69.80,0.00,1.02
8526,738.00,12.84,482.00,12.84,816.30,66.91,67.71,69.46,69.80,0.00,1.02
8529,802.00,12.84,540.00,12.84,816.24,66.82,67.71,69.35,69.80,0.00,0.90
8532,738.00,12.84,478.00,12.84,816.30,66.69,67.71,69.35,69.80,0.00,0.90
8535,738.00,12.84,482.00,12.84,816.28,66.66,67.73,69.35,69.80,0.00,0.82
8538,800.00,12.84,554.00,12.84,816.31,66.73,67.73,69.35,69.80,0.00,0.99
8541,796.00,12.85,564.00,12.84,816.25,66.69,67.73,69.35,69.80,0.00,0.99
8544,796.00,12.84,554.00,12.84,816.28,66.96,67.71,69.46,69.80,0.00,1.10
8547,792.00,12.84,554.00,12.84,816.24,66.82,67.73,69.46,69.80,0.00,1.32
8550,730.00,12.84,484.00,12.84,816.29,66.82,67.71,69.46,69.80,0.00,1.15
8553,738.00,12.84,482.00,12.84,816.29,66.99,67.71,69.35,69.69,0.00,1.08
8556,792.00,12.84,544.00,12.84,816.35,66.90,67.73,69.46,69.80,0.00,0.99
8559,734.00,12.84,482.00,12.84,816.28,66.69,67.73,69.46,69.80,0.00,1.02
8562,792.00,12.84,548.00,12.84,816.30,66.94,67.75,69.46,69.80,0.00,0.90
8565,802.00,12.84,554.00,12.84,816.31,66.74,67.75,69.46,69.80,0.00,0.99
8568,744.00,12.84,488.00,12.83,816.19,66.84,67.75,69.46,69.69,0.00,1.02
8571,730.00,12.84,488.00,12.84,816.26,66.62,67.77,69.35,69.80,0.00,1.01
8574,810.00,12.84,554.00,12.84,816.28,66.82,67.77,69.35,69.69,0.00,0.99
8577,806.00,12.84,558.00,12.84,816.25,66.73,67.75,69.46,69.80,0.00,1.10
8580,740.00,12.84,484.00,12.84,816.30,66.80,67.75,69.46,69.80,0.00,1.02
8583,740.00,12.84,494.00,12.84,816.31,67.00,67.77,69.35,69.69,0.00,1.02
8586,810.00,12.84,558.00,12.84,816.26,66.98,67.77,69.46,69.80,0.00,0.99
8589,810.00,12.84,548.00,12.84,816.25,66.93,67.77,69.46,69.69,0.00,1.10
8592,740.00,12.84,484.00,12.84,816.34,66.92,67.77,69.46,69.69,0.00,1.22
8595,810.00,12.84,544.00,12.84,816.27,66.68,67.77,69.46,69.80,0.00,1.10
8598,806.00,12.84,548.00,12.84,816.23,66.77,67.77,69.46,69.80,0.00,0.99
8601,744.00,12.84,484.00,12.84,816.28,66.77,67.77,69.35,69.80,0.00,1.02
8604,802.00,12.84,554.00,12.84,816.27,66.79,67.77,69.35,69.80,0.00,0.90
8607,738.00,12.84,484.00,12.84,816.29,66.86,67.77,69.46,69.80,0.00,0.92
8610,800.00,12.84,550.00,12.84,816.27,66.76,67.78,69.46,69.69,0.00,0.90
8613,734.00,12.84,484.00,12.84,816.22,66.72,67.80,69.35,69.69,0.00,0.92
8616,800.00,12.84,548.00,12.84,816.25,66.75,67.80,69.46,69.69,0.00,1.12
8619,734.00,12.84,492.00,12.84,816.28,66.62,67.78,69.46,69.69,0.00,1.39
8622,730.00,12.84,482.00,12.84,816.28,66.61,67.78,69.46,69.69,0.00,1.50
8625,800.00,12.84,544.00,12.84,816.26,66.69,67.78,69.35,69.69,0.00,1.50
8628,730.00,12.84,476.00,12.84,816.29,66.72,67.80,69.35,69.69,0.00,1.31
8631,738.00,12.84,482.00,12.84,816.29,66.59,67.80,69.35,69.80,0.00,1.32
8634,738.00,12.84,476.00,12.84,816.25,66.63,67.80,69.46,69.69,0.00,1.21
8637,796.00,12.84,544.00,12.84,816.25,66.48,67.82,69.46,69.80,0.00,1.19
8640,802.00,12.84,544.00,12.84,816.24,66.49,67.82,69.35,69.69,0.00,1.10
8643,800.00,12.84,548.00,12.84,816.30,66.81,67.80,69.46,69.69,0.00,1.10
8646,792.00,12.84,554.00,12.84,816.21,66.65,67.82,69.46,69.80,0.00,1.10
8649,802.00,12.84,554.00,12.84,816.27,66.67,67.80,69.35,69.69,0.00,1.09
8652,730.00,12.84,484.00,12.84,816.27,66.67,67.80,69.35,69.80,0.00,1.28
8655,730.00,12.84,484.00,12.84,816.24,66.73,67.84,69.46,69.80,0.00,1.22
8658,734.00,12.84,482.00,12.84,816.25,66.64,67.82,69.46,69.80,0.00,1.12
8661,738.00,12.84,478.00,12.84,816.24,66.56,67.82,69.35,69.80,0.00,1.02
8664,802.00,12.84,550.00,12.84,816.30,66.57,67.84,69.35,69.69,0.00,0.90
8667,738.00,12.84,478.00,12.84,816.25,66.61,67.82,69.46,69.69,0.00,0.90
8670,738.00,12.85,488.00,12.84,816.25,66.82,67.84,69.46,69.69,0.00,0.92
8673,810.00,12.84,548.00,12.83,816.27,66.59,67.82,69.46,69.69,0.00,0.80
8676,806.00,12.84,550.00,12.84,816.18,66.48,67.82,69.35,69.80,0.00,0.90
8679,800.00,12.84,558.00,12.83,816.27,66.63,67.84,69.35,69.80,0.00,1.10
8682,744.00,12.84,492.00,12.84,816.29,66.57,67.84,69.35,69.69,0.00,1.09
8685,730.00,12.84,550.00,12.84,816.29,66.77,67.86,69.35,69.69,0.00,1.10
8688,744.00,12.84,492.00,12.84,816.25,66.70,67.86,69.35,69.69,0.00,1.12
8691,734.00,12.84,482.00,12.84,816.21,66.65,67.86,69.46,69.69,0.00,1.12
8694,800.00,12.84,554.00,12.84,816.23,66.58,67.84,69.35,69.69,0.00,1.20
8697,810.00,12.84,540.00,12.84,816.24,66.55,67.84,69.35,69.69,0.00,1.10
8700,744.00,12.85,484.00,12.84,816.27,66.49,67.86,69.46,69.69,0.00,1.02
8703,812.00,12.84,548.00,12.84,816.19,66.43,67.86,69.35,69.69,0.00,0.90
8706,740.00,12.84,488.00,12.84,816.28,66.57,67.86,69.24,69.69,0.00,0.80
8709,744.00,12.84,488.00,12.84,816.24,66.72,67.86,69.35,69.69,0.00,0.79
8712,810.00,12.84,548.00,12.84,816.29,66.92,67.87,69.46,69.69,0.00,0.69
8715,740.00,12.84,484.00,12.84,816.27,66.79,67.86,69.35,69.69,0.00,0.62
8718,802.00,12.84,548.00,12.84,816.20,66.80,67.86,69.35,69.69,0.00,0.59
8721,734.00,12.84,482.00,12.84,816.24,66.66,67.86,69.46,69.69,0.00,0.50
8724,748.00,12.84,484.00,12.84,816.16,66.61,67.86,69.35,69.69,0.00,0.52
8727,738.00,12.84,478.00,12.84,816.27,66.83,67.86,69.46,69.69,0.00,0.52
8730,810.00,12.84,550.00,12.84,816.18,66.96,67.84,69.35,69.69,0.00,0.52
8733,738.00,12.84,484.00,12.84,816.24,66.81,67.86,69.46,69.69,0.00,0.50
8736,738.00,12.84,494.00,12.83,816.18,66.88,67.86,69.46,69.69,0.00,0.52
8739,806.00,12.84,550.00,12.84,816.30,66.95,67.84,69.46,69.80,0.00,0.50
8742,744.00,12.84,484.00,12.84,816.30,66.91,67.82,69.35,69.69,0.00,0.50
8745,738.00,12.84,492.00,12.84,816.23,66.82,67.84,69.35,69.80,0.00,0.52
8748,816.00,12.84,538.00,12.83,816.17,66.79,67.84,69.35,69.69,0.00,0.52
8751,806.00,12.84,548.00,12.84,816.25,66.82,67.84,69.46,69.69,0.00,0.50
8754,738.00,12.84,478.00,12.84,816.19,66.92,67.84,69.35,69.69,0.00,0.50
8757,802.00,12.84,554.00,12.84,816.23,66.76,67.84,69.46,69.69,0.00,0.52
8760,802.00,12.84,548.00,12.84,816.27,66.97,67.82,69.35,69.69,0.00,0.50
8763,734.00,12.84,488.00,12.84,816.25,66.93,67.84,69.35,69.69,0.00,0.50
8766,738.00,12.84,492.00,12.84,816.25,66.78,67.82,69.46,69.69,0.00,0.51
8769,738.00,12.84,482.00,12.84,816.29,66.91,67.84,69.35,69.69,0.00,0.42
8772,740.00,12.84,488.00,12.84,816.30,67.04,67.82,69.35,69.69,0.00,0.42
8775,740.00,12.84,478.00,12.84,816.21,66.89,67.82,69.35,69.80,0.00,0.42
8778,734.00,12.84,488.00,12.84,816.18,66.94,67.80,69.35,69.80,0.00,0.42
8781,738.00,12.84,478.00,12.84,816.27,66.81,67.82,69.35,69.69,0.00,0.42
8784,796.00,12.84,544.00,12.84,816.19,67.17,67.82,69.35,69.69,0.00,0.42
8787,796.00,12.84,554.00,12.84,816.24,66.93,67.80,69.46,69.69,0.00,0.50
8790,730.00,12.84,484.00,12.84,816.26,66.96,67.82,69.46,69.69,0.00,0.62
8793,800.00,12.84,554.00,12.83,816.32,66.93,67.80,69.46,69.69,0.00,0.59
8796,734.00,12.84,482.00,12.84,816.24,66.95,67.80,69.46,69.69,0.00,0.56
8799,796.00,12.84,548.00,12.84,816.28,66.89,67.80,69.35,69.69,0.00,0.52
8802,802.00,12.84,548.00,12.84,816.22,66.79,67.78,69.35,69.69,0.00,0.50
8805,796.00,12.84,554.00,12.84,816.23,66.82,67.78,69.35,69.69,0.00,0.39
8808,792.00,12.84,540.00,12.84,816.20,66.74,67.80,69.46,69.69,0.00,0.42
8811,796.00,12.84,540.00,12.84,816.23,67.04,67.80,69.35,69.69,0.00,0.32
8814,748.00,12.84,484.00,12.84,816.28,66.78,67.78,69.46,69.69,0.00,0.31
8817,730.00,12.84,482.00,12.84,816.25,66.82,67.78,69.46,69.80,0.00,0.29
8820,734.00,12.84,492.00,12.84,816.21,66.77,67.77,69.46,69.69,0.00,0.42
8823,738.00,12.84,484.00,12.84,816.33,66.90,67.78,69.35,69.69,0.00,0.42
8826,734.00,12.84,484.00,12.84,816.24,67.00,67.78,69.35,69.69,0.00,0.42
8829,734.00,12.84,484.00,12.84,816.25,67.17,67.78,69.46,69.69,0.00,0.39
8832,728.00,12.84,488.00,12.84,816.21,67.08,67.78,69.46,69.80,0.00,0.29
8835,800.00,12.84,544.00,12.83,816.26,66.99,67.77,69.46,69.69,0.00,0.32
8838,790.00,12.84,538.00,12.84,816.24,66.97,67.78,69.35,69.69,0.00,0.32
8841,738.00,12.84,478.00,12.84,816.24,66.93,67.75,69.35,69.69,0.00,0.29
8844,792.00,12.84,544.00,12.83,816.26,66.92,67.77,69.46,69.80,0.00,0.32
8847,738.00,12.84,488.00,12.84,816.23,66.93,67.77,69.46,69.69,0.00,0.29
8850,792.00,12.84,550.00,12.84,816.26,67.19,67.75,69.35,69.69,0.00,0.21
8853,734.00,12.84,484.00,12.84,816.30,67.12,67.75,69.46,69.69,0.00,0.30
8856,730.00,12.84,492.00,12.84,816.32,67.29,67.77,69.46,69.69,0.00,0.29
8859,802.00,12.84,554.00,12.84,816.28,67.37,67.75,69.46,69.69,0.00,0.32
8862,796.00,12.84,548.00,12.84,816.27,67.43,67.75,69.46,69.69,0.00,0.32
8865,728.00,12.84,482.00,12.83,816.28,67.30,67.75,69.35,69.69,0.00,0.29
8868,730.00,12.84,482.00,12.84,816.21,67.38,67.73,69.35,69.69,0.00,0.29
8871,792.00,12.84,548.00,12.83,816.27,67.37,67.73,69.46,69.80,0.00,0.29
8874,792.00,12.84,548.00,12.84,816.27,67.46,67.73,69.35,69.69,0.00,0.32
8877,730.00,12.84,488.00,12.84,816.26,67.33,67.75,69.35,69.69,0.00,0.29
8880,738.00,12.84,488.00,12.84,816.19,67.33,67.73,69.46,69.80,0.00,0.29
8883,800.00,12.84,550.00,12.83,816.24,67.16,67.73,69.35,69.80,0.00,0.32
8886,730.00,12.84,488.00,12.84,816.20,67.22,67.73,69.35,69.80,0.00,0.32
8889,730.00,12.84,482.00,12.84,816.28,67.33,67.73,69.46,69.69,0.00,0.29
8892,800.00,12.84,544.00,12.84,816.23,67.31,67.69,69.35,69.69,0.00,0.29
8895,802.00,12.84,548.00,12.84,816.26,67.21,67.71,69.35,69.69,0.00,0.31
8898,756.00,12.84,488.00,12.84,816.25,67.49,67.73,69.35,69.57,0.00,0.32
8901,730.00,12.84,478.00,12.84,816.27,67.39,67.71,69.35,69.69,0.00,0.29
8904,738.00,12.84,484.00,12.84,816.26,67.54,67.71,69.35,69.69,0.00,0.39
8907,730.00,12.84,484.00,12.84,816.23,67.52,67.69,69.35,69.69,0.00,0.39
8910,738.00,12.84,484.00,12.84,816.24,67.39,67.73,69.35,69.69,0.00,0.39
8913,802.00,12.84,550.00,12.83,816.18,67.43,67.69,69.46,69.69,0.00,0.32
8916,730.00,12.84,478.00,12.84,816.26,67.44,67.69,69.35,69.69,0.00,0.32
8919,730.00,12.84,478.00,12.84,816.25,67.40,67.69,69.35,69.69,0.00,0.29
8922,802.00,12.84,550.00,12.84,816.28,67.25,67.69,69.35,69.57,0.00,0.21
8925,734.00,12.84,484.00,12.83,816.30,67.28,67.68,69.35,69.69,0.00,0.19
8928,792.00,12.84,548.00,12.84,816.31,67.30,67.68,69.35,69.69,0.00,0.19
8931,738.00,12.84,484.00,12.83,816.28,67.44,67.68,69.46,69.69,0.00,0.65
8934,728.00,12.84,484.00,12.83,816.28,67.29,67.68,69.46,69.69,0.00,0.72
8937,738.00,12.84,488.00,12.84,816.24,67.11,67.69,69.35,69.69,0.00,0.69
8940,738.00,12.84,482.00,12.84,816.26,67.27,67.68,69.46,69.69,0.00,0.69
8943,800.00,12.84,540.00,12.84,816.30,67.21,67.66,69.35,69.57,0.00,0.59
8946,730.00,12.84,476.00,12.84,816.26,67.31,67.66,69.46,69.57,0.00,0.59
8949,744.00,12.84,478.00,12.84,816.29,67.24,67.64,69.35,69.69,0.00,0.52
8952,792.00,12.84,540.00,12.84,816.29,67.15,67.66,69.35,69.57,0.00,0.50
8955,792.00,12.84,558.00,12.84,816.28,67.04,67.66,69.35,69.69,0.00,0.79
8958,730.00,12.84,484.00,12.84,816.26,67.15,67.64,69.35,69.69,0.00,0.92
8961,800.00,12.84,550.00,12.84,816.21,67.16,67.66,69.46,69.57,0.00,0.80
8964,800.00,12.84,548.00,12.84,816.24,67.10,67.64,69.35,69.57,0.00,0.79
8967,792.00,12.84,544.00,12.83,816.20,67.19,67.64,69.46,69.69,0.00,0.69
8970,800.00,12.84,548.00,12.83,816.26,66.94,67.66,69.46,69.69,0.00,0.69
8973,792.00,12.84,544.00,12.83,816.24,67.11,67.64,69.35,69.69,0.00,0.79
8976,738.00,12.84,482.00,12.84,816.24,67.00,67.66,69.35,69.57,0.00,0.92
8979,734.00,12.84,484.00,12.83,816.29,66.94,67.64,69.35,69.69,0.00,0.92
8982,796.00,12.84,558.00,12.83,816.23,67.22,67.66,69.46,69.57,0.00,0.90
8985,738.00,12.84,484.00,12.84,816.28,67.10,67.62,69.35,69.69,0.00,1.00
8988,802.00,12.84,554.00,12.83,816.24,67.02,67.66,69.35,69.69,0.00,0.99
8991,740.00,12.84,482.00,12.83,816.21,67.08,67.66,69.35,69.57,0.00,0.92
8994,802.00,12.84,550.00,12.83,816.26,67.09,67.64,69.35,69.69,0.00,0.90
8997,734.00,12.84,484.00,12.84,816.21,67.18,67.66,69.35,69.69,0.00,0.98
9000,802.00,12.84,558.00,12.84,816.24,67.37,67.64,69.35,69.57,0.00,0.90
9003,796.00,12.84,560.00,12.84,816.30,67.11,67.68,69.35,69.57,0.00,0.80
9006,750.00,12.84,488.00,12.84,816.29,67.12,67.66,69.35,69.57,0.00,0.80
9009,738.00,12.84,488.00,12.84,816.33,67.38,67.68,69.35,69.57,0.00,0.79
9012,744.00,12.84,482.00,12.84,816.32,67.40,67.68,69.35,69.57,0.00,0.92
9015,744.00,12.84,484.00,12.84,816.25,67.19,67.68,69.35,69.69,0.00,1.02
9018,802.00,12.84,548.00,12.83,816.22,67.01,67.68,69.35,69.57,0.00,0.99
9021,738.00,12.84,482.00,12.83,816.22,67.10,67.68,69.35,69.57,0.00,1.02
9024,738.00,12.84,488.00,12.84,816.21,67.04,67.68,69.35,69.57,0.00,1.02
9027,740.00,12.84,482.00,12.84,816.26,66.87,67.69,69.35,69.57,0.00,0.83
9030,802.00,12.84,554.00,12.83,816.25,67.06,67.68,69.35,69.57,0.00,0.90
9033,802.00,12.84,550.00,12.84,816.26,67.05,67.69,69.35,69.57,0.00,0.99
9036,738.00,12.84,484.00,12.83,816.22,66.90,67.69,69.35,69.57,0.00,0.95
9039,740.00,12.84,476.00,12.84,816.21,67.23,67.69,69.35,69.69,0.00,0.82
9042,810.00,12.84,544.00,12.84,816.26,67.18,67.71,69.35,69.57,0.00,0.90
9045,740.00,12.84,482.00,12.84,816.24,67.05,67.69,69.35,69.69,0.00,0.92
