# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], BME280 P(hPa), BME280 RH(%), BME280 Temp(F), DS18 Temp(F)[MCU], DS18 Temp(F)[Batt], Light (%), Wind Speed
876,806.00,12.67,540.00,12.67,810.31,36.59,73.76,72.95,73.06,0.07,2.20
879,800.00,12.67,554.00,12.67,810.25,36.63,73.74,73.06,73.06,0.07,3.29
882,730.00,12.67,492.00,12.67,810.20,36.12,73.72,72.95,73.18,0.07,2.92
885,792.00,12.67,550.00,12.67,810.26,36.11,73.71,73.06,73.06,0.07,2.20
888,728.00,12.67,494.00,12.67,810.27,36.34,73.67,73.06,73.06,0.06,2.55
891,734.00,12.67,482.00,12.67,810.26,36.42,73.65,73.06,73.06,0.06,2.01
894,740.00,12.67,494.00,12.67,810.26,36.49,73.62,72.95,73.06,0.06,3.14
897,738.00,12.68,492.00,12.67,810.25,36.37,73.63,72.95,73.06,0.06,3.61
900,738.00,12.67,488.00,12.67,810.27,35.93,73.63,73.06,73.06,0.06,3.83
903,802.00,12.67,548.00,12.67,810.22,35.98,73.65,73.06,73.06,0.06,4.20
906,796.00,12.67,548.00,12.67,810.28,36.04,73.67,73.06,73.18,0.06,2.84
909,792.00,12.67,544.00,12.67,810.32,35.94,73.65,72.95,73.18,0.06,2.99
912,802.00,12.67,550.00,12.66,810.30,35.66,73.71,73.06,73.06,0.06,2.51
915,802.00,12.67,544.00,12.67,810.28,36.42,73.71,73.06,73.18,0.06,2.67
918,796.00,12.67,544.00,12.66,810.27,35.87,73.74,73.06,73.18,0.06,3.13
921,738.00,12.67,476.00,12.67,810.30,35.31,73.78,73.06,73.06,0.06,2.51
924,724.00,12.67,476.00,12.67,810.33,36.15,73.80,73.06,73.06,0.05,2.01
927,792.00,12.67,544.00,12.67,810.31,35.64,73.81,72.95,73.06,0.05,1.81
930,806.00,12.67,548.00,12.67,810.31,35.95,73.80,73.06,73.06,0.05,2.87
933,748.00,12.67,484.00,12.66,810.27,36.26,73.80,73.06,73.06,0.05,2.92
936,744.00,12.67,488.00,12.67,810.28,36.12,73.78,72.95,73.06,0.05,3.71
939,800.00,12.67,554.00,12.67,810.29,35.92,73.76,73.06,73.06,0.05,3.54
942,802.00,12.67,560.00,12.66,810.26,35.86,73.80,72.95,73.06,0.05,2.43
945,730.00,12.67,484.00,12.67,810.29,36.04,73.76,73.06,73.06,0.05,2.12
948,800.00,12.67,558.00,12.67,810.27,36.49,73.76,72.95,73.06,0.05,3.96
951,740.00,12.67,492.00,12.67,810.26,36.47,73.74,73.06,73.06,0.05,4.95
954,744.00,12.67,498.00,12.67,810.34,36.23,73.74,73.06,73.06,0.05,4.88
957,802.00,12.67,554.00,12.66,810.28,35.01,73.81,72.95,73.06,0.05,4.46
960,734.00,12.67,482.00,12.67,810.23,34.70,73.92,72.95,73.06,0.05,4.40
963,730.00,12.67,488.00,12.67,810.24,34.74,74.01,72.95,73.06,0.04,4.03
966,796.00,12.67,548.00,12.66,810.32,34.83,74.07,73.06,73.06,0.05,3.88
969,802.00,12.67,548.00,12.66,810.26,34.77,74.12,72.95,73.06,0.04,3.58
972,806.00,12.67,544.00,12.67,810.18,34.78,74.17,72.95,73.06,0.04,3.97
975,738.00,12.67,488.00,12.66,810.18,34.81,74.21,72.95,73.06,0.04,3.70
978,744.00,12.67,478.00,12.67,810.21,34.95,74.25,72.95,73.06,0.04,3.62
981,796.00,12.67,544.00,12.66,810.20,34.78,74.25,72.95,73.06,0.04,3.03
984,796.00,12.67,544.00,12.67,810.17,34.62,74.28,72.95,73.06,0.04,3.21
987,730.00,12.67,488.00,12.67,810.16,34.75,74.30,73.06,73.06,0.04,3.03
990,738.00,12.67,482.00,12.67,810.25,34.75,74.34,73.06,72.95,0.04,3.62
993,802.00,12.67,550.00,12.67,810.28,34.58,74.37,73.06,73.06,0.04,3.66
996,792.00,12.67,554.00,12.66,810.17,34.53,74.39,72.95,73.06,0.04,2.55
999,800.00,12.67,548.00,12.66,810.22,34.56,74.41,73.06,73.06,0.04,3.42
1002,790.00,12.67,564.00,12.67,810.19,34.86,74.37,72.95,73.06,0.04,4.57
1005,796.00,12.67,560.00,12.66,810.21,34.96,74.37,73.06,73.06,0.03,4.28
1008,744.00,12.67,498.00,12.67,810.13,34.72,74.37,72.95,73.06,0.03,3.57
1011,740.00,12.67,492.00,12.67,810.16,34.83,74.35,72.95,73.06,0.03,3.51
1014,800.00,12.67,554.00,12.67,810.19,35.28,74.34,73.06,73.06,0.03,3.61
1017,740.00,12.67,488.00,12.67,810.23,35.25,74.30,72.95,73.06,0.03,4.21
1020,800.00,12.67,550.00,12.67,810.20,35.47,74.28,73.06,73.06,0.03,4.16
1023,786.00,12.67,548.00,12.66,810.23,35.19,74.25,73.06,73.06,0.03,4.03
1026,734.00,12.67,478.00,12.67,810.22,35.03,74.25,72.95,73.06,0.03,4.03
1029,744.00,12.67,478.00,12.67,810.31,34.86,74.23,73.06,73.06,0.03,3.14
1032,810.00,12.67,544.00,12.66,810.26,34.86,74.25,73.06,73.06,0.03,3.32
1035,738.00,12.67,544.00,12.66,810.15,34.70,74.26,72.95,73.06,0.03,3.94
1038,802.00,12.67,548.00,12.67,810.22,34.41,74.30,72.95,73.06,0.03,4.26
1041,728.00,12.67,492.00,12.67,810.23,34.64,74.32,72.95,72.95,0.03,4.36
1044,728.00,12.67,492.00,12.67,810.28,35.02,74.32,72.95,73.06,0.03,3.19
1047,810.00,12.67,548.00,12.67,810.26,35.03,74.30,73.06,72.95,0.03,2.41
1050,802.00,12.67,558.00,12.66,810.21,35.28,74.30,72.95,72.95,0.03,2.68
1053,738.00,12.67,488.00,12.67,810.30,35.14,74.28,72.95,73.06,0.03,3.60
1056,790.00,12.67,554.00,12.67,810.28,35.10,74.25,73.06,73.06,0.03,3.14
1059,734.00,12.67,484.00,12.67,810.24,35.00,74.23,73.06,73.06,0.03,3.10
1062,800.00,12.67,554.00,12.66,810.35,35.12,74.21,73.06,73.06,0.03,3.34
1065,738.00,12.67,478.00,12.67,810.33,35.10,74.19,72.95,73.06,0.03,2.81
1068,738.00,12.67,484.00,12.66,810.31,35.49,74.17,72.95,73.06,0.03,3.62
1071,800.00,12.67,544.00,12.66,810.29,35.39,74.14,72.95,73.06,0.02,3.75
1074,796.00,12.67,538.00,12.67,810.22,35.61,74.10,72.95,73.06,0.02,4.75
1077,738.00,12.67,478.00,12.66,810.29,35.93,74.07,72.95,73.06,0.02,5.04
1080,792.00,12.67,548.00,12.67,810.29,35.30,74.07,73.06,73.06,0.02,3.85
1083,806.00,12.67,554.00,12.67,810.33,35.40,74.05,72.95,73.06,0.02,3.43
1086,740.00,12.67,478.00,12.67,810.21,35.51,74.05,72.95,72.95,0.02,3.81
1089,734.00,12.67,492.00,12.67,810.25,35.56,74.03,73.06,72.95,0.02,3.92
1092,728.00,12.67,492.00,12.67,810.28,35.48,74.03,73.06,73.06,0.02,3.52
1095,790.00,12.67,558.00,12.66,810.31,35.50,73.99,72.95,72.95,0.02,3.03
1098,728.00,12.67,492.00,12.67,810.30,35.94,73.99,72.95,73.06,0.02,3.30
1101,800.00,12.67,550.00,12.66,810.29,35.95,73.98,73.06,73.06,0.02,4.07
1104,802.00,12.67,558.00,12.67,810.25,35.72,73.94,73.06,73.06,0.02,4.26
1107,744.00,12.67,484.00,12.67,810.30,35.82,73.92,72.95,72.95,0.02,5.55
1110,786.00,12.67,548.00,12.67,810.21,35.81,73.90,72.95,73.06,0.02,5.71
1113,790.00,12.67,548.00,12.66,810.28,35.84,73.87,72.95,72.95,0.02,5.02
1116,740.00,12.67,476.00,12.67,810.23,35.46,73.90,72.95,73.06,0.02,4.26
1119,806.00,12.67,550.00,12.66,810.29,35.69,73.90,72.95,72.95,0.02,4.18
1122,734.00,12.67,484.00,12.66,810.21,35.84,73.87,72.95,72.95,0.02,4.51
1125,734.00,12.67,482.00,12.67,810.20,35.85,73.87,72.95,72.95,0.02,4.69
1128,730.00,12.67,484.00,12.67,810.23,35.04,73.89,72.95,72.95,0.02,3.87
1131,720.00,12.67,484.00,12.67,810.27,35.70,73.89,73.06,72.95,0.02,4.21
1134,738.00,12.67,494.00,12.67,810.19,36.04,73.89,72.95,72.95,0.02,4.48
1137,748.00,12.67,484.00,12.67,810.32,35.68,73.89,72.95,72.95,0.02,3.97
1140,806.00,12.67,558.00,12.67,810.30,36.38,73.87,72.95,73.06,0.02,4.34
1143,802.00,12.67,550.00,12.66,810.24,36.30,73.85,72.95,72.95,0.02,4.08
1146,728.00,12.67,484.00,12.66,810.28,36.17,73.80,72.95,72.95,0.02,4.04
1149,800.00,12.68,548.00,12.66,810.31,36.53,73.80,72.95,72.95,0.02,3.83
1152,738.00,12.67,478.00,12.67,810.33,36.46,73.76,72.95,72.95,0.01,3.32
1155,734.00,12.67,476.00,12.67,810.26,36.36,73.72,72.84,72.95,0.01,3.46
1158,738.00,12.67,478.00,12.66,810.20,36.16,73.72,72.95,72.95,0.02,3.82
1161,740.00,12.67,478.00,12.67,810.13,36.11,73.67,72.95,72.95,0.01,5.49
1164,728.00,12.67,484.00,12.67,810.15,35.97,73.67,72.95,72.95,0.01,5.10
1167,800.00,12.67,550.00,12.66,810.22,35.97,73.65,73.06,72.95,0.01,4.61
1170,738.00,12.67,488.00,12.67,810.29,36.30,73.63,72.95,72.95,0.01,4.97
1173,740.00,12.67,488.00,12.66,810.24,35.73,73.63,72.95,72.95,0.01,4.17
1176,730.00,12.67,550.00,12.67,810.23,35.49,73.71,72.95,72.95,0.01,4.46
1179,730.00,12.67,482.00,12.66,810.26,35.16,73.76,72.95,72.95,0.01,4.02
1182,792.00,12.67,548.00,12.66,810.28,35.14,73.85,72.95,72.95,0.01,3.52
1185,802.00,12.67,484.00,12.67,810.36,35.18,73.90,72.95,72.95,0.01,3.15
1188,740.00,12.67,484.00,12.66,810.26,35.04,73.96,72.95,72.95,0.01,2.95
1191,738.00,12.67,476.00,12.67,810.31,34.82,73.99,72.95,72.95,0.01,2.62
1194,738.00,12.67,476.00,12.67,810.25,34.89,74.03,72.95,72.95,0.01,2.41
1197,796.00,12.67,540.00,12.66,810.35,34.93,74.07,72.84,72.95,0.01,2.44
1200,728.00,12.67,484.00,12.67,810.33,34.75,74.12,72.84,72.95,0.01,2.22
1203,796.00,12.67,550.00,12.67,810.36,34.77,74.16,72.95,72.95,0.01,2.14
1206,802.00,12.67,560.00,12.67,810.34,34.91,74.17,73.06,72.95,0.01,2.69
1209,734.00,12.67,492.00,12.67,810.35,34.70,74.23,72.84,72.95,0.01,2.63
1212,728.00,12.67,488.00,12.67,810.26,34.60,74.23,72.95,72.95,0.01,1.92
1215,792.00,12.67,550.00,12.66,810.25,34.46,74.26,72.95,72.95,0.01,2.13
1218,734.00,12.67,484.00,12.67,810.24,34.93,74.25,72.95,72.95,0.01,3.56
1221,740.00,12.67,482.00,12.67,810.15,34.94,74.23,72.84,72.95,0.00,4.30
1224,734.00,12.67,488.00,12.67,810.17,35.34,74.21,72.95,72.95,0.00,4.75
1227,730.00,12.67,478.00,12.66,810.30,35.45,74.14,73.06,72.95,0.00,5.19
1230,796.00,12.67,544.00,12.66,810.34,35.15,74.10,72.95,72.95,0.00,4.95
1233,730.00,12.67,478.00,12.66,810.25,35.21,74.07,72.84,72.95,0.00,4.53
1236,802.00,12.67,554.00,12.66,810.28,35.35,74.07,72.95,72.84,0.01,5.21
1239,806.00,12.67,558.00,12.66,810.30,35.26,74.07,72.95,72.95,0.00,4.29
1242,744.00,12.67,484.00,12.67,810.26,35.38,74.03,72.95,72.95,0.00,3.65
1245,724.00,12.67,494.00,12.67,810.22,35.32,73.98,72.95,72.95,0.00,5.09
1248,792.00,12.67,560.00,12.67,810.22,35.18,73.98,72.95,72.95,0.00,4.27
1251,734.00,12.67,484.00,12.67,810.31,35.05,73.99,72.95,72.95,0.00,2.63
1254,738.00,12.67,484.00,12.66,810.36,35.41,73.96,72.95,72.95,0.00,3.14
1257,738.00,12.67,478.00,12.66,810.28,35.73,73.94,72.95,72.95,0.00,3.68
1260,796.00,12.67,540.00,12.66,810.28,35.60,73.90,72.95,72.95,0.00,3.65
1263,740.00,12.67,482.00,12.67,810.32,35.71,73.87,72.84,72.95,0.00,3.44
1266,730.00,12.67,478.00,12.67,810.27,35.74,73.85,72.95,72.95,0.00,2.85
1269,738.00,12.67,482.00,12.66,810.31,36.09,73.81,72.95,72.95,0.00,2.74
1272,750.00,12.67,488.00,12.66,810.31,35.96,73.78,72.95,72.95,0.00,3.11
1275,734.00,12.67,484.00,12.66,810.27,36.19,73.78,72.95,72.95,0.00,2.42
1278,724.00,12.67,492.00,12.67,810.38,36.20,73.74,72.95,72.95,0.00,2.78
1281,730.00,12.67,488.00,12.67,810.27,36.21,73.71,72.95,72.95,0.00,2.24
1284,806.00,12.67,548.00,12.66,810.32,36.20,73.67,72.95,72.95,0.00,2.77
1287,800.00,12.67,540.00,12.67,810.30,36.01,73.63,72.95,72.95,0.00,3.01
1290,730.00,12.67,476.00,12.66,810.30,36.42,73.60,72.95,72.95,0.00,2.73
1293,734.00,12.67,478.00,12.67,810.39,36.48,73.58,72.95,72.95,0.00,2.72
1296,796.00,12.67,548.00,12.66,810.33,36.33,73.54,72.95,72.95,0.00,2.67
1299,734.00,12.67,478.00,12.66,810.31,36.53,73.54,72.84,72.95,0.00,3.05
1302,810.00,12.67,548.00,12.66,810.31,36.49,73.51,72.95,72.95,0.00,2.83
1305,806.00,12.67,550.00,12.66,810.29,36.41,73.51,72.95,73.06,0.00,2.33
1308,728.00,12.67,484.00,12.67,810.25,35.49,73.51,72.84,72.95,0.00,2.02
1311,730.00,12.67,484.00,12.66,810.29,35.58,73.54,72.95,72.95,0.00,1.65
1314,734.00,12.67,488.00,12.66,810.35,36.08,73.53,72.84,72.95,0.00,1.50
1317,738.00,12.67,492.00,12.66,810.24,36.15,73.53,72.95,72.95,0.00,1.69
1320,748.00,12.67,492.00,12.67,810.29,36.09,73.54,72.95,72.95,0.00,2.78
1323,734.00,12.67,478.00,12.67,810.18,36.09,73.53,72.95,72.95,0.00,3.45
1326,796.00,12.67,548.00,12.66,810.32,36.32,73.53,72.95,72.95,0.00,4.10
1329,796.00,12.67,544.00,12.66,810.19,36.32,73.47,73.06,72.95,0.00,3.75
1332,738.00,12.67,478.00,12.66,810.23,36.31,73.47,72.95,72.95,0.00,4.56
1335,796.00,12.67,550.00,12.66,810.28,35.77,73.51,72.95,72.95,0.00,3.93
1338,738.00,12.67,482.00,12.67,810.25,35.67,73.51,72.95,72.95,0.00,2.83
1341,792.00,12.67,554.00,12.66,810.27,35.76,73.54,72.84,72.95,0.00,2.91
1344,730.00,12.67,488.00,12.66,810.22,36.01,73.53,72.84,72.95,0.00,2.93
1347,740.00,12.67,492.00,12.67,810.19,35.74,73.56,72.95,72.95,0.00,2.61
1350,738.00,12.67,484.00,12.67,810.26,35.93,73.56,72.95,72.95,0.00,3.13
1353,766.00,12.67,482.00,12.67,810.26,36.86,73.53,72.95,72.84,0.00,3.25
1356,730.00,12.67,478.00,12.67,810.27,36.80,73.53,72.95,72.95,0.00,3.13
1359,792.00,12.67,544.00,12.66,810.27,36.67,73.53,72.95,72.84,0.00,3.52
1362,796.00,12.67,540.00,12.67,810.20,36.37,73.49,72.95,72.84,0.00,3.74
1365,748.00,12.67,482.00,12.67,810.27,36.08,73.49,72.95,72.84,0.00,3.06
1368,748.00,12.67,488.00,12.66,810.27,35.61,73.51,72.95,72.84,0.00,2.93
1371,800.00,12.67,558.00,12.66,810.31,35.48,73.54,72.84,72.84,0.00,2.72
1374,730.00,12.67,488.00,12.66,810.30,35.83,73.54,72.84,72.84,0.00,2.69
1377,790.00,12.67,554.00,12.67,810.28,35.57,73.54,72.84,72.84,0.00,2.94
1380,734.00,12.67,494.00,12.66,810.24,35.58,73.56,72.95,72.84,0.00,3.25
1383,796.00,12.67,558.00,12.66,810.24,35.82,73.56,72.95,72.95,0.00,3.32
1386,796.00,12.67,540.00,12.66,810.23,35.94,73.56,72.95,72.95,0.00,2.81
1389,728.00,12.67,478.00,12.66,810.28,36.49,73.54,72.84,72.95,0.00,3.07
1392,796.00,12.67,544.00,12.66,810.27,36.33,73.53,72.95,72.84,0.00,3.78
1395,792.00,12.67,548.00,12.66,810.21,36.18,73.54,72.95,72.95,0.00,3.77
1398,800.00,12.67,544.00,12.66,810.17,36.05,73.53,72.84,72.95,0.00,4.10
1401,806.00,12.67,548.00,12.67,810.27,36.12,73.49,72.95,72.84,0.00,5.88
1404,800.00,12.67,554.00,12.66,810.28,36.47,73.47,72.84,72.95,0.00,4.63
1407,730.00,12.67,494.00,12.67,810.27,36.09,73.47,72.95,72.95,0.00,3.77
1410,800.00,12.67,564.00,12.66,810.30,36.05,73.45,72.95,72.95,0.00,3.23
1413,734.00,12.67,492.00,12.66,810.26,35.79,73.47,72.95,72.84,0.00,3.87
1416,806.00,12.67,540.00,12.66,810.25,35.43,73.51,72.84,72.95,0.00,3.21
1419,738.00,12.67,482.00,12.67,810.28,35.60,73.56,72.95,72.95,0.00,3.10
1422,738.00,12.67,478.00,12.67,810.31,36.01,73.54,72.84,72.95,0.00,4.02
1425,728.00,12.67,484.00,12.67,810.38,35.71,73.56,72.95,72.84,0.00,3.36
1428,796.00,12.67,554.00,12.66,810.34,35.57,73.58,72.95,72.95,0.00,3.73
1431,802.00,12.67,550.00,12.66,810.30,35.15,73.62,72.84,72.95,0.00,3.03
1434,738.00,12.67,494.00,12.66,810.36,35.57,73.62,72.95,72.84,0.00,3.12
1437,730.00,12.67,492.00,12.67,810.35,35.19,73.65,72.95,72.84,0.00,2.41
1440,730.00,12.67,494.00,12.66,810.25,34.82,73.65,72.84,72.84,0.00,1.83
1443,740.00,12.67,484.00,12.66,810.28,35.23,73.69,72.84,72.84,0.00,1.75
1446,806.00,12.67,548.00,12.66,810.30,35.61,73.71,72.95,72.84,0.00,1.82
1449,800.00,12.67,540.00,12.66,810.23,35.67,73.69,72.84,72.95,0.00,2.52
1452,730.00,12.67,478.00,12.67,810.30,35.76,73.67,72.84,72.95,0.00,2.13
1455,730.00,12.67,478.00,12.67,810.28,36.22,73.67,72.84,72.84,0.00,3.21
1458,734.00,12.67,478.00,12.67,810.31,36.02,73.65,72.84,72.84,0.00,3.49
1461,806.00,12.67,550.00,12.66,810.36,35.84,73.65,72.84,72.84,0.00,2.94
1464,740.00,12.67,488.00,12.66,810.34,35.31,73.65,72.84,72.95,0.00,2.63
1467,734.00,12.67,492.00,12.67,810.31,34.96,73.65,72.95,72.95,0.00,1.92
1470,720.00,12.67,492.00,12.66,810.29,35.06,73.67,72.84,72.84,0.00,1.70
1473,728.00,12.67,484.00,12.66,810.23,35.26,73.69,72.84,72.95,0.00,2.09
1476,806.00,12.67,554.00,12.66,810.32,35.53,73.67,72.84,72.84,0.00,1.93
1479,810.00,12.67,548.00,12.66,810.25,35.84,73.65,72.84,72.84,0.00,3.22
1482,730.00,12.67,488.00,12.66,810.28,35.91,73.65,72.84,72.95,0.00,2.85
1485,724.00,12.67,478.00,12.66,810.29,35.68,73.63,72.84,72.84,0.00,4.11
1488,734.00,12.67,482.00,12.66,810.23,36.13,73.62,72.72,72.84,0.00,3.13
1491,800.00,12.67,548.00,12.66,810.25,35.73,73.62,72.84,72.84,0.00,4.47
1494,802.00,12.67,558.00,12.67,810.21,36.09,73.60,72.84,72.95,0.00,4.05
1497,740.00,12.67,492.00,12.66,810.27,35.86,73.56,72.95,72.84,0.00,5.23
1500,734.00,12.67,492.00,12.66,810.23,35.93,73.58,72.84,72.84,0.00,4.40
1503,724.00,12.67,492.00,12.67,810.20,35.60,73.56,72.84,72.84,0.00,4.83
1506,806.00,12.67,554.00,12.66,810.22,35.56,73.56,72.84,72.84,0.00,5.75
1509,810.00,12.67,548.00,12.66,810.24,35.17,73.60,72.84,72.84,0.00,4.68
1512,738.00,12.67,482.00,12.66,810.31,35.23,73.63,72.95,72.84,0.00,4.53
1515,792.00,12.67,540.00,12.66,810.29,34.85,73.69,72.95,72.84,0.00,2.58
1518,786.00,12.67,540.00,12.66,810.18,34.62,73.72,72.84,72.84,0.00,2.84
1521,802.00,12.67,550.00,12.66,810.25,35.01,73.76,72.84,72.84,0.00,3.60
1524,744.00,12.67,482.00,12.67,810.26,35.70,73.76,72.84,72.84,0.00,3.26
1527,796.00,12.67,550.00,12.66,810.25,35.79,73.72,72.84,72.84,0.00,4.59
1530,800.00,12.67,560.00,12.66,810.25,35.89,73.71,72.95,72.72,0.00,4.59
1533,796.00,12.67,554.00,12.66,810.17,35.79,73.69,72.84,72.84,0.00,4.49
1536,796.00,12.67,554.00,12.66,810.18,35.87,73.65,72.84,72.84,0.00,4.56
1539,744.00,12.67,478.00,12.66,810.26,35.72,73.63,72.95,72.84,0.00,4.60
1542,748.00,12.67,484.00,12.66,810.29,35.85,73.63,72.95,72.84,0.00,5.53
1546,796.00,12.67,548.00,12.66,810.21,35.84,73.60,72.84,72.84,0.00,4.90
1549,724.00,12.67,478.00,12.66,810.26,36.10,73.56,72.95,72.84,0.00,4.27
1552,800.00,12.67,558.00,12.66,810.31,35.99,73.56,72.84,72.84,0.00,4.43
1555,812.00,12.67,554.00,12.66,810.32,35.45,73.56,72.95,72.84,0.00,4.19
1558,730.00,12.67,488.00,12.66,810.32,35.78,73.54,72.84,72.84,0.00,3.83
1561,800.00,12.67,558.00,12.66,810.31,35.85,73.54,72.95,72.84,0.00,3.72
1564,728.00,12.67,492.00,12.67,810.29,35.80,73.54,72.84,72.84,0.00,4.12
1567,796.00,12.67,550.00,12.66,810.24,36.17,73.53,72.84,72.84,0.00,4.03
1570,738.00,12.67,484.00,12.66,810.23,36.08,73.51,72.84,72.84,0.00,3.57
1573,744.00,12.67,478.00,12.66,810.27,35.69,73.51,72.84,72.84,0.00,2.89
1576,738.00,12.67,482.00,12.66,810.27,35.79,73.51,72.84,72.84,0.00,3.22
1579,734.00,12.67,478.00,12.66,810.27,35.89,73.49,72.84,72.84,0.00,3.79
1582,730.00,12.67,484.00,12.67,810.30,36.05,73.47,72.84,72.84,0.00,4.36
1585,734.00,12.67,488.00,12.66,810.30,35.74,73.44,72.84,72.72,0.00,3.70
1588,806.00,12.67,554.00,12.66,810.28,35.87,73.44,72.84,72.84,0.00,3.56
1591,792.00,12.67,550.00,12.66,810.23,35.73,73.44,72.84,72.84,0.00,3.99
1594,738.00,12.67,494.00,12.66,810.21,35.66,73.45,72.84,72.84,0.00,4.76
1597,792.00,12.67,558.00,12.66,810.28,35.75,73.45,72.84,72.84,0.00,4.74
1600,738.00,12.67,484.00,12.67,810.21,36.00,73.47,72.84,72.95,0.00,4.57
1603,738.00,12.67,484.00,12.66,810.24,36.25,73.45,72.84,72.84,0.00,4.62
1606,796.00,12.67,540.00,12.66,810.26,36.03,73.45,72.95,72.84,0.00,4.83
1609,738.00,12.67,478.00,12.66,810.28,35.62,73.45,72.84,72.84,0.00,5.53
1612,800.00,12.67,548.00,12.66,810.29,35.55,73.49,72.84,72.84,0.00,4.53
1615,802.00,12.67,560.00,12.66,810.34,35.55,73.51,72.95,72.84,0.00,4.78
1618,738.00,12.67,492.00,12.66,810.32,35.04,73.58,72.84,72.84,0.00,3.99
1621,744.00,12.67,492.00,12.66,810.30,34.84,73.62,72.84,72.84,0.00,3.23
1624,720.00,12.67,494.00,12.66,810.36,35.01,73.65,72.84,72.84,0.00,2.70
1627,724.00,12.67,484.00,12.67,810.39,34.91,73.71,72.84,72.84,0.00,2.60
1630,806.00,12.67,544.00,12.66,810.41,34.66,73.74,72.84,72.84,0.00,2.11
1633,800.00,12.67,554.00,12.66,810.35,34.63,73.78,72.95,72.84,0.00,2.33
1636,744.00,12.67,482.00,12.66,810.43,35.16,73.80,72.84,72.84,0.00,3.12
1639,734.00,12.67,484.00,12.66,810.37,34.84,73.81,72.95,72.84,0.00,2.75
1642,734.00,12.67,482.00,12.66,810.35,34.69,73.81,72.95,72.84,0.00,2.84
1645,724.00,12.67,484.00,12.67,810.34,34.70,73.87,72.84,72.84,0.00,2.54
1648,734.00,12.67,484.00,12.66,810.36,34.52,73.87,72.84,72.84,0.00,1.82
1651,800.00,12.67,560.00,12.66,810.28,34.32,73.89,72.84,72.84,0.00,1.63
1654,744.00,12.67,492.00,12.66,810.38,34.58,73.90,72.95,72.84,0.00,2.00
1657,728.00,12.67,488.00,12.66,810.38,34.66,73.92,72.84,72.72,0.00,3.06
1660,790.00,12.67,558.00,12.66,810.36,34.96,73.92,72.72,72.84,0.00,3.65
1663,806.00,12.67,544.00,12.66,810.26,35.22,73.92,72.84,72.84,0.00,3.44
1666,802.00,12.67,550.00,12.66,810.39,35.22,73.89,72.84,72.84,0.00,3.55
1669,796.00,12.67,544.00,12.66,810.33,34.97,73.90,72.84,72.84,0.00,3.11
1672,792.00,12.67,544.00,12.66,810.47,34.79,73.89,72.84,72.84,0.00,2.83
1675,734.00,12.67,482.00,12.66,810.39,34.94,73.89,72.84,72.84,0.00,2.32
1678,796.00,12.67,544.00,12.66,810.38,34.36,73.90,72.84,72.72,0.00,1.98
1681,730.00,12.67,488.00,12.67,810.42,34.47,73.94,72.95,72.84,0.00,1.83
1684,806.00,12.67,554.00,12.66,810.39,34.41,73.98,72.95,72.72,0.00,1.61
1687,730.00,12.67,478.00,12.66,810.38,34.45,73.99,72.84,72.84,0.00,1.70
1690,800.00,12.67,558.00,12.66,810.36,34.50,73.99,72.84,72.72,0.00,1.60
1693,734.00,12.67,484.00,12.66,810.27,34.50,73.99,72.84,72.84,0.00,2.31
1696,734.00,12.67,484.00,12.66,810.37,34.44,74.01,72.84,72.84,0.00,2.21
1699,740.00,12.67,476.00,12.66,810.35,34.18,74.05,72.95,72.72,0.00,1.85
1702,738.00,12.67,472.00,12.66,810.36,33.95,74.05,72.84,72.84,0.00,1.60
1705,728.00,12.67,478.00,12.66,810.35,34.21,74.07,72.84,72.84,0.00,1.72
1708,730.00,12.67,482.00,12.66,810.34,34.11,74.07,72.84,72.84,0.00,2.01
1711,728.00,12.67,482.00,12.66,810.33,34.46,74.08,72.84,72.84,0.00,1.63
1714,802.00,12.67,544.00,12.66,810.36,34.49,74.08,72.84,72.84,0.00,1.75
1717,740.00,12.67,484.00,12.66,810.39,34.62,74.07,72.84,72.84,0.00,2.51
1720,728.00,12.67,484.00,12.66,810.40,34.40,74.05,72.84,72.72,0.00,2.12
1723,800.00,12.67,548.00,12.66,810.40,34.17,74.05,72.84,72.72,0.00,2.03
1726,730.00,12.67,482.00,12.66,810.39,34.24,74.07,72.84,72.84,0.00,2.00
1729,738.00,12.67,476.00,12.67,810.36,34.55,74.08,72.72,72.72,0.00,2.33
1732,740.00,12.67,478.00,12.66,810.37,35.68,74.05,72.84,72.84,0.00,2.14
1735,790.00,12.67,548.00,12.66,810.32,35.32,74.01,72.84,72.84,0.00,3.72
1738,728.00,12.67,478.00,12.66,810.35,34.86,73.99,72.84,72.84,0.00,5.29
1741,800.00,12.67,550.00,12.66,810.32,34.97,73.99,72.84,72.72,0.00,4.76
1744,800.00,12.67,554.00,12.66,810.26,34.99,73.98,72.84,72.72,0.00,4.44
1747,734.00,12.67,494.00,12.66,810.27,34.98,73.99,72.84,72.84,0.00,4.62
1750,800.00,12.67,560.00,12.66,810.31,35.05,73.96,72.84,72.84,0.00,5.74
1753,728.00,12.67,494.00,12.66,810.32,34.64,73.94,72.84,72.72,0.00,4.90
1756,796.00,12.67,550.00,12.66,810.37,34.37,73.98,72.84,72.84,0.00,4.34
1759,734.00,12.67,484.00,12.66,810.32,34.34,74.01,72.84,72.72,0.00,3.87
1762,812.00,12.67,548.00,12.66,810.36,34.50,74.05,72.84,72.84,0.00,2.85
