# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[Main], DS18 Temp(F)[Batt], Light (%), Wind Speed
228,512.00,13.42,482.00,13.41,47.41,52.14,100.00,1.25
231,512.00,13.42,482.00,13.42,47.41,52.03,100.00,1.13
234,514.00,13.42,488.00,13.41,47.41,52.14,100.00,1.00
237,448.00,13.42,554.00,13.42,47.41,52.03,100.00,1.10
240,452.00,13.42,544.00,13.42,47.41,52.03,100.00,1.21
243,458.00,13.42,554.00,13.42,47.41,52.03,100.00,1.00
246,468.00,13.42,554.00,13.42,47.53,52.03,100.00,1.00
249,462.00,13.42,548.00,13.42,47.53,52.03,100.00,1.20
252,466.00,13.42,544.00,13.42,47.53,52.14,100.00,1.11
255,458.00,13.42,554.00,13.42,47.53,52.03,100.00,1.51
258,468.00,13.42,550.00,13.42,47.53,52.14,100.00,1.50
261,538.00,13.42,492.00,13.42,47.53,52.03,100.00,1.81
264,484.00,13.43,558.00,13.42,47.53,52.14,100.00,1.82
267,544.00,13.42,492.00,13.42,47.53,52.03,100.00,1.71
270,482.00,13.42,548.00,13.42,47.53,52.14,100.00,1.61
273,484.00,13.43,550.00,13.42,47.53,52.03,100.00,1.54
276,492.00,13.43,554.00,13.42,47.53,52.14,100.00,1.32
279,484.00,13.43,544.00,13.43,47.53,52.03,100.00,1.11
282,512.00,13.43,550.00,13.43,47.64,52.14,100.00,1.00
285,574.00,13.43,484.00,13.43,47.53,52.03,100.00,0.94
288,590.00,13.44,478.00,13.43,47.64,52.14,100.00,1.48
291,508.00,13.44,550.00,13.43,47.53,52.14,100.00,1.61
294,570.00,13.44,494.00,13.43,47.53,52.14,100.00,1.25
297,574.00,13.44,484.00,13.44,47.53,52.14,99.95,1.03
300,514.00,13.44,550.00,13.43,47.53,52.14,99.86,1.01
303,504.00,13.44,550.00,13.43,47.64,52.14,99.75,1.11
306,566.00,13.44,488.00,13.43,47.64,52.14,99.62,1.51
309,566.00,13.44,488.00,13.44,47.64,52.14,99.47,1.60
312,566.00,13.44,488.00,13.43,47.64,52.14,99.30,1.29
315,508.00,13.44,548.00,13.44,47.64,52.14,99.14,1.32
318,574.00,13.44,488.00,13.44,47.64,52.14,99.03,1.34
321,508.00,13.44,554.00,13.43,47.75,52.14,98.92,1.45
324,514.00,13.44,550.00,13.44,47.64,52.14,98.84,1.46
327,584.00,13.44,484.00,13.43,47.64,52.14,98.83,1.53
330,590.00,13.44,492.00,13.44,47.75,52.14,98.77,2.20
333,590.00,13.44,488.00,13.43,47.75,52.03,98.73,2.05
336,514.00,13.44,550.00,13.44,47.75,52.03,98.72,1.92
339,584.00,13.44,492.00,13.44,47.75,52.03,98.67,2.12
342,522.00,13.44,554.00,13.44,47.53,52.14,98.64,1.94
345,522.00,13.44,558.00,13.44,47.64,52.03,98.58,1.78
348,576.00,13.44,482.00,13.44,47.53,52.03,98.50,1.51
351,504.00,13.44,550.00,13.44,47.64,52.14,98.44,1.51
354,514.00,13.44,558.00,13.44,47.53,52.14,98.34,1.64
357,566.00,13.44,492.00,13.44,47.53,52.03,98.26,1.61
360,544.00,13.44,484.00,13.44,47.53,52.03,98.21,1.51
363,534.00,13.44,488.00,13.44,47.64,52.03,98.20,1.82
366,534.00,13.44,492.00,13.44,47.64,52.03,98.23,1.77
369,468.00,13.44,554.00,13.43,47.53,52.03,98.37,1.84
372,456.00,13.44,558.00,13.43,47.53,52.03,98.53,1.83
375,524.00,13.44,488.00,13.43,47.53,52.03,98.74,1.52
378,528.00,13.44,484.00,13.43,47.53,52.03,98.99,1.41
381,458.00,13.44,544.00,13.43,47.53,52.03,99.22,1.71
384,518.00,13.44,488.00,13.43,47.53,52.03,99.45,1.62
387,524.00,13.44,484.00,13.43,47.64,52.03,99.65,1.43
390,528.00,13.44,492.00,13.43,47.53,52.03,99.82,1.50
393,524.00,13.44,484.00,13.44,47.53,52.03,99.97,1.61
396,466.00,13.44,558.00,13.43,47.64,52.03,100.00,1.41
399,478.00,13.44,554.00,13.43,47.53,52.03,100.00,1.11
402,540.00,13.44,482.00,13.44,47.53,52.03,100.00,1.58
405,518.00,13.44,492.00,13.44,47.64,52.03,100.00,1.74
408,544.00,13.44,482.00,13.44,47.53,52.03,100.00,1.61
411,484.00,13.44,554.00,13.43,47.53,52.03,100.00,1.64
414,558.00,13.44,492.00,13.44,47.53,52.03,100.00,1.61
417,548.00,13.44,488.00,13.44,47.53,51.91,100.00,1.51
420,564.00,13.45,488.00,13.44,47.53,52.03,100.00,1.40
423,498.00,13.44,548.00,13.44,47.53,52.03,100.00,1.72
426,498.00,13.45,550.00,13.44,47.53,52.03,100.00,1.40
429,502.00,13.45,548.00,13.44,47.41,52.03,100.00,1.61
432,570.00,13.44,488.00,13.44,47.53,52.03,100.00,1.71
435,504.00,13.44,548.00,13.44,47.41,52.03,100.00,1.63
438,504.00,13.44,560.00,13.44,47.53,52.03,100.00,1.40
441,504.00,13.44,554.00,13.44,47.53,52.03,100.00,1.58
444,498.00,13.45,548.00,13.44,47.53,52.03,100.00,1.84
447,494.00,13.45,550.00,13.44,47.53,52.03,100.00,1.99
450,564.00,13.44,482.00,13.44,47.41,51.91,100.00,1.77
453,492.00,13.45,554.00,13.44,47.53,52.03,100.00,1.71
456,472.00,13.44,554.00,13.44,47.41,52.03,100.00,1.59
459,478.00,13.44,554.00,13.44,47.53,52.03,100.00,1.31
462,466.00,13.44,550.00,13.44,47.41,52.03,100.00,1.64
465,524.00,13.45,488.00,13.44,47.41,52.03,100.00,1.71
468,462.00,13.44,554.00,13.44,47.53,52.03,100.00,1.74
471,448.00,13.44,554.00,13.44,47.41,52.03,100.00,1.81
474,504.00,13.44,484.00,13.44,47.53,52.03,100.00,1.71
477,508.00,13.44,494.00,13.44,47.53,52.03,100.00,1.81
480,484.00,13.44,482.00,13.44,47.53,52.03,100.00,1.81
483,484.00,13.44,494.00,13.44,47.41,52.03,100.00,1.72
486,420.00,13.44,548.00,13.43,47.53,52.03,100.00,1.64
489,462.00,13.44,492.00,13.43,47.53,52.03,100.00,1.61
492,466.00,13.44,494.00,13.43,47.53,52.03,100.00,1.51
495,462.00,13.44,488.00,13.43,47.53,52.03,100.00,1.41
498,446.00,13.44,482.00,13.43,47.64,52.14,100.00,1.43
501,390.00,13.43,550.00,13.43,47.53,52.03,100.00,1.31
504,374.00,13.43,550.00,13.43,47.53,52.14,100.00,1.41
507,376.00,13.43,550.00,13.42,47.64,52.14,100.00,1.64
510,448.00,13.43,484.00,13.42,47.75,52.03,100.00,1.60
513,370.00,13.43,560.00,13.42,47.53,52.03,100.00,1.64
516,442.00,13.43,482.00,13.42,47.64,52.03,100.00,1.53
519,442.00,13.43,484.00,13.42,47.64,52.14,100.00,1.51
522,440.00,13.43,484.00,13.43,47.64,52.14,100.00,1.60
525,370.00,13.43,558.00,13.42,47.64,52.03,100.00,1.63
528,370.00,13.43,548.00,13.42,47.75,52.14,100.00,1.40
531,380.00,13.43,548.00,13.42,47.75,52.03,100.00,1.51
534,616.00,13.42,554.00,13.42,47.75,52.14,100.00,1.40
537,442.00,13.43,482.00,13.42,47.86,52.03,100.00,1.33
540,384.00,13.42,550.00,13.42,47.86,52.14,100.00,1.31
543,442.00,13.43,492.00,13.42,47.86,52.03,100.00,1.23
546,442.00,13.43,488.00,13.42,47.97,52.03,100.00,1.31
549,446.00,13.43,488.00,13.42,47.97,52.03,100.00,1.43
552,440.00,13.43,492.00,13.42,47.97,52.14,100.00,1.61
555,448.00,13.43,484.00,13.42,48.09,52.03,100.00,1.74
558,380.00,13.43,554.00,13.42,48.09,52.03,100.00,1.81
561,446.00,13.43,482.00,13.42,47.97,52.03,100.00,1.54
564,390.00,13.43,548.00,13.42,47.97,52.03,100.00,1.41
567,384.00,13.43,550.00,13.42,48.09,52.14,100.00,1.31
570,390.00,13.43,548.00,13.42,48.09,52.14,100.00,1.21
573,442.00,13.43,484.00,13.42,48.09,52.14,100.00,1.24
576,458.00,13.43,482.00,13.42,48.09,52.14,100.00,1.24
579,400.00,13.43,554.00,13.42,48.20,52.14,100.00,1.31
582,462.00,13.43,484.00,13.42,48.20,52.14,100.00,1.41
585,404.00,13.43,494.00,13.42,48.20,52.14,100.00,1.34
588,462.00,13.43,492.00,13.42,48.20,52.14,100.00,1.30
591,468.00,13.43,484.00,13.42,48.31,52.14,100.00,1.40
594,468.00,13.43,484.00,13.42,48.31,52.14,100.00,1.37
597,410.00,13.43,548.00,13.42,48.31,52.14,100.00,1.31
600,484.00,13.43,492.00,13.42,48.31,52.14,100.00,1.23
603,478.00,13.43,482.00,13.43,48.31,52.14,100.00,1.23
606,432.00,13.43,554.00,13.43,48.31,52.14,100.00,1.40
609,430.00,13.43,550.00,13.42,48.31,52.14,100.00,1.41
612,508.00,13.43,484.00,13.43,48.31,52.14,100.00,1.33
615,446.00,13.44,550.00,13.43,48.31,52.14,100.00,1.20
618,452.00,13.44,544.00,13.43,48.31,52.14,100.00,1.11
621,514.00,13.44,488.00,13.43,48.42,52.25,100.00,1.13
624,524.00,13.44,484.00,13.44,48.42,52.14,100.00,1.03
627,528.00,13.44,488.00,13.43,48.42,52.14,100.00,1.05
630,528.00,13.44,488.00,13.44,48.31,52.14,100.00,1.13
633,548.00,13.44,488.00,13.44,48.42,52.14,100.00,1.23
636,484.00,13.44,554.00,13.44,48.31,52.14,100.00,1.31
639,566.00,13.45,482.00,13.44,48.42,52.14,100.00,1.23
642,564.00,13.44,484.00,13.44,48.42,52.14,100.00,1.13
645,584.00,13.44,492.00,13.44,48.31,52.14,100.00,1.13
648,584.00,13.45,484.00,13.44,48.42,52.14,100.00,1.13
651,600.00,13.45,498.00,13.44,48.31,52.14,100.00,1.24
654,534.00,13.45,554.00,13.45,48.31,52.14,100.00,1.31
657,612.00,13.45,482.00,13.45,48.31,52.14,100.00,1.26
660,612.00,13.46,488.00,13.45,48.20,52.14,100.00,1.21
663,570.00,13.46,548.00,13.45,48.31,52.25,100.00,1.31
666,632.00,13.46,478.00,13.46,48.31,52.25,100.00,1.40
669,642.00,13.46,492.00,13.46,48.31,52.25,100.00,1.51
672,590.00,13.46,554.00,13.46,48.31,52.25,100.00,1.51
675,658.00,13.46,482.00,13.46,48.31,52.25,100.00,1.32
678,602.00,13.46,554.00,13.46,48.31,52.14,100.00,1.31
681,678.00,13.47,488.00,13.47,48.31,52.14,100.00,1.31
684,692.00,13.47,488.00,13.47,48.31,52.25,100.00,1.14
687,698.00,13.48,492.00,13.47,48.20,52.14,100.00,1.10
690,704.00,13.48,478.00,13.47,48.31,52.25,100.00,1.13
693,652.00,13.48,560.00,13.47,48.31,52.25,100.00,1.31
696,652.00,13.48,554.00,13.48,48.31,52.25,100.00,1.61
699,666.00,13.48,548.00,13.48,48.31,52.14,100.00,1.41
702,738.00,13.49,492.00,13.48,48.42,52.25,100.00,1.34
705,676.00,13.48,554.00,13.48,48.42,52.25,100.00,1.21
708,748.00,13.49,478.00,13.49,48.42,52.14,100.00,1.41
711,688.00,13.49,548.00,13.49,48.42,52.14,100.00,1.51
714,692.00,13.49,550.00,13.49,48.42,52.14,100.00,1.51
717,702.00,13.49,548.00,13.49,48.42,52.25,100.00,1.51
720,698.00,13.50,554.00,13.49,48.54,52.25,100.00,1.41
723,712.00,13.50,558.00,13.50,48.54,52.25,100.00,1.41
726,766.00,13.50,492.00,13.50,48.54,52.25,100.00,1.34
729,720.00,13.51,550.00,13.50,48.54,52.25,100.00,1.21
732,712.00,13.50,554.00,13.50,48.65,52.14,100.00,1.22
735,970.00,13.50,488.00,13.49,48.65,52.25,100.00,1.20
738,786.00,13.51,476.00,13.50,48.65,52.25,100.00,1.14
741,790.00,13.51,484.00,13.50,48.65,52.25,100.00,1.13
744,784.00,13.51,492.00,13.51,48.65,52.25,100.00,1.14
747,728.00,13.51,548.00,13.50,48.42,52.25,100.00,1.31
750,786.00,13.51,482.00,13.50,48.42,52.25,100.00,1.34
753,720.00,13.51,558.00,13.51,48.54,52.25,100.00,1.31
756,728.00,13.51,554.00,13.50,48.42,52.25,100.00,1.24
759,786.00,13.51,484.00,13.50,48.42,52.25,100.00,1.34
762,728.00,13.51,544.00,13.51,48.42,52.36,100.00,1.21
765,720.00,13.51,558.00,13.51,48.31,52.25,100.00,1.21
768,728.00,13.51,560.00,13.51,48.31,52.25,100.00,1.11
771,786.00,13.51,482.00,13.51,48.31,52.25,100.00,1.24
774,790.00,13.51,488.00,13.51,48.31,52.36,100.00,1.24
777,790.00,13.52,494.00,13.52,48.42,52.25,100.00,1.21
780,712.00,13.52,550.00,13.51,48.31,52.25,100.00,1.21
783,724.00,13.52,544.00,13.51,48.42,52.25,100.00,1.25
786,718.00,13.52,554.00,13.51,48.42,52.36,100.00,1.40
789,720.00,13.52,554.00,13.52,48.42,52.25,100.00,1.51
792,786.00,13.52,488.00,13.52,48.42,52.36,100.00,1.31
795,718.00,13.52,548.00,13.51,48.42,52.25,100.00,1.21
798,786.00,13.52,484.00,13.52,48.42,52.25,100.00,1.24
801,784.00,13.52,492.00,13.52,48.42,52.25,100.00,1.21
804,724.00,13.52,550.00,13.52,48.54,52.25,100.00,1.21
807,724.00,13.52,548.00,13.52,48.54,52.25,100.00,1.24
810,780.00,13.53,484.00,13.52,48.42,52.25,100.00,1.30
813,730.00,13.52,554.00,13.52,48.54,52.25,100.00,1.34
816,720.00,13.52,558.00,13.52,48.54,52.36,100.00,1.40
819,796.00,13.53,488.00,13.52,48.76,52.25,100.00,1.25
822,802.00,13.53,482.00,13.53,48.76,52.36,100.00,1.20
825,792.00,13.53,484.00,13.52,48.76,52.36,100.00,1.34
828,740.00,13.53,558.00,13.52,48.76,52.25,100.00,1.31
831,792.00,13.53,482.00,13.53,48.88,52.25,100.00,1.24
834,740.00,13.53,544.00,13.52,48.88,52.36,100.00,1.41
837,810.00,13.53,484.00,13.53,48.88,52.25,100.00,1.34
840,800.00,13.53,492.00,13.53,48.88,52.36,100.00,1.51
843,812.00,13.54,492.00,13.53,48.88,52.36,100.00,1.61
846,744.00,13.53,544.00,13.53,48.88,52.36,100.00,1.64
849,816.00,13.54,482.00,13.53,48.88,52.36,100.00,1.61
852,760.00,13.54,544.00,13.53,48.76,52.36,100.00,1.71
855,826.00,13.54,544.00,13.53,48.76,52.36,100.00,1.32
858,826.00,13.54,494.00,13.54,48.88,52.36,100.00,1.34
861,830.00,13.54,484.00,13.54,48.88,52.36,100.00,1.21
864,764.00,13.54,544.00,13.54,48.99,52.36,100.00,1.21
867,766.00,13.54,548.00,13.54,48.99,52.36,100.00,1.41
870,836.00,13.55,492.00,13.54,49.10,52.25,100.00,1.41
873,760.00,13.55,554.00,13.54,49.10,52.36,100.00,1.51
876,832.00,13.55,488.00,13.54,49.10,52.25,100.00,1.74
879,776.00,13.55,544.00,13.54,49.10,52.25,100.00,1.78
882,774.00,13.55,550.00,13.54,49.10,52.25,100.00,1.88
885,846.00,13.55,492.00,13.55,48.88,52.36,100.00,1.94
888,842.00,13.55,492.00,13.55,49.10,52.47,100.00,1.93
891,848.00,13.55,492.00,13.55,48.99,52.36,100.00,1.92
894,790.00,13.55,554.00,13.54,48.99,52.36,100.00,1.95
897,790.00,13.55,548.00,13.55,48.88,52.36,100.00,1.94
900,846.00,13.55,484.00,13.55,48.99,52.36,100.00,1.82
903,862.00,13.56,484.00,13.56,48.99,52.36,100.00,1.74
906,800.00,13.55,554.00,13.55,48.88,52.36,100.00,1.72
909,862.00,13.56,494.00,13.56,48.88,52.47,100.00,1.72
912,866.00,13.56,488.00,13.56,48.88,52.25,100.00,1.74
915,866.00,13.56,488.00,13.56,48.88,52.36,100.00,1.61
918,792.00,13.56,548.00,13.56,48.88,52.36,100.00,1.64
921,866.00,13.57,482.00,13.56,48.76,52.36,100.00,1.55
924,872.00,13.56,484.00,13.56,48.76,52.36,100.00,1.54
927,866.00,13.56,488.00,13.56,48.76,52.36,100.00,1.51
930,866.00,13.57,494.00,13.56,48.76,52.36,100.00,1.51
933,874.00,13.57,492.00,13.56,48.76,52.36,100.00,1.37
936,802.00,13.56,548.00,13.56,48.88,52.36,100.00,1.21
939,796.00,13.57,548.00,13.56,48.76,52.36,100.00,1.11
942,802.00,13.57,548.00,13.56,48.88,52.36,100.00,1.11
945,866.00,13.57,492.00,13.56,48.88,52.36,100.00,1.24
948,866.00,13.57,492.00,13.56,48.88,52.36,100.00,1.24
951,812.00,13.57,554.00,13.57,48.88,52.36,100.00,1.21
954,810.00,13.57,550.00,13.56,48.88,52.47,100.00,1.21
957,790.00,13.57,558.00,13.56,48.88,52.36,100.00,1.11
960,792.00,13.57,554.00,13.56,48.76,52.36,100.00,1.11
963,802.00,13.57,558.00,13.57,48.88,52.36,100.00,1.11
966,858.00,13.57,492.00,13.57,48.88,52.36,100.00,1.03
969,862.00,13.57,492.00,13.57,48.65,52.47,100.00,1.04
972,866.00,13.57,494.00,13.56,48.76,52.36,100.00,1.01
975,796.00,13.57,558.00,13.57,48.76,52.36,100.00,1.11
978,790.00,13.57,558.00,13.56,48.76,52.47,100.00,1.01
981,868.00,13.57,494.00,13.57,48.65,52.36,100.00,0.96
984,786.00,13.57,580.00,13.57,48.76,52.47,100.00,0.85
987,750.00,13.57,610.00,13.56,48.65,52.36,100.00,0.83
990,800.00,13.57,566.00,13.56,48.65,52.47,100.00,0.94
993,776.00,13.56,594.00,13.56,48.76,52.36,100.00,0.95
996,714.00,13.56,646.00,13.55,48.76,52.47,100.00,0.93
999,852.00,13.56,508.00,13.56,48.88,52.36,100.00,0.95
1002,792.00,13.57,558.00,13.56,48.76,52.36,100.00,1.01
1005,802.00,13.57,544.00,13.57,48.88,52.36,100.00,1.11
1008,812.00,13.57,550.00,13.57,48.88,52.36,100.00,1.11
1011,810.00,13.58,554.00,13.58,48.88,52.36,100.00,1.10
1014,810.00,13.58,554.00,13.58,48.99,52.36,100.00,1.11
1017,812.00,13.57,548.00,13.57,48.99,52.36,100.00,1.21
1020,802.00,13.58,492.00,13.58,48.99,52.47,100.00,1.22
1023,764.00,13.57,584.00,13.57,48.99,52.47,100.00,1.02
1026,776.00,13.57,590.00,13.57,48.99,52.36,100.00,1.02
1029,832.00,13.57,534.00,13.57,48.99,52.47,100.00,1.05
1032,714.00,13.57,648.00,13.56,48.99,52.47,100.00,1.03
1035,728.00,13.57,642.00,13.56,48.99,52.47,100.00,1.03
1038,810.00,13.57,554.00,13.56,48.99,52.36,100.00,1.15
1041,802.00,13.57,554.00,13.56,48.99,52.36,100.00,1.16
1044,718.00,13.56,648.00,13.56,48.99,52.47,100.00,1.03
1047,724.00,13.56,646.00,13.56,48.99,52.36,100.00,1.03
1050,800.00,13.57,560.00,13.56,48.99,52.36,100.00,1.06
1053,800.00,13.57,554.00,13.56,48.88,52.36,100.00,1.06
1056,862.00,13.57,498.00,13.57,48.99,52.47,100.00,1.14
1059,800.00,13.57,550.00,13.57,48.99,52.47,100.00,1.01
1063,816.00,13.58,554.00,13.58,48.99,52.47,100.00,1.01
1066,874.00,13.59,492.00,13.58,49.10,52.47,100.00,1.03
1069,862.00,13.58,494.00,13.58,49.10,52.36,100.00,1.11
1072,810.00,13.58,550.00,13.58,49.10,52.47,100.00,1.00
1075,792.00,13.58,548.00,13.58,48.99,52.36,100.00,1.00
1078,858.00,13.58,488.00,13.58,49.10,52.47,100.00,1.03
1081,866.00,13.59,488.00,13.58,49.21,52.36,100.00,1.23
1084,792.00,13.58,554.00,13.58,49.21,52.36,100.00,1.31
1087,856.00,13.58,484.00,13.58,49.21,52.36,100.00,1.40
1090,856.00,13.58,488.00,13.58,49.10,52.47,100.00,1.34
1093,784.00,13.58,548.00,13.58,49.21,52.47,100.00,1.32
1096,852.00,13.58,488.00,13.58,49.21,52.47,100.00,1.24
1099,848.00,13.58,498.00,13.58,49.21,52.47,100.00,1.14
1102,838.00,13.58,488.00,13.58,49.10,52.36,100.00,1.06
1105,842.00,13.58,478.00,13.58,49.10,52.36,100.00,1.01
1108,776.00,13.57,548.00,13.57,49.10,52.47,100.00,1.01
1111,764.00,13.58,550.00,13.58,49.10,52.47,100.00,1.11
1114,766.00,13.58,558.00,13.57,49.21,52.36,100.00,1.11
1117,760.00,13.58,558.00,13.57,49.32,52.47,100.00,1.11
1120,816.00,13.58,484.00,13.58,49.32,52.47,100.00,1.34
1123,750.00,13.58,548.00,13.57,49.32,52.47,100.00,1.32
1126,800.00,13.58,482.00,13.57,49.32,52.47,100.00,1.31
1129,728.00,13.57,548.00,13.57,49.32,52.47,100.00,1.31
1132,796.00,13.57,488.00,13.57,49.32,52.47,100.00,1.40
1135,786.00,13.57,488.00,13.57,49.32,52.47,100.00,1.44
1138,792.00,13.56,478.00,13.56,49.32,52.47,100.00,1.43
1141,792.00,13.57,488.00,13.56,49.21,52.47,100.00,1.61
1144,776.00,13.57,488.00,13.57,49.21,52.47,100.00,1.45
1147,718.00,13.57,554.00,13.56,49.21,52.47,100.00,1.43
1150,708.00,13.57,554.00,13.56,49.10,52.47,100.00,1.31
1153,760.00,13.57,482.00,13.56,48.99,52.47,100.00,1.41
1156,764.00,13.57,484.00,13.56,48.99,52.47,100.00,1.32
1159,754.00,13.57,484.00,13.56,48.99,52.47,100.00,1.17
1162,750.00,13.56,488.00,13.56,48.99,52.47,100.00,1.09
1165,692.00,13.56,558.00,13.56,48.99,52.47,100.00,1.00
1168,682.00,13.56,558.00,13.56,48.88,52.47,100.00,1.01
1171,676.00,13.56,558.00,13.56,48.88,52.47,100.00,1.11
1174,682.00,13.56,544.00,13.56,48.76,52.47,100.00,1.21
1177,676.00,13.56,558.00,13.56,48.76,52.47,100.00,1.11
1180,668.00,13.56,558.00,13.55,48.76,52.47,100.00,1.23
1183,740.00,13.56,492.00,13.55,48.88,52.47,100.00,1.14
1186,666.00,13.56,554.00,13.55,48.88,52.47,100.00,1.00
1189,734.00,13.56,482.00,13.56,48.76,52.59,100.00,0.94
1192,672.00,13.55,550.00,13.55,48.65,52.47,100.00,0.91
1195,730.00,13.56,488.00,13.56,48.65,52.47,100.00,0.94
1198,738.00,13.56,488.00,13.56,48.54,52.47,100.00,0.84
1201,676.00,13.55,560.00,13.55,48.54,52.47,100.00,1.01
1204,666.00,13.56,554.00,13.55,48.54,52.59,100.00,1.01
1207,730.00,13.56,482.00,13.55,48.65,52.59,100.00,1.00
1210,672.00,13.56,550.00,13.55,48.54,52.47,100.00,0.91
1213,658.00,13.55,554.00,13.55,48.54,52.47,100.00,0.91
