# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[Main], DS18 Temp(F)[Batt], Light (%), Wind Speed
177,764.00,12.95,548.00,12.94,67.10,67.77,13.83,1.94
180,760.00,12.95,544.00,12.94,66.99,67.77,13.81,2.41
183,776.00,12.95,560.00,12.94,66.99,67.77,13.20,2.54
186,704.00,12.95,482.00,12.94,66.99,67.77,13.75,2.53
189,780.00,12.95,540.00,12.94,66.99,67.77,13.73,3.07
192,774.00,12.95,554.00,12.94,66.88,67.66,13.71,3.66
195,774.00,12.95,564.00,12.94,66.88,67.77,13.69,3.47
198,712.00,12.95,476.00,12.94,66.99,67.77,13.66,3.73
201,766.00,12.95,548.00,12.94,66.99,67.77,13.64,3.56
204,712.00,12.95,492.00,12.94,66.99,67.77,13.62,4.24
207,704.00,12.95,492.00,12.94,66.99,67.77,13.59,3.86
210,770.00,12.95,538.00,12.94,66.99,67.77,13.57,2.61
213,714.00,12.95,484.00,12.94,66.99,67.77,13.55,3.78
216,702.00,12.95,484.00,12.94,66.99,67.77,13.52,3.10
219,774.00,12.95,554.00,12.94,66.99,67.66,13.50,2.54
222,708.00,12.95,484.00,12.94,67.10,67.66,13.48,2.41
225,702.00,12.95,488.00,12.94,66.99,67.77,13.45,2.01
228,712.00,12.95,478.00,12.94,66.99,67.66,13.43,1.71
231,770.00,12.95,550.00,12.94,66.99,67.66,13.40,1.40
234,776.00,12.95,548.00,12.94,66.99,67.66,13.38,1.60
237,712.00,12.95,488.00,12.94,66.88,67.66,13.35,1.88
240,712.00,12.95,476.00,12.94,66.99,67.66,13.33,2.61
243,784.00,12.95,540.00,12.94,66.99,67.77,13.31,2.59
246,774.00,12.95,550.00,12.94,66.99,67.66,13.28,2.02
249,712.00,12.95,488.00,12.94,67.10,67.77,13.26,1.80
252,708.00,12.95,484.00,12.94,67.10,67.77,13.23,2.17
255,702.00,12.95,482.00,12.94,66.99,67.77,13.21,2.61
258,714.00,12.95,482.00,12.94,66.99,67.77,13.18,1.83
261,770.00,12.95,554.00,12.94,67.10,67.66,13.16,2.37
264,786.00,12.95,544.00,12.94,66.99,67.66,13.13,3.61
267,776.00,12.95,550.00,12.94,66.99,67.66,13.11,3.75
270,770.00,12.95,554.00,12.94,66.99,67.66,13.09,4.77
273,784.00,12.95,558.00,12.94,66.99,67.66,13.05,4.29
276,786.00,12.95,538.00,12.94,67.10,67.77,13.03,4.05
279,774.00,12.95,554.00,12.94,67.10,67.66,13.01,3.71
282,786.00,12.95,558.00,12.94,67.10,67.66,12.98,3.66
285,780.00,12.95,550.00,12.94,67.10,67.66,12.96,4.55
288,780.00,12.95,540.00,12.94,66.99,67.66,12.94,3.17
291,776.00,12.95,554.00,12.94,66.99,67.66,12.91,2.74
294,774.00,12.95,560.00,12.94,66.99,67.77,12.89,2.90
297,718.00,12.95,478.00,12.94,66.99,67.66,12.86,2.93
300,774.00,12.95,544.00,12.94,67.10,67.66,12.84,2.02
303,708.00,12.95,488.00,12.94,67.10,67.66,12.82,1.61
306,780.00,12.95,560.00,12.94,67.10,67.66,12.79,1.40
309,712.00,12.95,482.00,12.94,67.10,67.66,12.76,1.26
312,718.00,12.95,478.00,12.94,66.99,67.66,12.74,1.30
315,786.00,12.95,554.00,12.94,67.10,67.66,12.71,1.83
318,776.00,12.94,550.00,12.94,66.99,67.66,12.69,1.61
321,784.00,12.95,550.00,12.94,66.99,67.66,12.66,5.10
324,780.00,12.94,548.00,12.94,66.99,67.66,12.64,4.23
327,776.00,12.94,554.00,12.94,66.88,67.55,12.61,3.52
330,724.00,12.94,492.00,12.94,66.99,67.55,12.59,3.58
333,718.00,12.94,484.00,12.94,66.88,67.66,12.56,3.53
336,720.00,12.95,540.00,12.94,66.99,67.66,12.54,3.62
339,786.00,12.95,554.00,12.94,66.88,67.55,12.51,3.02
342,714.00,12.94,492.00,12.94,66.88,67.55,12.49,2.55
345,718.00,12.94,484.00,12.94,66.99,67.55,12.47,2.32
348,790.00,12.95,550.00,12.94,66.99,67.55,12.44,1.84
351,718.00,12.95,482.00,12.94,67.10,67.66,12.42,1.61
354,714.00,12.94,484.00,12.94,66.99,67.66,12.39,1.31
357,776.00,12.94,544.00,12.94,66.99,67.55,12.37,1.20
360,712.00,12.94,478.00,12.94,66.99,67.55,12.34,1.02
363,718.00,12.95,478.00,12.94,67.10,67.55,12.32,1.09
366,784.00,12.94,548.00,12.94,67.10,67.55,12.29,0.90
369,720.00,12.94,488.00,12.94,67.10,67.55,12.26,1.00
372,728.00,12.95,482.00,12.94,67.10,67.55,12.24,1.10
375,784.00,12.95,548.00,12.94,67.10,67.44,12.22,2.25
378,718.00,12.95,482.00,12.94,67.10,67.66,12.19,1.95
381,776.00,12.94,550.00,12.94,67.10,67.55,12.17,1.40
384,780.00,12.94,548.00,12.94,66.99,67.55,12.14,1.33
387,714.00,12.95,482.00,12.94,67.10,67.55,12.11,3.26
390,730.00,12.94,488.00,12.94,66.99,67.55,12.09,3.34
393,780.00,12.94,550.00,12.94,66.99,67.55,12.06,5.02
396,718.00,12.94,488.00,12.94,66.99,67.55,12.04,4.58
399,792.00,12.94,548.00,12.93,66.99,67.55,12.01,4.71
402,780.00,12.94,548.00,12.94,66.99,67.55,11.99,3.85
405,784.00,12.94,550.00,12.94,66.99,67.55,11.96,3.84
408,720.00,12.95,498.00,12.94,66.99,67.55,11.94,4.05
411,780.00,12.95,550.00,12.94,66.99,67.55,11.92,4.42
414,792.00,12.94,548.00,12.94,66.99,67.55,11.88,3.99
417,796.00,12.94,548.00,12.94,66.99,67.55,11.85,7.12
420,728.00,12.94,484.00,12.94,66.99,67.55,11.84,7.41
423,786.00,12.94,558.00,12.94,66.99,67.55,11.81,5.90
426,724.00,12.94,488.00,12.94,67.10,67.44,11.79,5.22
429,780.00,12.94,544.00,12.94,67.10,67.55,11.76,3.68
432,720.00,12.94,492.00,12.94,67.10,67.55,11.74,2.98
435,730.00,12.94,502.00,12.94,67.10,67.55,11.72,3.20
438,718.00,12.94,488.00,12.94,66.99,67.44,11.69,3.35
441,792.00,12.94,544.00,12.94,67.10,67.44,11.67,2.66
444,730.00,12.94,488.00,12.94,66.99,67.44,11.65,2.03
447,718.00,12.94,488.00,12.94,66.99,67.44,11.62,2.72
450,728.00,12.94,488.00,12.94,67.10,67.55,11.60,2.73
453,802.00,12.94,548.00,12.93,67.10,67.55,11.57,3.46
456,720.00,12.94,478.00,12.94,67.10,67.55,11.55,3.05
459,728.00,12.94,482.00,12.94,67.10,67.44,11.52,2.55
462,796.00,12.94,558.00,12.94,67.10,67.44,11.49,3.01
465,720.00,12.95,488.00,12.94,67.10,67.44,11.47,2.74
468,724.00,12.94,484.00,12.94,66.99,67.55,11.45,3.55
471,792.00,12.94,540.00,12.94,66.99,67.55,11.42,3.15
474,784.00,12.94,540.00,12.94,66.99,67.55,11.40,2.77
477,730.00,12.94,482.00,12.94,66.88,67.44,11.38,4.06
480,734.00,12.94,488.00,12.94,66.88,67.44,11.35,2.81
483,792.00,12.94,548.00,12.94,66.88,67.55,11.32,3.31
486,730.00,12.94,478.00,12.94,66.88,67.55,11.30,3.02
489,796.00,12.94,548.00,12.94,66.88,67.44,11.27,2.61
492,728.00,12.94,494.00,12.94,66.88,67.44,11.25,2.41
495,786.00,12.94,550.00,12.94,66.88,67.44,11.22,3.68
498,800.00,12.94,554.00,12.94,66.88,67.44,11.20,4.17
501,730.00,12.94,478.00,12.94,66.88,67.44,11.17,3.27
504,786.00,12.94,550.00,12.94,66.88,67.44,11.15,3.83
507,734.00,12.94,488.00,12.94,66.88,67.44,11.12,4.25
510,720.00,12.94,484.00,12.94,66.88,67.44,11.11,3.55
513,728.00,12.94,488.00,12.94,66.88,67.44,11.08,2.92
516,796.00,12.94,544.00,12.94,66.88,67.44,11.05,3.39
519,790.00,12.94,548.00,12.93,66.88,67.44,11.03,3.62
522,796.00,12.94,548.00,12.94,66.76,67.32,11.00,3.85
525,734.00,12.94,492.00,12.93,66.88,67.44,10.98,3.65
528,796.00,12.94,548.00,12.94,66.88,67.44,10.96,3.65
531,728.00,12.94,478.00,12.94,66.88,67.32,10.93,4.98
534,790.00,12.94,550.00,12.93,66.88,67.32,10.90,4.42
537,802.00,12.94,482.00,12.94,66.76,67.44,10.88,4.54
540,734.00,12.94,484.00,12.93,66.88,67.32,10.86,3.57
543,796.00,12.94,554.00,12.93,66.76,67.32,10.84,2.94
546,730.00,12.94,484.00,12.94,66.88,67.44,10.81,3.72
549,792.00,12.94,550.00,12.93,66.88,67.32,10.78,5.30
552,792.00,12.94,540.00,12.93,66.88,67.32,10.76,4.85
555,734.00,12.94,484.00,12.94,66.88,67.44,10.73,4.55
558,748.00,12.94,492.00,12.94,66.88,67.32,10.71,4.62
561,796.00,12.94,550.00,12.93,66.99,67.32,10.69,4.25
564,734.00,12.94,484.00,12.93,66.99,67.32,10.66,3.87
567,796.00,12.94,540.00,12.93,66.99,67.44,10.64,3.30
570,790.00,12.94,548.00,12.93,66.88,67.44,10.62,3.30
573,730.00,12.94,484.00,12.94,66.88,67.44,10.59,5.44
576,738.00,12.94,488.00,12.94,66.88,67.44,10.57,3.90
579,792.00,12.94,558.00,12.93,66.88,67.44,10.54,3.06
582,790.00,12.93,540.00,12.93,66.88,67.44,10.52,3.59
585,730.00,12.94,484.00,12.93,66.88,67.32,10.50,3.59
588,738.00,12.93,482.00,12.93,66.88,67.44,10.47,3.25
591,730.00,12.94,484.00,12.94,66.76,67.44,10.44,3.35
594,738.00,12.94,492.00,12.94,66.76,67.44,10.42,3.48
597,738.00,12.94,488.00,12.94,66.76,67.44,10.39,4.01
600,730.00,12.94,488.00,12.94,66.76,67.32,10.36,3.41
603,724.00,12.94,478.00,12.93,66.76,67.44,10.35,3.69
606,740.00,12.94,478.00,12.93,66.88,67.44,10.33,4.07
609,810.00,12.94,550.00,12.93,66.76,67.32,10.30,5.08
612,734.00,12.94,492.00,12.94,66.88,67.32,10.28,5.40
615,796.00,12.93,558.00,12.94,66.76,67.32,10.26,5.36
618,806.00,12.94,548.00,12.93,66.88,67.44,10.24,4.57
621,796.00,12.94,544.00,12.93,66.99,67.44,10.21,3.72
624,730.00,12.94,482.00,12.93,66.88,67.44,10.19,3.03
627,738.00,12.93,488.00,12.93,66.88,67.32,10.16,3.82
630,748.00,12.94,492.00,12.93,66.88,67.32,10.14,5.16
633,740.00,12.94,484.00,12.93,66.88,67.32,10.11,4.44
636,796.00,12.94,548.00,12.93,66.88,67.44,10.09,2.74
639,806.00,12.94,548.00,12.93,66.99,67.32,10.06,6.37
642,806.00,12.93,540.00,12.93,66.88,67.44,10.04,6.28
645,730.00,12.94,484.00,12.93,66.99,67.44,10.02,5.23
648,738.00,12.94,484.00,12.93,66.99,67.32,9.99,5.89
651,816.00,12.94,550.00,12.93,67.10,67.32,9.97,5.14
654,734.00,12.94,492.00,12.93,66.99,67.32,9.93,4.09
657,800.00,12.94,548.00,12.93,66.99,67.32,9.91,5.20
660,750.00,12.94,482.00,12.93,66.99,67.32,9.89,6.85
663,748.00,12.94,478.00,12.93,66.99,67.32,9.87,6.45
666,734.00,12.94,484.00,12.93,67.10,67.32,9.85,5.13
669,800.00,12.93,560.00,12.93,67.10,67.32,9.83,3.54
672,748.00,12.94,484.00,12.93,67.10,67.32,9.80,4.40
675,806.00,12.93,550.00,12.93,67.10,67.32,9.78,6.07
678,734.00,12.94,478.00,12.93,67.10,67.32,9.76,5.60
681,744.00,12.94,478.00,12.93,66.99,67.44,9.73,5.74
684,744.00,12.94,482.00,12.93,67.10,67.32,9.71,4.60
687,744.00,12.94,478.00,12.93,67.10,67.32,9.69,3.00
690,800.00,12.93,548.00,12.93,67.10,67.32,9.67,3.13
693,800.00,12.93,558.00,12.93,67.10,67.32,9.64,3.55
696,754.00,12.94,488.00,12.93,67.21,67.32,9.62,3.40
699,802.00,12.94,538.00,12.93,67.21,67.32,9.59,3.96
702,748.00,12.94,484.00,12.93,67.21,67.32,9.57,4.25
705,748.00,12.93,476.00,12.93,67.10,67.32,9.55,5.41
708,820.00,12.94,548.00,12.93,67.10,67.21,9.53,6.43
711,734.00,12.94,498.00,12.93,67.10,67.21,9.50,5.09
714,740.00,12.93,492.00,12.94,67.10,67.32,9.48,3.70
717,754.00,12.94,484.00,12.93,67.10,67.32,9.46,3.60
720,748.00,12.93,476.00,12.93,67.10,67.21,9.43,3.81
723,750.00,12.93,488.00,12.93,66.99,67.21,9.40,4.98
726,802.00,12.93,548.00,12.93,66.99,67.21,9.38,6.14
729,754.00,12.93,484.00,12.93,67.10,67.21,9.36,4.51
732,754.00,12.94,484.00,12.93,67.10,67.32,9.35,5.80
735,770.00,12.93,560.00,12.93,66.99,67.32,9.31,5.25
738,738.00,12.93,488.00,12.93,66.99,67.32,9.29,4.69
741,754.00,12.94,488.00,12.93,67.10,67.21,9.26,5.51
744,810.00,12.93,548.00,12.93,67.10,67.21,9.24,3.93
747,802.00,12.94,544.00,12.93,67.10,67.21,9.21,3.78
750,810.00,12.93,540.00,12.93,67.10,67.32,9.19,3.14
753,750.00,12.93,482.00,12.93,66.99,67.21,9.17,4.89
756,812.00,12.93,550.00,12.93,66.99,67.21,9.15,4.07
759,750.00,12.93,482.00,12.93,66.99,67.21,9.11,3.75
762,802.00,12.93,558.00,12.92,66.99,67.21,9.10,3.44
765,816.00,12.94,548.00,12.93,66.99,67.21,9.07,3.10
768,812.00,12.93,544.00,12.93,66.99,67.32,9.05,2.92
771,744.00,12.93,478.00,12.93,66.99,67.21,9.02,3.63
774,748.00,12.93,478.00,12.93,66.88,67.21,9.00,3.97
777,750.00,12.93,482.00,12.93,66.99,67.32,8.97,4.31
780,748.00,12.93,494.00,12.93,66.88,67.32,8.94,4.09
783,748.00,12.93,484.00,12.93,66.88,67.21,8.93,3.95
786,748.00,12.93,484.00,12.93,66.88,67.21,8.90,4.26
789,812.00,12.93,560.00,12.93,66.99,67.21,8.88,4.06
792,750.00,12.93,484.00,12.93,66.99,67.21,8.86,3.36
795,740.00,12.93,484.00,12.93,66.99,67.21,8.82,3.15
798,744.00,12.93,482.00,12.93,66.99,67.21,8.80,3.22
801,748.00,12.93,482.00,12.93,66.99,67.21,8.78,2.12
804,812.00,12.93,550.00,12.92,66.99,67.21,8.75,2.77
807,744.00,12.93,488.00,12.93,66.88,67.21,8.73,3.03
810,748.00,12.93,484.00,12.93,66.88,67.32,8.71,2.45
813,812.00,12.93,548.00,12.93,66.88,67.21,8.69,2.25
816,812.00,12.93,540.00,12.92,66.88,67.21,8.66,1.61
819,806.00,12.93,538.00,12.93,66.76,67.21,8.64,1.96
822,810.00,12.93,540.00,12.93,66.76,67.21,8.61,2.39
825,754.00,12.93,478.00,12.93,66.76,67.21,8.59,2.61
828,820.00,12.93,492.00,12.93,66.76,67.21,8.57,3.01
831,816.00,12.93,558.00,12.92,66.76,67.21,8.54,2.85
834,812.00,12.93,560.00,12.93,66.76,67.21,8.51,3.61
837,740.00,12.93,494.00,12.93,66.76,67.21,8.49,3.29
840,754.00,12.93,484.00,12.93,66.76,67.21,8.47,3.05
843,816.00,12.93,550.00,12.92,66.76,67.21,8.45,2.46
846,750.00,12.93,478.00,12.93,66.76,67.21,8.42,2.19
849,800.00,12.93,544.00,12.93,66.76,67.21,8.39,2.71
852,816.00,12.93,544.00,12.92,66.65,67.21,8.37,3.02
855,760.00,12.93,484.00,12.93,66.76,67.10,8.34,6.02
858,760.00,12.93,488.00,12.93,66.76,67.21,8.32,4.89
861,744.00,12.93,492.00,12.93,66.76,67.21,8.30,5.80
864,806.00,12.93,558.00,12.93,66.76,67.21,8.28,4.83
867,820.00,12.93,554.00,12.92,66.65,67.21,8.25,4.87
870,756.00,12.93,494.00,12.93,66.65,67.21,8.23,5.04
873,812.00,12.93,550.00,12.92,66.76,67.21,8.21,4.97
876,810.00,12.93,544.00,12.92,66.76,67.21,8.18,3.86
879,750.00,12.93,478.00,12.93,66.76,67.21,8.16,3.17
882,822.00,12.93,544.00,12.92,66.76,67.10,8.13,3.48
885,820.00,12.93,544.00,12.92,66.76,67.21,8.11,3.21
888,750.00,12.93,488.00,12.92,66.88,67.21,8.09,2.75
891,812.00,12.93,560.00,12.92,66.88,67.10,8.06,2.08
894,816.00,12.93,554.00,12.92,66.76,67.21,8.04,3.35
897,820.00,12.93,548.00,12.92,66.76,67.10,8.01,3.24
900,756.00,12.93,482.00,12.92,66.88,67.10,7.99,2.42
903,806.00,12.93,548.00,12.92,66.76,67.21,7.96,4.38
906,812.00,12.93,544.00,12.93,66.76,67.21,7.94,3.07
909,760.00,12.93,478.00,12.92,66.76,67.10,7.91,4.24
912,764.00,12.93,478.00,12.93,66.76,67.21,7.89,4.62
915,750.00,12.93,488.00,12.93,66.76,67.21,7.86,7.03
918,750.00,12.93,482.00,12.93,66.76,67.10,7.82,6.23
921,750.00,12.93,498.00,12.93,66.76,67.10,7.81,6.23
924,830.00,12.93,560.00,12.92,66.88,67.10,7.78,5.65
927,760.00,12.93,488.00,12.92,66.88,67.10,7.76,5.30
930,754.00,12.93,492.00,12.92,66.88,67.21,7.74,3.83
933,750.00,12.93,488.00,12.93,66.76,67.10,7.71,3.79
936,812.00,12.93,540.00,12.92,66.88,67.10,7.68,4.77
939,826.00,12.93,544.00,12.92,66.88,67.21,7.66,4.62
942,812.00,12.93,540.00,12.92,66.88,67.21,7.64,3.83
945,812.00,12.93,550.00,12.92,66.88,67.10,7.61,3.77
948,822.00,12.93,548.00,12.92,66.88,67.10,7.59,2.94
951,816.00,12.93,550.00,12.92,66.88,67.10,7.57,2.69
954,760.00,12.93,488.00,12.92,66.76,67.10,7.54,2.32
957,756.00,12.93,492.00,12.92,66.65,67.21,7.52,2.91
960,754.00,12.93,494.00,12.93,66.76,67.10,7.49,2.85
963,756.00,12.93,494.00,12.92,66.76,67.10,7.47,5.11
966,756.00,12.93,488.00,12.92,66.76,67.10,7.44,5.80
969,774.00,12.93,488.00,12.92,66.76,67.10,7.41,6.08
972,754.00,12.93,482.00,12.93,66.88,67.10,7.38,6.95
975,822.00,12.93,548.00,12.92,66.88,67.10,7.36,7.27
978,822.00,12.93,548.00,12.92,66.88,66.99,7.33,5.29
981,760.00,12.93,478.00,12.92,66.88,67.10,7.31,6.05
984,764.00,12.93,476.00,12.92,66.99,67.10,7.28,4.61
987,820.00,12.93,550.00,12.92,66.99,67.10,7.26,5.91
990,826.00,12.93,554.00,12.92,66.88,67.10,7.23,7.81
993,764.00,12.93,488.00,12.92,66.99,67.10,7.21,5.85
996,830.00,12.93,554.00,12.92,67.10,67.10,7.18,5.23
999,766.00,12.93,494.00,12.92,67.10,66.99,7.15,3.94
1002,760.00,12.93,488.00,12.92,67.21,66.99,7.13,3.50
1005,756.00,12.93,488.00,12.92,67.10,66.99,7.10,3.52
1008,816.00,12.93,548.00,12.92,67.21,66.99,7.08,3.11
1011,756.00,12.93,484.00,12.92,67.10,67.10,7.05,3.16
1014,770.00,12.93,482.00,12.92,67.10,66.99,7.02,2.42
1017,830.00,12.93,550.00,12.92,67.10,66.99,6.99,1.83
1020,816.00,12.93,544.00,12.92,67.10,66.99,6.96,2.49
1023,820.00,12.93,544.00,12.92,67.21,66.99,6.93,3.67
1026,826.00,12.93,540.00,12.92,67.10,66.99,6.90,4.20
1029,770.00,12.93,482.00,12.92,67.21,66.99,6.88,3.49
1032,764.00,12.93,484.00,12.92,67.10,66.99,6.85,4.79
1035,822.00,12.93,558.00,12.92,67.10,66.99,6.82,4.42
1038,822.00,12.93,558.00,12.92,66.99,66.99,6.79,5.08
1041,756.00,12.93,482.00,12.92,66.99,66.99,6.76,4.92
1044,764.00,12.93,494.00,12.92,66.88,66.99,6.72,4.18
1047,774.00,12.93,494.00,12.92,66.88,66.99,6.70,3.63
1050,770.00,12.93,488.00,12.92,66.88,66.99,6.66,3.21
1053,822.00,12.93,548.00,12.92,66.88,66.99,6.63,2.94
1056,764.00,12.93,488.00,12.92,66.88,66.99,6.60,3.22
1059,756.00,12.93,482.00,12.92,66.88,66.99,6.57,2.53
1062,764.00,12.93,484.00,12.92,66.88,66.99,6.54,2.51
1065,766.00,12.93,478.00,12.92,66.88,66.99,6.51,2.95
1068,774.00,12.93,482.00,12.92,66.88,66.99,6.48,2.32
1071,756.00,12.93,482.00,12.92,66.88,66.99,6.45,2.02
1074,754.00,12.93,478.00,12.92,66.76,66.99,6.42,2.12
1077,764.00,12.93,482.00,12.92,66.76,66.99,6.38,1.81
1080,830.00,12.93,550.00,12.92,66.65,66.99,6.35,1.50
1083,830.00,12.93,550.00,12.92,66.65,66.99,6.32,1.40
1086,784.00,12.93,488.00,12.92,66.65,66.88,6.28,2.15
1089,760.00,12.93,484.00,12.92,66.65,66.99,6.25,2.89
1092,756.00,12.93,482.00,12.92,66.65,66.88,6.22,2.34
1095,760.00,12.93,482.00,12.92,66.54,66.99,6.19,2.64
1098,766.00,12.93,488.00,12.92,66.65,66.99,6.16,2.91
1101,770.00,12.93,484.00,12.92,66.54,66.99,6.12,2.97
1104,764.00,12.93,484.00,12.92,66.54,66.99,6.09,2.45
1107,764.00,12.93,482.00,12.92,66.65,66.99,6.06,2.04
1110,760.00,12.93,478.00,12.92,66.65,66.88,6.03,1.73
1113,764.00,12.93,482.00,12.92,66.54,66.99,6.00,1.60
1116,836.00,12.93,548.00,12.92,66.65,66.99,5.97,1.20
1120,832.00,12.93,544.00,12.92,66.65,66.99,5.93,1.10
1123,764.00,12.93,482.00,12.92,66.65,66.99,5.90,2.10
1126,822.00,12.93,544.00,12.92,66.65,66.99,5.86,1.98
1129,764.00,12.93,488.00,12.92,66.65,66.99,5.83,3.43
1132,764.00,12.93,478.00,12.92,66.65,66.99,5.80,3.48
1135,836.00,12.93,550.00,12.92,66.54,66.99,5.77,3.14
1138,780.00,12.93,488.00,12.92,66.54,66.88,5.73,2.94
1141,836.00,12.93,554.00,12.92,66.54,66.88,5.70,2.71
1144,770.00,12.93,494.00,12.92,66.54,66.88,5.67,3.09
1147,826.00,12.93,550.00,12.92,66.65,66.88,5.64,2.74
1150,832.00,12.93,560.00,12.92,66.54,66.88,5.61,3.06
1153,780.00,12.93,488.00,12.92,66.54,66.88,5.58,3.33
1156,774.00,12.93,488.00,12.92,66.65,66.88,5.55,3.03
1159,780.00,12.93,488.00,12.92,66.65,66.88,5.51,2.09
1162,826.00,12.93,548.00,12.92,66.65,66.99,5.48,1.78
1165,766.00,12.93,488.00,12.92,66.65,66.99,5.45,2.73
1168,830.00,12.93,548.00,12.92,66.65,66.88,5.42,2.95
1171,838.00,12.93,544.00,12.92,66.65,66.99,5.39,3.13
1174,780.00,12.93,476.00,12.92,66.65,66.99,5.35,3.00
1177,774.00,12.93,478.00,12.92,66.54,66.88,5.33,2.13
1180,836.00,12.93,550.00,12.92,66.54,66.88,5.30,2.19
1183,830.00,12.93,550.00,12.92,66.65,66.88,5.26,2.35
1186,766.00,12.92,476.00,12.92,66.65,66.88,5.23,1.93
1189,770.00,12.93,482.00,12.92,66.65,66.88,5.20,3.19
1192,842.00,12.93,538.00,12.92,66.65,66.88,5.17,3.77
1195,846.00,12.93,548.00,12.92,66.65,66.76,5.14,5.19
1198,766.00,12.93,484.00,12.92,66.54,66.88,5.11,4.68
1201,832.00,12.92,554.00,12.92,66.65,66.88,5.08,4.42
1204,766.00,12.93,482.00,12.92,66.65,66.88,5.05,4.10
1207,744.00,12.93,484.00,12.92,66.65,66.88,5.02,4.38
1210,734.00,12.93,484.00,12.92,66.76,66.88,4.98,3.07
1213,738.00,12.93,484.00,12.92,66.76,66.76,4.95,2.84
