# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[Main], DS18 Temp(F)[Batt], Light (%), Wind Speed
3,630.00,12.33,540.00,12.32,60.35,55.74,56.99,1.62
6,602.00,12.31,538.00,12.30,60.35,55.85,57.01,1.31
9,540.00,12.28,476.00,12.28,60.46,55.85,57.04,1.27
12,538.00,12.26,476.00,12.26,60.35,55.74,57.06,1.12
15,530.00,12.24,468.00,12.24,60.35,55.74,57.14,1.00
18,600.00,12.22,534.00,12.22,60.35,55.74,57.22,1.00
21,534.00,12.21,476.00,12.20,60.35,55.74,57.31,0.93
24,524.00,12.20,476.00,12.20,60.35,55.85,57.40,0.93
27,594.00,12.18,540.00,12.18,60.35,55.85,57.50,0.80
30,534.00,12.18,478.00,12.17,60.35,55.85,57.56,1.09
33,590.00,12.15,540.00,12.15,60.46,55.85,57.69,1.52
36,528.00,12.14,476.00,12.14,60.46,55.85,57.78,1.53
39,528.00,12.13,472.00,12.13,60.35,55.85,57.83,1.50
42,528.00,12.12,472.00,12.12,60.35,55.85,57.95,2.19
45,590.00,12.11,544.00,12.10,60.35,55.85,58.01,2.37
48,522.00,12.10,476.00,12.10,60.46,55.85,58.05,2.31
51,584.00,12.08,540.00,12.08,60.46,55.85,58.14,1.81
54,524.00,12.08,472.00,12.08,60.46,55.96,58.15,1.53
57,580.00,12.07,534.00,12.06,60.35,55.85,58.26,1.71
60,580.00,12.06,538.00,12.05,60.35,55.85,58.33,2.26
63,522.00,12.05,476.00,12.04,60.46,55.96,58.36,2.91
66,580.00,12.04,540.00,12.03,60.35,55.85,58.49,2.20
69,522.00,12.03,468.00,12.03,60.35,55.85,58.59,2.31
72,514.00,12.02,472.00,12.02,60.35,55.96,58.65,2.39
75,580.00,12.01,540.00,12.01,60.46,55.85,58.77,4.43
78,580.00,12.00,544.00,12.00,60.46,55.85,58.90,5.78
81,584.00,11.99,534.00,11.99,60.46,55.96,58.93,6.15
84,576.00,11.98,528.00,11.98,60.35,55.96,58.96,5.62
87,580.00,11.97,544.00,11.96,60.57,55.96,59.07,5.08
90,512.00,11.97,478.00,11.96,60.46,55.96,59.14,4.74
93,508.00,11.96,468.00,11.96,60.46,55.96,59.17,4.93
96,508.00,11.95,476.00,11.94,60.46,55.96,59.27,4.23
99,570.00,11.94,538.00,11.93,60.35,55.96,59.34,4.41
102,512.00,11.92,476.00,11.92,60.35,55.96,59.33,4.82
105,504.00,11.92,468.00,11.92,60.35,56.07,59.43,4.18
108,554.00,11.92,544.00,11.91,60.35,55.96,59.51,4.08
111,570.00,11.89,538.00,11.89,60.35,55.96,59.56,3.34
114,502.00,11.90,468.00,11.89,60.35,55.96,59.62,4.84
117,504.00,11.89,472.00,11.88,60.35,55.96,59.72,3.66
120,494.00,11.88,478.00,11.87,60.24,55.96,59.76,3.46
123,502.00,11.87,472.00,11.86,60.35,56.07,59.85,4.85
126,558.00,11.85,538.00,11.84,60.35,56.07,59.92,4.15
129,560.00,11.84,548.00,11.83,60.24,55.96,60.01,3.34
132,498.00,11.84,468.00,11.83,60.24,55.96,60.08,4.13
135,560.00,11.82,534.00,11.81,60.35,56.07,60.07,4.63
138,502.00,11.82,476.00,11.82,60.24,55.96,60.24,5.71
141,558.00,11.80,530.00,11.80,60.24,56.07,60.25,4.79
144,494.00,11.80,472.00,11.80,60.24,56.07,60.32,5.14
147,548.00,11.78,472.00,11.78,60.13,56.07,60.40,4.62
150,492.00,11.78,472.00,11.78,60.24,56.07,60.46,5.41
153,554.00,11.77,540.00,11.77,60.35,56.07,60.55,4.49
156,488.00,11.77,468.00,11.77,60.24,55.96,60.63,3.92
159,492.00,11.76,476.00,11.76,60.35,56.07,60.70,3.05
162,548.00,11.74,540.00,11.74,60.35,56.07,60.75,4.38
165,478.00,11.74,466.00,11.74,60.24,56.07,60.84,4.18
168,548.00,11.73,540.00,11.72,60.35,56.07,60.92,3.82
171,544.00,11.71,534.00,11.71,60.24,56.07,60.96,3.94
174,540.00,11.72,538.00,11.71,60.24,56.07,60.97,3.23
177,478.00,11.72,476.00,11.71,60.24,56.07,61.08,3.65
180,538.00,11.70,540.00,11.69,60.35,56.19,61.07,4.32
183,538.00,11.69,530.00,11.69,60.24,56.07,61.19,3.54
186,550.00,11.68,540.00,11.68,60.24,56.07,61.24,3.11
189,538.00,11.68,534.00,11.67,60.35,56.19,61.28,2.89
192,472.00,11.68,476.00,11.68,60.35,56.19,61.29,2.23
195,540.00,11.66,530.00,11.66,60.24,56.19,61.35,1.60
198,530.00,11.66,538.00,11.65,60.24,56.19,61.40,2.24
201,530.00,11.66,530.00,11.65,60.24,56.07,61.44,3.01
204,534.00,11.64,540.00,11.64,60.24,56.07,61.56,2.17
207,472.00,11.65,472.00,11.65,60.24,56.19,61.65,2.32
210,462.00,11.65,478.00,11.65,60.35,56.07,61.80,3.31
213,468.00,11.65,462.00,11.64,60.35,56.19,61.82,4.12
216,534.00,11.63,538.00,11.63,60.35,56.19,61.90,4.31
219,528.00,11.63,524.00,11.63,60.35,56.19,61.99,3.74
222,466.00,11.63,472.00,11.63,60.24,56.19,62.04,3.24
225,458.00,11.63,468.00,11.63,60.24,56.19,62.08,3.78
228,468.00,11.63,476.00,11.63,60.24,56.19,62.12,3.82
231,462.00,11.63,472.00,11.62,60.24,56.19,62.17,2.91
234,524.00,11.61,534.00,11.60,60.24,56.19,62.25,4.13
237,458.00,11.62,472.00,11.62,60.24,56.19,62.28,3.03
240,462.00,11.61,468.00,11.60,60.35,56.07,62.31,3.42
243,524.00,11.59,534.00,11.58,60.24,56.19,62.34,3.25
246,462.00,11.60,472.00,11.60,60.13,56.19,62.42,3.38
249,452.00,11.61,468.00,11.60,60.24,56.19,62.53,4.15
252,458.00,11.60,472.00,11.60,60.13,56.19,62.51,5.88
255,462.00,11.60,468.00,11.59,60.13,56.19,62.58,5.55
258,456.00,11.59,472.00,11.58,60.13,56.19,62.66,4.20
261,452.00,11.60,472.00,11.60,60.13,56.19,62.79,2.75
264,508.00,11.58,530.00,11.57,60.13,56.19,62.86,3.73
267,512.00,11.57,540.00,11.57,60.24,56.07,62.86,4.66
270,448.00,11.58,468.00,11.58,60.13,56.19,62.94,4.95
273,452.00,11.58,472.00,11.58,60.13,56.19,63.03,5.35
276,456.00,11.58,472.00,11.58,60.24,56.19,63.04,5.33
279,448.00,11.59,468.00,11.58,60.13,56.19,63.19,4.48
282,442.00,11.57,472.00,11.57,60.13,56.19,63.23,5.28
285,442.00,11.58,476.00,11.58,60.13,56.19,63.31,4.92
288,504.00,11.56,530.00,11.56,60.13,56.19,63.37,4.63
291,448.00,11.57,472.00,11.56,60.13,56.19,63.45,5.10
294,508.00,11.57,538.00,11.56,60.13,56.30,63.49,4.64
297,442.00,11.56,468.00,11.56,60.01,56.19,63.56,4.53
300,504.00,11.56,530.00,11.56,60.13,56.19,63.61,3.74
303,436.00,11.58,476.00,11.57,60.13,56.19,63.66,3.96
306,436.00,11.56,466.00,11.56,60.13,56.19,63.69,3.78
309,492.00,11.56,528.00,11.55,60.24,56.30,63.75,3.17
312,498.00,11.56,538.00,11.55,60.13,56.19,63.81,3.94
315,430.00,11.58,472.00,11.57,60.01,56.19,63.95,3.30
318,436.00,11.57,466.00,11.56,60.13,56.19,64.00,3.85
321,442.00,11.57,476.00,11.56,60.13,56.19,64.04,3.45
324,494.00,11.56,540.00,11.55,60.24,56.30,64.12,3.04
327,432.00,11.57,468.00,11.56,60.24,56.19,64.19,2.82
330,488.00,11.56,534.00,11.56,60.24,56.30,64.24,2.49
333,426.00,11.58,472.00,11.57,60.24,56.19,64.34,2.73
336,426.00,11.57,472.00,11.57,60.13,56.30,64.40,2.13
339,420.00,11.58,462.00,11.57,60.13,56.30,64.41,2.12
342,484.00,11.56,530.00,11.55,60.13,56.19,64.46,1.80
345,422.00,11.57,476.00,11.57,60.01,56.19,64.52,2.64
348,422.00,11.57,468.00,11.57,60.13,56.30,64.60,3.16
351,426.00,11.57,468.00,11.57,60.01,56.30,64.62,3.01
354,492.00,11.56,534.00,11.56,60.13,56.30,64.67,3.14
357,492.00,11.56,538.00,11.56,60.13,56.30,64.72,2.13
360,422.00,11.58,468.00,11.57,60.13,56.30,64.79,1.41
363,484.00,11.55,530.00,11.54,60.01,56.30,64.86,2.89
366,484.00,11.56,530.00,11.55,60.01,56.41,64.94,4.10
369,482.00,11.56,538.00,11.56,60.01,56.30,65.00,4.53
372,484.00,11.56,534.00,11.56,59.90,56.30,65.02,3.77
375,412.00,11.58,468.00,11.57,59.90,56.30,65.13,2.84
378,412.00,11.57,466.00,11.57,59.90,56.30,65.19,5.18
381,406.00,11.58,476.00,11.57,59.79,56.30,65.23,5.85
384,472.00,11.57,540.00,11.56,59.90,56.30,65.30,4.10
387,410.00,11.57,468.00,11.56,59.79,56.30,65.40,6.42
390,476.00,11.56,534.00,11.56,59.79,56.30,65.48,6.66
393,406.00,11.58,472.00,11.57,59.90,56.30,65.40,5.95
396,410.00,11.58,476.00,11.58,59.90,56.30,65.59,5.66
399,462.00,11.57,538.00,11.57,59.79,56.30,65.61,4.83
402,404.00,11.58,472.00,11.58,59.79,56.30,65.66,4.29
405,462.00,11.58,530.00,11.57,59.90,56.30,65.61,5.78
408,396.00,11.58,476.00,11.58,59.79,56.30,65.73,5.95
411,462.00,11.57,484.00,11.57,59.90,56.30,65.77,6.63
414,462.00,11.57,548.00,11.56,59.90,56.30,65.72,6.38
417,400.00,11.58,478.00,11.58,59.90,56.30,65.84,6.55
420,400.00,11.59,468.00,11.59,60.01,56.41,65.99,5.61
423,456.00,11.58,530.00,11.58,60.01,56.41,66.09,4.51
426,396.00,11.58,472.00,11.58,60.01,56.30,66.12,5.80
429,204.00,11.59,484.00,11.59,60.01,56.30,66.20,5.62
432,390.00,11.60,476.00,11.59,60.01,56.30,66.22,5.37
435,394.00,11.59,476.00,11.59,60.01,56.30,66.27,7.14
438,390.00,11.60,468.00,11.59,59.90,56.30,66.29,5.90
441,452.00,11.58,530.00,11.58,60.01,56.30,66.42,6.11
444,386.00,11.60,468.00,11.60,60.01,56.30,66.47,4.34
447,394.00,11.60,476.00,11.60,60.01,56.30,66.48,3.86
450,394.00,11.60,476.00,11.59,60.13,56.30,66.50,4.89
453,448.00,11.59,544.00,11.58,60.13,56.30,66.52,5.39
456,390.00,11.61,468.00,11.60,60.13,56.30,66.60,4.98
459,390.00,11.60,472.00,11.60,60.24,56.30,66.66,5.09
462,448.00,11.61,534.00,11.60,60.13,56.30,66.76,3.75
465,446.00,11.61,534.00,11.60,60.13,56.41,66.77,3.56
468,448.00,11.61,538.00,11.60,60.13,56.41,66.85,4.11
471,442.00,11.62,538.00,11.62,60.13,56.41,66.97,3.65
474,442.00,11.63,540.00,11.62,60.01,56.30,67.08,4.72
477,442.00,11.62,528.00,11.62,60.13,56.30,67.07,3.87
480,436.00,11.63,534.00,11.62,60.13,56.41,67.14,3.55
483,380.00,11.64,466.00,11.64,60.13,56.30,67.10,3.17
486,370.00,11.65,472.00,11.64,60.13,56.30,67.20,2.96
489,374.00,11.64,478.00,11.64,60.13,56.41,67.41,4.64
492,430.00,11.64,538.00,11.63,60.13,56.30,67.38,3.66
495,368.00,11.66,478.00,11.65,60.13,56.30,67.46,2.39
498,368.00,11.64,472.00,11.64,60.13,56.41,67.53,4.24
501,430.00,11.64,530.00,11.64,60.13,56.41,67.53,5.49
504,422.00,11.64,530.00,11.64,60.24,56.41,67.57,5.75
507,364.00,11.65,468.00,11.65,60.13,56.41,67.60,6.14
510,358.00,11.66,472.00,11.66,60.24,56.41,67.67,5.56
513,364.00,11.66,472.00,11.66,60.24,56.41,67.76,6.17
516,364.00,11.67,472.00,11.67,60.24,56.41,67.78,6.04
519,364.00,11.66,476.00,11.66,60.24,56.41,67.88,5.31
522,368.00,11.66,478.00,11.66,60.35,56.41,67.94,4.68
525,430.00,11.67,540.00,11.66,60.35,56.41,68.02,5.60
528,426.00,11.66,538.00,11.66,60.35,56.41,68.09,5.52
531,358.00,11.68,472.00,11.68,60.35,56.41,68.21,4.57
534,412.00,11.67,530.00,11.66,60.35,56.41,68.31,4.04
537,350.00,11.70,466.00,11.70,60.35,56.41,68.35,3.34
540,348.00,11.70,476.00,11.70,60.35,56.41,68.39,3.72
543,344.00,11.70,476.00,11.70,60.35,56.41,68.51,3.39
546,348.00,11.71,472.00,11.70,60.35,56.41,68.60,2.55
549,406.00,11.69,538.00,11.68,60.35,56.41,68.65,3.43
552,348.00,11.71,478.00,11.70,60.46,56.41,68.70,2.83
555,354.00,11.70,476.00,11.70,60.35,56.41,68.75,3.88
558,350.00,11.71,472.00,11.70,60.35,56.41,68.82,4.55
561,410.00,11.71,538.00,11.70,60.35,56.41,68.89,4.06
564,406.00,11.71,538.00,11.70,60.35,56.41,68.88,4.42
567,404.00,11.70,540.00,11.70,60.46,56.41,68.95,4.59
570,400.00,11.72,530.00,11.72,60.46,56.41,69.06,4.35
573,330.00,11.73,466.00,11.72,60.35,56.41,69.18,4.22
576,330.00,11.73,468.00,11.72,60.35,56.41,69.20,3.77
579,338.00,11.74,468.00,11.74,60.46,56.41,69.29,3.05
582,396.00,11.74,540.00,11.73,60.46,56.53,69.36,3.05
585,338.00,11.75,466.00,11.75,60.35,56.41,69.43,2.64
588,338.00,11.75,476.00,11.75,60.46,56.53,69.38,4.29
591,328.00,11.75,468.00,11.75,60.35,56.41,69.53,4.19
594,394.00,11.75,538.00,11.74,60.46,56.41,69.57,4.83
597,330.00,11.76,476.00,11.76,60.46,56.41,69.57,4.41
600,386.00,11.75,538.00,11.74,60.35,56.41,69.62,4.01
603,328.00,11.77,478.00,11.76,60.46,56.41,69.72,3.40
606,330.00,11.77,472.00,11.76,60.35,56.53,69.74,3.57
609,396.00,11.75,538.00,11.75,60.35,56.53,69.73,5.03
612,328.00,11.77,472.00,11.77,60.35,56.53,69.79,4.27
615,324.00,11.78,472.00,11.77,60.35,56.41,69.93,4.80
618,318.00,11.79,476.00,11.78,60.46,56.41,69.99,4.39
621,314.00,11.79,468.00,11.78,60.46,56.53,70.04,4.28
624,376.00,11.77,538.00,11.76,60.35,56.41,70.24,4.92
627,376.00,11.78,528.00,11.78,60.35,56.53,70.33,4.14
630,322.00,11.80,472.00,11.80,60.46,56.41,70.18,3.96
633,380.00,11.78,530.00,11.78,60.46,56.53,70.29,4.13
636,376.00,11.78,528.00,11.78,60.46,56.53,70.44,3.66
639,318.00,11.80,468.00,11.79,60.46,56.53,70.45,4.63
642,374.00,11.80,530.00,11.79,60.57,56.53,70.41,4.35
645,304.00,11.82,472.00,11.81,60.46,56.53,70.41,4.52
648,304.00,11.83,476.00,11.82,60.57,56.41,70.44,4.58
651,314.00,11.83,466.00,11.82,60.57,56.53,70.51,3.55
654,308.00,11.83,472.00,11.82,60.57,56.53,70.58,3.55
657,304.00,11.83,472.00,11.83,60.57,56.53,70.61,2.94
660,308.00,11.83,462.00,11.83,60.46,56.64,70.64,2.74
663,358.00,11.83,530.00,11.82,60.57,56.41,70.71,2.58
666,358.00,11.83,530.00,11.82,60.57,56.53,70.84,2.85
669,364.00,11.84,530.00,11.84,60.57,56.53,70.83,3.51
672,364.00,11.84,530.00,11.82,60.46,56.64,70.87,2.51
675,298.00,11.85,476.00,11.84,60.46,56.53,70.83,2.20
678,364.00,11.84,530.00,11.83,60.46,56.53,70.85,2.80
681,292.00,11.87,472.00,11.86,60.46,56.53,70.93,2.79
684,292.00,11.87,472.00,11.86,60.46,56.53,71.04,4.17
687,288.00,11.87,478.00,11.86,60.57,56.53,71.05,4.31
690,358.00,11.87,534.00,11.86,60.46,56.53,71.20,4.24
693,292.00,11.88,488.00,11.88,60.57,56.53,71.19,4.65
696,292.00,11.89,472.00,11.88,60.57,56.64,71.27,3.96
699,292.00,11.89,478.00,11.88,60.57,56.64,71.38,4.00
702,282.00,11.88,476.00,11.88,60.57,56.53,71.41,5.00
705,348.00,11.87,548.00,11.87,60.46,56.64,71.52,4.51
708,286.00,11.89,478.00,11.89,60.46,56.53,71.52,4.42
711,350.00,11.89,540.00,11.88,60.57,56.53,71.59,4.34
714,344.00,11.89,544.00,11.88,60.57,56.64,71.64,4.51
717,278.00,11.91,478.00,11.91,60.46,56.64,71.69,4.46
720,338.00,11.90,534.00,11.90,60.57,56.64,71.87,4.44
723,272.00,11.92,482.00,11.92,60.57,56.53,71.90,4.85
726,276.00,11.92,476.00,11.92,60.57,56.53,71.99,4.58
729,282.00,11.93,472.00,11.92,60.57,56.64,71.96,4.59
732,268.00,11.93,484.00,11.93,60.57,56.64,72.06,6.42
735,266.00,11.94,472.00,11.93,60.69,56.64,72.12,5.99
738,330.00,11.92,538.00,11.92,60.69,56.53,72.18,5.38
741,276.00,11.93,476.00,11.93,60.69,56.64,72.17,6.42
744,330.00,11.93,534.00,11.92,60.69,56.53,72.34,7.17
747,268.00,11.94,476.00,11.94,60.69,56.64,72.34,6.40
750,328.00,11.94,534.00,11.94,60.69,56.53,72.49,6.65
753,262.00,11.96,472.00,11.95,60.69,56.64,72.51,4.65
756,262.00,11.96,468.00,11.96,60.80,56.64,72.53,3.07
759,258.00,11.98,466.00,11.97,60.69,56.64,72.56,3.46
762,266.00,11.97,472.00,11.97,60.80,56.53,72.60,3.52
765,314.00,11.98,540.00,11.97,60.80,56.64,72.66,3.26
768,250.00,11.98,482.00,11.98,60.69,56.53,72.61,3.53
771,318.00,11.97,534.00,11.97,60.69,56.64,72.67,3.94
774,258.00,11.99,482.00,11.99,60.80,56.64,72.73,3.67
777,252.00,11.99,478.00,11.99,60.69,56.64,72.85,4.73
780,312.00,11.98,544.00,11.98,60.80,56.64,72.88,5.16
783,246.00,12.00,478.00,11.99,60.80,56.64,72.92,5.20
786,258.00,12.00,478.00,12.00,60.80,56.64,72.98,4.64
789,252.00,12.01,472.00,12.00,60.80,56.64,73.05,4.01
792,302.00,12.01,540.00,12.00,60.69,56.64,73.10,4.18
795,240.00,12.00,472.00,12.00,60.80,56.64,73.18,3.87
798,308.00,12.00,538.00,12.00,60.69,56.64,73.28,3.45
801,308.00,12.02,530.00,12.02,60.80,56.64,73.29,3.43
804,242.00,12.02,472.00,12.02,60.69,56.75,73.34,3.43
807,294.00,12.02,528.00,12.01,60.80,56.75,73.32,2.71
810,302.00,12.02,538.00,12.01,60.69,56.64,73.37,3.05
813,304.00,12.03,540.00,12.02,60.69,56.64,73.47,2.67
816,294.00,12.03,544.00,12.03,60.57,56.64,73.51,2.98
819,230.00,12.05,478.00,12.04,60.57,56.64,73.51,2.93
822,294.00,12.03,538.00,12.03,60.57,56.75,73.60,2.62
825,230.00,12.05,478.00,12.04,60.57,56.75,73.60,2.54
828,236.00,12.06,472.00,12.06,60.57,56.64,73.70,1.93
831,286.00,12.05,538.00,12.04,60.57,56.64,73.74,1.89
834,288.00,12.03,530.00,12.03,60.57,56.64,73.78,1.52
837,292.00,12.04,540.00,12.04,60.69,56.75,73.86,1.42
840,216.00,12.07,466.00,12.07,60.57,56.75,73.96,3.56
843,230.00,12.07,478.00,12.07,60.57,56.64,73.93,3.51
846,288.00,12.06,538.00,12.06,60.57,56.75,73.97,2.69
849,282.00,12.07,540.00,12.06,60.57,56.64,73.98,3.10
852,212.00,12.08,482.00,12.08,60.46,56.75,74.05,2.80
855,278.00,12.07,534.00,12.06,60.46,56.75,74.07,2.37
858,286.00,12.07,534.00,12.06,60.46,56.75,74.22,2.56
861,216.00,12.08,472.00,12.07,60.46,56.75,74.27,4.07
864,206.00,12.09,512.00,12.09,60.46,56.75,74.28,3.01
867,210.00,12.10,466.00,12.09,60.35,56.75,74.29,2.41
870,276.00,12.08,540.00,12.08,60.35,56.75,74.40,2.19
873,210.00,12.11,476.00,12.10,60.46,56.75,74.44,2.05
876,276.00,12.08,540.00,12.08,60.35,56.75,74.59,1.87
879,276.00,12.09,544.00,12.09,60.35,56.75,74.56,2.92
882,268.00,12.09,538.00,12.09,60.35,56.75,74.53,4.34
885,206.00,12.11,468.00,12.11,60.35,56.75,74.66,3.05
888,268.00,12.10,534.00,12.09,60.35,56.75,74.69,4.09
891,266.00,12.11,538.00,12.10,60.35,56.75,74.81,4.34
894,200.00,12.12,472.00,12.12,60.35,56.86,74.74,4.46
897,206.00,12.12,476.00,12.12,60.35,56.75,74.81,4.04
900,206.00,12.13,476.00,12.12,60.46,56.75,74.94,3.96
903,194.00,12.13,472.00,12.12,60.46,56.75,74.97,4.80
906,194.00,12.13,466.00,12.12,60.35,56.64,75.06,4.66
909,258.00,12.13,538.00,12.12,60.46,56.86,75.09,4.82
912,190.00,12.13,482.00,12.13,60.35,56.75,75.17,3.91
915,190.00,12.14,478.00,12.14,60.46,56.75,75.22,2.86
918,252.00,12.14,548.00,12.13,60.46,56.64,75.25,3.42
921,250.00,12.12,534.00,12.12,60.46,56.86,75.30,2.75
924,186.00,12.14,466.00,12.14,60.46,56.75,75.29,2.50
927,186.00,12.14,472.00,12.14,60.46,56.75,75.39,2.94
930,246.00,12.14,538.00,12.14,60.46,56.75,75.39,2.55
933,184.00,12.15,482.00,12.15,60.46,56.75,75.39,3.86
936,194.00,12.15,482.00,12.14,60.46,56.75,75.39,6.37
939,184.00,12.15,476.00,12.15,60.46,56.86,75.51,5.39
942,236.00,12.14,534.00,12.14,60.57,56.75,75.57,4.70
945,180.00,12.16,472.00,12.15,60.46,56.86,75.60,3.32
948,232.00,12.16,538.00,12.16,60.46,56.86,75.63,2.32
951,170.00,12.17,478.00,12.17,60.57,56.75,75.69,2.19
954,184.00,12.17,478.00,12.16,60.46,56.86,75.74,1.53
957,174.00,12.17,468.00,12.16,60.46,56.86,75.70,1.34
960,174.00,12.17,472.00,12.17,60.57,56.75,75.76,1.59
963,236.00,12.16,534.00,12.16,60.46,56.75,75.81,1.61
966,168.00,12.18,478.00,12.18,60.46,56.86,75.90,1.89
969,222.00,12.16,540.00,12.16,60.46,56.86,75.97,3.11
972,226.00,12.17,538.00,12.16,60.57,56.86,76.14,3.30
975,226.00,12.17,538.00,12.17,60.57,56.75,76.09,3.91
978,222.00,12.17,538.00,12.16,60.57,56.86,76.33,5.77
981,170.00,12.19,478.00,12.18,60.46,56.86,76.23,5.78
984,230.00,12.18,540.00,12.17,60.57,56.75,76.34,6.87
987,220.00,12.17,540.00,12.17,60.57,56.86,76.31,7.94
990,170.00,12.19,476.00,12.18,60.57,56.86,76.63,7.28
993,212.00,12.19,548.00,12.18,60.57,56.75,76.65,5.04
996,216.00,12.19,544.00,12.18,60.57,56.75,76.66,4.41
999,160.00,12.19,484.00,12.18,60.46,56.86,76.68,4.96
1002,524.00,12.13,472.00,12.15,60.46,56.75,76.76,6.13
1005,154.00,12.20,472.00,12.20,60.46,56.75,76.78,6.39
1008,212.00,12.19,538.00,12.19,60.46,56.75,76.90,5.72
1011,210.00,12.20,544.00,12.20,60.46,56.86,77.04,5.23
1014,154.00,12.21,478.00,12.20,60.46,56.86,77.04,5.95
1017,144.00,12.21,478.00,12.21,60.46,56.75,77.08,5.67
1020,140.00,12.21,468.00,12.20,60.57,56.86,77.16,4.92
1023,206.00,12.21,550.00,12.20,60.46,56.86,77.29,4.65
1026,200.00,12.20,544.00,12.20,60.46,56.86,77.36,4.53
1029,140.00,12.22,472.00,12.22,60.46,56.86,77.41,4.47
1032,138.00,12.22,476.00,12.22,60.46,56.86,77.42,3.83
1035,200.00,12.21,538.00,12.20,60.57,56.86,77.34,4.31
1038,134.00,12.23,484.00,12.22,60.57,56.86,77.39,4.50
1041,134.00,12.23,476.00,12.22,60.57,56.86,77.55,4.37
1044,200.00,12.22,538.00,12.21,60.57,56.86,77.50,4.07
1047,196.00,12.22,538.00,12.21,60.57,56.86,77.48,3.34
1050,124.00,12.23,476.00,12.23,60.57,56.86,77.61,3.29
1053,196.00,12.22,534.00,12.22,60.57,56.86,77.65,3.15
1056,122.00,12.24,476.00,12.23,60.57,56.75,77.71,2.84
1059,122.00,12.24,472.00,12.23,60.46,56.86,77.84,3.05
1062,194.00,12.23,538.00,12.23,60.46,56.86,77.90,2.94
1065,180.00,12.23,538.00,12.23,60.46,56.86,77.94,2.92
1068,118.00,12.25,468.00,12.24,60.46,56.86,78.04,2.41
1071,114.00,12.25,468.00,12.24,60.46,56.75,78.10,2.51
1074,118.00,12.25,476.00,12.24,60.35,56.86,78.16,2.52
1077,180.00,12.24,544.00,12.24,60.46,56.86,78.26,2.53
1080,112.00,12.25,476.00,12.25,60.46,56.86,78.28,2.13
1083,174.00,12.24,534.00,12.24,60.35,56.86,78.34,2.38
1086,112.00,12.26,482.00,12.26,60.35,56.86,78.39,2.43
1089,174.00,12.25,540.00,12.24,60.35,56.86,78.42,2.21
1092,108.00,12.26,468.00,12.26,60.35,56.97,78.41,2.20
1095,180.00,12.25,540.00,12.25,60.35,56.86,78.32,1.93
1098,114.00,12.27,482.00,12.26,60.46,56.86,78.16,1.60
1101,170.00,12.26,544.00,12.25,60.46,56.86,78.35,1.52
1104,114.00,12.26,472.00,12.26,60.46,56.86,78.38,2.00
1107,168.00,12.26,540.00,12.26,60.46,56.86,78.66,2.29
1110,168.00,12.27,540.00,12.26,60.46,56.97,78.72,2.64
1113,98.00,12.28,476.00,12.27,60.35,56.97,78.82,3.63
1116,98.00,12.28,478.00,12.27,60.35,56.86,78.95,3.17
1119,98.00,12.28,482.00,12.28,60.46,56.97,79.07,3.37
1122,150.00,12.27,534.00,12.26,60.35,56.86,79.16,2.95
1125,92.00,12.28,472.00,12.28,60.46,56.97,79.19,4.19
1128,96.00,12.28,484.00,12.28,60.46,56.86,79.29,4.00
1131,92.00,12.29,482.00,12.28,60.46,56.86,79.30,3.21
1134,148.00,12.28,534.00,12.28,60.46,56.86,79.39,4.18
1137,92.00,12.29,482.00,12.29,60.46,56.86,79.40,5.07
1140,150.00,12.28,544.00,12.28,60.35,56.86,79.49,3.90
1143,148.00,12.28,548.00,12.28,60.35,56.97,79.47,3.82
1146,88.00,12.30,476.00,12.29,60.35,56.86,79.58,3.35
1149,78.00,12.30,482.00,12.30,60.46,56.86,79.72,2.99
1152,148.00,12.29,534.00,12.29,60.35,56.86,79.70,3.39
1155,78.00,12.30,468.00,12.30,60.35,56.86,79.70,3.46
1158,140.00,12.29,548.00,12.29,60.35,56.97,79.72,2.91
1161,72.00,12.31,476.00,12.30,60.35,56.86,79.81,2.54
1164,78.00,12.31,476.00,12.30,60.35,56.97,79.92,2.63
1167,68.00,12.31,482.00,12.31,60.24,56.97,79.98,2.45
1170,140.00,12.30,538.00,12.30,60.24,56.86,80.05,3.13
1173,66.00,12.31,472.00,12.30,60.35,56.97,80.08,3.93
1176,134.00,12.31,544.00,12.30,60.35,56.86,80.19,3.32
1179,128.00,12.31,534.00,12.30,60.24,56.97,80.23,3.11
1182,134.00,12.31,534.00,12.31,60.24,56.86,80.29,2.39
1185,128.00,12.32,538.00,12.31,60.35,56.97,80.32,1.91
1188,128.00,12.31,538.00,12.31,60.24,56.97,80.39,2.11
1191,58.00,12.33,476.00,12.32,60.24,56.97,80.44,2.62
1194,128.00,12.32,548.00,12.32,60.24,56.97,80.51,3.16
1197,58.00,12.33,476.00,12.32,60.24,56.97,80.54,3.25
1200,58.00,12.34,472.00,12.33,60.13,56.97,80.63,3.67
1203,122.00,12.33,548.00,12.32,60.24,56.97,80.77,4.04
1206,118.00,12.34,534.00,12.33,60.24,56.97,80.87,3.64
1209,122.00,12.33,478.00,12.33,60.24,56.97,80.91,3.84
1212,56.00,12.34,478.00,12.34,60.24,56.97,80.96,2.71
1215,118.00,12.34,530.00,12.33,60.24,56.97,81.02,3.81
1218,112.00,12.34,550.00,12.33,60.13,56.97,81.06,3.52
1221,50.00,12.35,482.00,12.34,60.24,56.97,81.16,4.12
