# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[MAIN], DS18 Temp(F)[Batt], DS18 Temp(F)[MCU], Light (%), Wind Speed
204,580.00,13.68,512.00,13.67,52.70,55.85,60.91,100.00,9.68
207,530.00,13.67,452.00,13.66,52.59,55.85,61.03,100.00,12.56
210,6040.00,13.75,478.00,13.75,52.59,55.85,60.91,100.00,12.31
213,524.00,13.69,456.00,13.68,52.36,55.96,61.03,100.00,9.79
216,518.00,13.69,446.00,13.68,52.25,55.96,61.03,100.00,8.15
219,594.00,13.69,514.00,13.68,52.25,55.85,61.03,100.00,7.93
222,512.00,13.76,472.00,13.76,52.25,55.85,60.91,100.00,5.80
225,5868.00,13.69,508.00,13.68,52.25,55.74,61.03,100.00,5.79
228,576.00,13.68,514.00,13.68,52.25,55.85,60.91,100.00,4.54
231,596.00,13.68,514.00,13.68,52.36,55.85,61.03,100.00,6.91
234,514.00,13.67,462.00,13.74,52.36,55.85,61.03,100.00,9.41
237,5348.00,13.75,528.00,13.75,52.36,55.85,61.03,100.00,10.48
240,580.00,13.69,514.00,13.68,52.25,55.85,61.03,100.00,7.30
243,524.00,13.70,448.00,13.70,52.25,55.85,61.03,100.00,6.84
246,580.00,13.72,522.00,13.71,52.25,55.85,61.03,100.00,4.44
249,6158.00,13.83,540.00,13.84,52.25,55.85,60.91,100.00,7.74
252,580.00,13.77,508.00,13.76,52.25,55.85,60.91,100.00,6.51
255,522.00,13.74,448.00,13.74,52.25,55.85,60.91,100.00,9.48
258,596.00,13.75,522.00,13.75,52.14,55.85,60.91,100.00,6.69
261,1954.00,13.83,466.00,13.84,52.14,55.85,60.91,100.00,6.53
264,6046.00,13.76,504.00,13.75,52.14,55.85,60.91,100.00,6.28
267,518.00,13.77,446.00,13.76,52.25,55.85,60.91,100.00,7.38
270,600.00,13.75,528.00,13.74,52.14,55.85,60.91,100.00,8.36
273,518.00,13.77,484.00,13.81,52.14,55.74,60.91,100.00,8.26
276,6426.00,13.73,430.00,13.71,52.14,55.74,61.03,100.00,7.53
279,518.00,13.69,448.00,13.68,52.14,55.85,61.03,100.00,11.65
282,534.00,13.68,458.00,13.68,52.03,55.85,61.03,100.00,15.08
