# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[MAIN], DS18 Temp(F)[Batt], DS18 Temp(F)[MCU], Light (%), Wind Speed
129,46.00,13.27,452.00,13.26,48.54,52.92,53.49,88.97,1.52
132,14.00,13.27,522.00,13.26,48.54,52.81,53.49,89.17,1.66
135,56.00,13.27,448.00,13.26,48.54,52.92,53.49,89.37,1.73
138,50.00,13.27,452.00,13.26,48.54,52.81,53.49,89.56,1.66
141,22.00,13.27,514.00,13.26,48.54,52.81,53.49,89.78,1.83
144,16.00,13.27,514.00,13.26,48.42,52.81,53.49,89.98,1.93
147,50.00,13.26,448.00,13.26,48.54,52.92,53.49,90.16,1.62
150,50.00,13.26,452.00,13.26,48.54,52.81,53.60,90.34,1.76
153,14.00,13.26,514.00,13.26,48.42,52.92,53.49,90.50,1.81
156,50.00,13.26,448.00,13.26,48.42,52.92,53.49,90.63,1.55
159,14.00,13.27,514.00,13.26,48.31,52.81,53.49,90.76,1.36
162,20.00,13.26,514.00,13.26,48.42,52.81,53.60,90.87,1.42
165,16.00,13.26,518.00,13.26,48.42,52.92,53.60,90.98,1.12
168,50.00,13.26,446.00,13.26,48.42,52.92,53.60,91.08,1.02
171,52.00,13.27,452.00,13.26,48.31,52.81,53.60,91.19,1.52
174,4.00,13.26,512.00,13.26,48.31,52.92,53.60,91.28,1.62
177,50.00,13.26,452.00,13.26,48.31,52.92,53.71,91.38,1.73
180,46.00,13.27,448.00,13.26,48.42,52.92,53.71,91.50,1.86
183,10.00,13.26,514.00,13.26,48.42,52.81,53.60,91.61,1.76
186,52.00,13.27,448.00,13.26,48.42,52.81,53.60,91.74,1.48
189,58.00,13.27,452.00,13.26,48.42,52.92,53.71,91.87,1.53
192,56.00,13.27,448.00,13.27,48.42,52.81,53.60,91.99,1.62
195,62.00,13.26,448.00,13.26,48.31,52.81,53.60,92.11,1.68
198,56.00,13.27,448.00,13.26,48.42,52.92,53.71,92.23,1.53
201,14.00,13.27,508.00,13.26,48.42,52.81,53.71,92.37,1.52
204,62.00,13.26,440.00,13.26,48.31,52.81,53.71,92.49,1.42
207,68.00,13.26,442.00,13.26,48.31,52.81,53.60,92.61,1.51
210,68.00,13.27,442.00,13.26,48.31,52.92,53.71,92.74,1.42
213,58.00,13.27,440.00,13.26,48.31,52.81,53.71,92.87,1.36
216,6.00,13.26,504.00,13.26,48.42,52.81,53.71,93.01,1.32
219,58.00,13.27,446.00,13.26,48.31,52.81,53.71,93.13,1.52
222,4.00,13.27,512.00,13.26,48.42,52.81,53.71,93.23,1.53
225,72.00,13.27,442.00,13.26,48.42,52.81,53.71,93.33,1.66
228,6.00,13.27,508.00,13.26,48.54,52.81,53.71,93.42,1.76
231,62.00,13.27,446.00,13.27,48.54,52.81,53.71,93.50,1.73
234,66.00,13.27,446.00,13.26,48.54,52.81,53.71,93.57,1.83
237,72.00,13.27,446.00,13.26,48.54,52.81,53.71,93.63,1.73
240,14.00,13.27,518.00,13.26,48.42,52.81,53.82,93.68,1.71
243,10.00,13.27,512.00,13.26,48.54,52.81,53.71,93.74,1.73
246,6.00,13.27,512.00,13.26,48.42,52.81,53.82,93.79,1.59
249,72.00,13.27,456.00,13.27,48.42,52.81,53.71,93.85,1.50
252,14.00,13.27,518.00,13.26,48.42,52.81,53.71,93.92,1.42
255,76.00,13.27,446.00,13.26,48.42,52.81,53.82,94.01,1.27
258,82.00,13.27,448.00,13.27,48.42,52.81,53.82,94.09,1.06
261,78.00,13.27,446.00,13.26,48.42,52.81,53.82,94.18,1.02
264,10.00,13.27,508.00,13.27,48.42,52.81,53.82,94.26,1.01
267,78.00,13.27,448.00,13.26,48.42,52.81,53.82,94.34,1.05
270,76.00,13.27,446.00,13.27,48.31,52.81,53.82,94.41,1.23
273,22.00,13.27,502.00,13.27,48.42,52.81,53.82,94.47,1.45
276,20.00,13.27,504.00,13.27,48.31,52.81,53.82,94.50,1.33
279,82.00,13.28,440.00,13.27,48.20,52.81,53.94,94.52,1.36
282,26.00,13.27,508.00,13.27,48.20,52.81,53.94,94.52,1.42
285,30.00,13.27,512.00,13.27,48.31,52.70,53.94,94.51,1.42
288,92.00,13.27,448.00,13.27,48.31,52.70,53.82,94.51,1.52
291,20.00,13.28,514.00,13.27,48.31,52.81,53.94,94.50,1.42
294,22.00,13.27,512.00,13.27,48.31,52.81,53.94,94.51,1.12
297,98.00,13.27,456.00,13.27,48.31,52.81,53.94,94.53,0.96
300,96.00,13.28,452.00,13.27,48.31,52.81,53.94,94.56,0.85
303,92.00,13.27,448.00,13.27,48.31,52.81,53.94,94.61,0.81
306,88.00,13.28,446.00,13.27,48.31,52.81,53.94,94.66,0.78
309,92.00,13.28,448.00,13.27,48.42,52.70,53.94,94.71,0.85
312,98.00,13.28,440.00,13.27,48.42,52.70,53.94,94.78,0.85
315,92.00,13.28,442.00,13.27,48.42,52.70,53.94,94.87,0.75
318,26.00,13.27,504.00,13.26,48.42,52.70,53.94,94.94,0.62
321,96.00,13.27,446.00,13.27,48.54,52.70,53.94,95.05,0.62
324,98.00,13.28,446.00,13.27,48.42,52.81,53.94,95.19,0.55
327,30.00,13.27,514.00,13.27,48.42,52.81,53.94,95.36,0.45
330,32.00,13.28,514.00,13.27,48.54,52.81,53.94,95.56,0.45
333,30.00,13.27,512.00,13.27,48.42,52.70,54.05,95.80,0.45
336,102.00,13.27,442.00,13.27,48.42,52.70,53.94,96.06,0.52
339,30.00,13.28,508.00,13.27,48.65,52.70,54.05,96.33,0.65
342,88.00,13.28,440.00,13.27,48.54,52.59,54.05,96.60,0.71
345,96.00,13.28,446.00,13.27,48.54,52.81,54.05,96.87,0.83
348,36.00,13.27,504.00,13.27,48.54,52.70,53.94,97.14,1.02
351,98.00,13.27,442.00,13.28,48.54,52.70,53.94,97.40,1.25
354,96.00,13.27,452.00,13.27,48.54,52.70,54.05,97.64,1.15
357,32.00,13.27,514.00,13.27,48.54,52.81,54.05,97.85,1.12
360,32.00,13.28,518.00,13.27,48.54,52.70,54.05,98.04,1.02
363,96.00,13.28,452.00,13.27,48.42,52.81,54.05,98.22,1.05
366,98.00,13.28,446.00,13.27,48.42,52.70,54.05,98.36,1.05
369,40.00,13.28,508.00,13.27,48.42,52.70,54.05,98.47,1.02
372,104.00,13.28,448.00,13.27,48.42,52.70,54.05,98.56,1.25
375,104.00,13.28,446.00,13.27,48.42,52.70,54.05,98.61,1.25
378,102.00,13.28,442.00,13.27,48.42,52.70,54.05,98.64,1.22
381,42.00,13.28,512.00,13.27,48.31,52.70,54.05,98.64,1.12
384,114.00,13.28,452.00,13.27,48.42,52.70,54.05,98.64,1.05
387,42.00,13.28,518.00,13.28,48.42,52.70,54.05,98.62,1.02
390,42.00,13.28,512.00,13.27,48.42,52.70,54.16,98.62,1.12
393,52.00,13.28,508.00,13.28,48.42,52.81,54.05,98.63,1.02
396,122.00,13.28,442.00,13.28,48.42,52.70,54.16,98.66,1.05
399,58.00,13.27,504.00,13.27,48.42,52.70,54.16,98.70,0.92
402,128.00,13.28,440.00,13.28,48.42,52.70,54.16,98.77,0.82
405,138.00,13.28,448.00,13.28,48.42,52.81,54.16,98.86,0.96
408,66.00,13.28,514.00,13.28,48.42,52.70,54.16,98.96,0.86
411,72.00,13.28,514.00,13.28,48.54,52.70,54.05,99.07,0.82
414,144.00,13.28,452.00,13.28,48.54,52.70,54.16,99.21,0.93
417,154.00,13.29,446.00,13.28,48.54,52.70,54.16,99.35,0.85
420,98.00,13.28,512.00,13.28,48.54,52.70,54.16,99.50,0.92
423,174.00,13.29,442.00,13.28,48.42,52.59,54.16,99.65,1.12
426,190.00,13.29,448.00,13.28,48.42,52.70,54.16,92.53,1.05
429,138.00,13.29,512.00,13.28,48.42,52.59,54.28,100.00,1.32
432,222.00,13.29,448.00,13.29,48.54,52.70,54.16,100.00,1.42
435,252.00,13.29,452.00,13.29,48.54,52.70,54.16,100.00,1.52
438,278.00,13.30,442.00,13.29,48.54,52.59,54.16,100.00,1.42
441,230.00,13.30,512.00,13.30,48.42,52.70,54.16,100.00,1.22
444,330.00,13.31,442.00,13.30,48.42,52.59,54.28,100.00,1.36
447,312.00,13.31,514.00,13.30,48.42,52.70,54.28,100.00,1.22
450,410.00,13.32,448.00,13.31,48.42,52.59,54.28,100.00,1.02
453,456.00,13.32,452.00,13.32,48.42,52.70,54.16,100.00,1.14
456,528.00,13.34,456.00,13.33,48.54,52.59,54.16,100.00,1.15
459,522.00,13.34,508.00,13.34,48.42,52.59,54.16,100.00,0.92
462,642.00,13.36,446.00,13.36,48.42,52.70,54.28,100.00,1.04
465,682.00,13.37,448.00,13.36,48.42,52.70,54.28,100.00,1.02
468,620.00,13.37,508.00,13.36,48.54,52.70,54.28,100.00,1.16
471,630.00,13.38,512.00,13.37,48.42,52.70,54.39,100.00,1.41
474,620.00,13.38,518.00,13.38,48.42,52.70,54.28,100.00,1.66
477,672.00,13.38,452.00,13.38,48.42,52.70,54.39,100.00,1.48
480,594.00,13.38,508.00,13.38,48.54,52.70,54.28,100.00,1.32
483,590.00,13.38,504.00,13.38,48.42,52.59,54.28,100.00,1.22
486,612.00,13.39,508.00,13.38,48.54,52.70,54.39,100.00,1.12
489,704.00,13.40,448.00,13.40,48.42,52.70,54.28,100.00,1.41
492,688.00,13.41,514.00,13.41,48.54,52.70,54.28,100.00,1.22
495,764.00,13.43,518.00,13.42,48.54,52.70,54.28,100.00,1.12
498,822.00,13.44,512.00,13.44,48.54,52.70,54.28,100.00,1.12
501,902.00,13.47,512.00,13.46,48.42,52.70,54.39,100.00,1.12
504,1000.00,13.50,512.00,13.50,48.65,52.70,54.28,100.00,1.12
507,1118.00,13.55,512.00,13.55,48.54,52.59,54.39,100.00,1.80
510,1300.00,13.63,452.00,13.62,48.65,52.70,54.39,100.00,1.91
513,1426.00,13.74,456.00,13.73,48.54,52.59,54.39,100.00,1.53
516,1468.00,13.85,524.00,13.84,48.54,52.59,54.39,100.00,1.56
519,1790.00,13.88,522.00,13.88,48.54,52.59,54.39,100.00,1.96
522,1826.00,13.74,514.00,13.74,48.54,52.70,54.39,100.00,1.86
525,508.00,13.67,448.00,13.66,48.65,52.70,54.39,100.00,1.53
528,1982.00,13.72,448.00,13.72,48.54,52.70,54.39,100.00,1.51
531,2016.00,13.76,514.00,13.76,48.54,52.59,54.39,100.00,1.72
534,508.00,13.77,452.00,13.76,48.65,52.70,54.39,100.00,1.73
537,2012.00,13.82,468.00,13.82,48.54,52.70,54.39,100.00,1.92
540,2028.00,13.83,518.00,13.82,48.54,52.70,54.39,100.00,1.93
543,1972.00,13.78,442.00,13.78,48.54,52.59,54.39,100.00,1.50
546,522.00,13.76,446.00,13.76,48.54,52.70,54.39,100.00,1.73
549,1648.00,13.71,512.00,13.71,48.54,52.70,54.39,100.00,1.52
552,1442.00,13.67,518.00,13.66,48.54,52.59,54.39,100.00,1.68
555,580.00,13.67,518.00,13.66,48.54,52.59,54.39,100.00,1.73
558,1364.00,13.69,452.00,13.69,48.65,52.70,54.39,100.00,1.82
561,1370.00,13.73,514.00,13.72,48.65,52.70,54.50,100.00,2.09
564,1520.00,13.77,328.00,13.76,48.76,52.70,54.50,100.00,1.94
567,1592.00,13.85,514.00,13.84,48.65,52.59,54.50,100.00,2.06
570,1790.00,13.82,456.00,13.82,48.54,52.70,54.50,100.00,2.02
573,1146.00,13.80,522.00,13.79,48.76,52.70,54.39,100.00,2.06
576,190.00,13.81,456.00,13.81,48.65,52.70,54.50,100.00,1.93
579,2044.00,13.81,448.00,13.81,48.54,52.70,54.50,100.00,1.93
582,2008.00,13.81,508.00,13.80,48.65,52.70,54.50,100.00,1.93
585,522.00,13.80,522.00,13.82,48.54,52.70,54.50,100.00,1.73
588,2150.00,13.82,452.00,13.82,48.65,52.70,54.50,100.00,1.64
591,2088.00,13.80,512.00,13.80,48.65,52.59,54.61,100.00,1.62
594,586.00,13.80,512.00,13.80,48.65,52.59,54.50,100.00,1.33
597,2156.00,13.81,452.00,13.80,48.54,52.59,54.50,100.00,1.35
600,2130.00,13.81,452.00,13.78,48.65,52.59,54.61,100.00,1.55
603,580.00,13.77,514.00,13.76,48.65,52.59,54.61,100.00,1.45
606,2100.00,13.78,458.00,13.78,48.65,52.59,54.50,100.00,1.71
609,2068.00,13.78,458.00,13.78,48.65,52.59,54.61,100.00,1.83
612,574.00,13.74,512.00,13.74,48.65,52.59,54.61,100.00,2.28
615,2038.00,13.76,448.00,13.76,48.65,52.59,54.50,100.00,2.54
618,1954.00,13.75,518.00,13.74,48.65,52.59,54.61,100.00,2.16
621,574.00,13.71,514.00,13.71,48.54,52.59,54.61,100.00,2.21
624,590.00,13.73,522.00,13.72,48.54,52.59,54.61,100.00,2.26
627,1878.00,13.72,514.00,13.71,48.65,52.59,54.61,100.00,2.20
630,466.00,13.68,440.00,13.68,48.54,52.59,54.61,100.00,2.03
633,584.00,13.67,548.00,13.70,48.54,52.70,54.61,100.00,1.86
636,1852.00,13.69,518.00,13.69,48.54,52.59,54.61,100.00,1.96
639,1844.00,13.71,374.00,13.68,48.54,52.59,54.61,100.00,1.82
642,580.00,13.70,508.00,13.69,48.54,52.59,54.72,100.00,1.74
645,1844.00,13.73,508.00,13.73,48.54,52.59,54.72,100.00,1.33
648,1836.00,13.73,522.00,13.72,48.54,52.59,54.61,100.00,1.55
651,514.00,13.70,456.00,13.70,48.54,52.59,54.72,100.00,1.62
654,1920.00,13.73,448.00,13.74,48.54,52.59,54.72,100.00,1.52
657,1926.00,13.73,446.00,13.74,48.65,52.59,54.72,100.00,1.36
660,576.00,13.72,514.00,13.72,48.65,52.59,54.72,100.00,1.32
663,1950.00,13.76,456.00,13.76,48.65,52.59,54.72,100.00,1.42
666,1950.00,13.77,462.00,13.76,48.65,52.59,54.72,100.00,1.33
669,522.00,13.74,442.00,13.73,48.54,52.59,54.72,100.00,1.25
672,576.00,13.76,512.00,13.76,48.65,52.59,54.72,100.00,1.35
675,1868.00,13.76,522.00,13.76,48.65,52.59,54.84,100.00,1.41
678,1828.00,13.73,508.00,13.72,48.65,52.59,54.72,100.00,1.52
681,574.00,13.72,512.00,13.72,48.54,52.59,54.72,100.00,1.54
684,1812.00,13.74,514.00,13.74,48.76,52.59,54.72,100.00,1.55
687,1798.00,13.73,518.00,13.73,48.65,52.59,54.84,100.00,1.33
690,580.00,13.70,514.00,13.70,48.76,52.59,54.72,100.00,1.62
693,1760.00,13.72,514.00,13.72,48.76,52.59,54.84,100.00,1.96
696,1744.00,13.72,512.00,13.72,48.76,52.59,54.72,100.00,1.86
699,584.00,13.68,512.00,13.67,48.76,52.59,54.84,100.00,1.73
702,384.00,13.70,458.00,13.70,48.65,52.59,54.84,100.00,1.65
705,1750.00,13.70,458.00,13.70,48.65,52.59,54.84,100.00,1.63
708,1744.00,13.68,442.00,13.68,48.65,52.59,54.84,100.00,1.81
711,580.00,13.68,522.00,13.70,48.65,52.59,54.84,100.00,1.76
714,1730.00,13.72,456.00,13.72,48.65,52.59,54.84,100.00,1.62
717,1664.00,13.72,512.00,13.69,48.54,52.59,54.84,100.00,1.66
720,518.00,13.69,446.00,13.68,48.65,52.59,54.84,100.00,1.72
723,1704.00,13.71,458.00,13.71,48.65,52.59,54.84,100.00,1.60
726,1730.00,13.72,456.00,13.71,48.65,52.59,54.84,100.00,1.73
729,514.00,13.70,448.00,13.69,48.65,52.59,54.95,100.00,1.93
732,1798.00,13.73,446.00,13.74,48.65,52.59,54.95,100.00,1.93
735,1756.00,13.76,514.00,13.75,48.65,52.59,54.95,100.00,1.93
738,580.00,13.74,518.00,13.73,48.65,52.59,54.95,100.00,1.86
741,522.00,13.74,456.00,13.77,48.65,52.59,54.84,100.00,1.53
744,1878.00,13.79,448.00,13.79,48.54,52.59,54.95,100.00,1.43
747,1796.00,13.79,522.00,13.76,48.65,52.47,54.84,100.00,1.77
750,576.00,13.78,518.00,13.77,48.65,52.59,54.95,100.00,2.02
753,1880.00,13.81,446.00,13.81,48.65,52.59,54.84,100.00,2.13
756,1884.00,13.82,448.00,13.82,48.65,52.59,54.95,100.00,2.03
759,522.00,13.80,452.00,13.79,48.65,52.59,54.95,100.00,1.83
762,1898.00,13.83,456.00,13.83,48.65,52.70,54.95,100.00,1.83
765,1832.00,13.83,512.00,13.82,48.65,52.59,54.95,100.00,1.55
768,586.00,13.80,514.00,13.79,48.65,52.59,54.95,100.00,1.42
771,1872.00,13.81,522.00,13.82,48.65,52.59,54.84,100.00,1.55
774,1822.00,13.82,518.00,13.82,48.65,52.59,54.95,100.00,1.42
777,1818.00,13.79,504.00,13.78,48.76,52.59,54.95,100.00,1.55
780,586.00,13.79,518.00,13.81,48.65,52.47,54.95,100.00,1.56
783,1828.00,13.81,518.00,13.82,48.76,52.59,54.95,100.00,1.42
786,1874.00,13.82,456.00,13.82,48.76,52.59,54.95,100.00,1.35
789,514.00,13.79,448.00,13.78,48.76,52.59,54.95,100.00,1.59
792,1818.00,13.82,528.00,13.82,48.76,52.59,55.06,100.00,1.86
795,1818.00,13.83,508.00,13.82,48.65,52.47,55.06,100.00,1.86
798,584.00,13.79,504.00,13.79,48.76,52.59,54.95,100.00,1.73
801,1818.00,13.82,522.00,13.82,48.76,52.70,55.06,100.00,1.52
804,1816.00,13.83,518.00,13.82,48.76,52.59,55.06,100.00,1.41
807,376.00,13.81,442.00,13.80,48.76,52.59,55.06,100.00,1.32
810,586.00,13.81,518.00,13.82,48.88,52.59,55.17,100.00,1.96
813,1874.00,13.83,456.00,13.82,48.76,52.59,55.06,100.00,2.03
816,1858.00,13.82,452.00,13.79,48.76,52.59,55.06,100.00,2.05
819,522.00,13.78,446.00,13.78,48.76,52.59,55.06,100.00,1.93
822,1776.00,13.80,522.00,13.80,48.76,52.59,55.06,100.00,1.73
825,1746.00,13.80,514.00,13.80,48.76,52.59,55.06,100.00,1.65
828,518.00,13.76,446.00,13.75,48.65,52.59,55.06,100.00,1.71
831,1782.00,13.78,456.00,13.78,48.65,52.70,55.17,100.00,1.42
834,1776.00,13.78,452.00,13.78,48.76,52.59,55.06,100.00,1.59
837,512.00,13.73,446.00,13.73,48.76,52.70,55.06,100.00,1.78
840,576.00,13.76,522.00,13.75,48.88,52.70,55.17,100.00,1.86
843,1688.00,13.76,518.00,13.75,48.88,52.59,55.17,100.00,2.13
846,1740.00,13.76,440.00,13.73,48.88,52.59,55.17,100.00,2.57
849,518.00,13.72,456.00,13.74,48.76,52.59,55.17,100.00,2.33
852,1740.00,13.74,456.00,13.74,48.88,52.59,55.17,100.00,2.03
855,1672.00,13.75,512.00,13.74,48.76,52.59,55.17,100.00,1.96
858,518.00,13.72,448.00,13.71,48.65,52.59,55.17,100.00,2.03
861,1734.00,13.74,458.00,13.74,48.76,52.59,55.17,100.00,1.76
864,1730.00,13.74,448.00,13.74,48.76,52.59,55.17,100.00,2.34
867,580.00,13.72,522.00,13.72,48.65,52.59,55.17,100.00,2.33
870,1654.00,13.74,514.00,13.74,48.76,52.59,55.29,100.00,2.22
873,1682.00,13.74,508.00,13.74,48.65,52.70,55.17,100.00,2.26
876,1674.00,13.73,514.00,13.72,48.76,52.59,55.17,100.00,2.23
879,576.00,13.72,514.00,13.74,48.76,52.70,55.17,100.00,1.96
882,1684.00,13.74,514.00,13.74,48.65,52.59,55.17,100.00,1.86
885,1754.00,13.75,458.00,13.75,48.65,52.59,55.17,100.00,1.62
888,584.00,13.72,512.00,13.71,48.65,52.59,55.17,100.00,1.66
891,1684.00,13.75,518.00,13.74,48.65,52.59,55.17,100.00,1.86
894,1668.00,13.75,524.00,13.75,48.65,52.70,55.29,100.00,1.96
897,576.00,13.72,508.00,13.72,48.65,52.59,55.17,100.00,1.72
900,1720.00,13.74,456.00,13.74,48.65,52.59,55.29,100.00,1.66
903,1720.00,13.74,458.00,13.74,48.54,52.59,55.29,100.00,1.48
906,508.00,13.72,508.00,13.71,48.54,52.59,55.17,100.00,1.42
909,580.00,13.73,524.00,13.73,48.65,52.70,55.29,100.00,1.52
912,1730.00,13.74,452.00,13.74,48.65,52.59,55.29,100.00,1.32
915,1658.00,13.74,514.00,13.71,48.65,52.59,55.29,100.00,1.39
918,508.00,13.71,456.00,13.70,48.65,52.59,55.29,100.00,1.55
921,1700.00,13.74,448.00,13.74,48.65,52.70,55.29,100.00,1.62
924,1622.00,13.73,514.00,13.73,48.76,52.59,55.29,100.00,1.75
927,512.00,13.70,452.00,13.70,48.65,52.59,55.29,100.00,1.72
930,1570.00,13.70,448.00,13.70,48.65,52.70,55.29,100.00,1.66
933,1478.00,13.69,456.00,13.69,48.76,52.70,55.29,100.00,1.55
936,1138.00,13.67,448.00,13.66,48.88,52.70,55.29,100.00,1.45
939,1232.00,13.68,512.00,13.68,48.76,52.70,55.29,100.00,1.32
942,1134.00,13.69,522.00,13.68,48.88,52.70,55.29,100.00,1.75
945,1146.00,13.68,446.00,13.68,48.88,52.81,55.29,100.00,1.62
948,584.00,13.66,610.00,13.67,48.76,52.59,55.40,100.00,2.26
951,1084.00,13.68,446.00,13.67,48.88,52.70,55.40,100.00,2.43
954,786.00,13.68,512.00,13.68,48.88,52.70,55.29,100.00,2.87
957,872.00,13.68,368.00,13.66,48.76,52.70,55.40,100.00,2.43
960,1166.00,13.70,446.00,13.70,48.88,52.70,55.40,100.00,2.24
963,934.00,13.72,512.00,13.71,48.76,52.59,55.29,100.00,2.43
966,1010.00,13.76,514.00,13.76,48.76,52.70,55.40,100.00,1.93
969,1334.00,13.81,512.00,13.81,48.65,52.59,55.40,100.00,1.55
972,1426.00,13.86,522.00,13.86,48.65,52.70,55.40,100.00,1.96
975,482.00,13.78,446.00,13.77,48.76,52.59,55.51,100.00,1.94
978,1586.00,13.78,456.00,13.77,48.76,52.70,55.40,100.00,2.42
981,1550.00,13.79,522.00,13.78,48.76,52.70,55.51,100.00,2.67
984,1608.00,13.78,442.00,13.77,48.76,52.59,55.40,100.00,2.77
987,512.00,13.80,466.00,13.80,48.65,52.70,55.40,100.00,3.02
990,1636.00,13.81,452.00,13.80,48.65,52.70,55.40,100.00,2.87
993,1586.00,13.82,518.00,13.79,48.65,52.70,55.40,100.00,2.54
996,584.00,13.80,508.00,13.81,48.65,52.59,55.51,100.00,2.13
999,1590.00,13.82,512.00,13.82,48.65,52.59,55.40,100.00,2.63
1002,1602.00,13.83,524.00,13.83,48.54,52.70,55.40,100.00,2.46
1005,528.00,13.80,446.00,13.80,48.54,52.70,55.40,100.00,2.47
1008,1658.00,13.81,456.00,13.81,48.54,52.70,55.51,100.00,2.02
1011,1590.00,13.82,512.00,13.82,48.54,52.70,55.40,100.00,2.55
1014,522.00,13.80,452.00,13.79,48.65,52.70,55.51,100.00,2.63
1017,1590.00,13.82,522.00,13.82,48.54,52.70,55.40,100.00,2.56
1020,1642.00,13.81,448.00,13.81,48.54,52.70,55.51,100.00,2.23
1023,1560.00,13.80,518.00,13.78,48.54,52.70,55.51,100.00,2.51
1026,574.00,13.78,522.00,13.80,48.54,52.70,55.40,100.00,2.84
1029,1514.00,13.79,522.00,13.79,48.54,52.70,55.51,100.00,2.92
1032,1500.00,13.78,512.00,13.78,48.54,52.70,55.40,100.00,2.84
1035,586.00,13.75,512.00,13.74,48.54,52.70,55.40,100.00,3.55
1038,1464.00,13.75,514.00,13.75,48.54,52.70,55.51,100.00,3.36
1041,1514.00,13.76,446.00,13.76,48.54,52.70,55.51,100.00,2.93
1044,522.00,13.73,456.00,13.72,48.54,52.59,55.51,100.00,2.76
1047,1438.00,13.74,514.00,13.74,48.42,52.70,55.51,100.00,2.70
1050,1478.00,13.74,452.00,13.73,48.42,52.70,55.51,100.00,2.96
1053,1468.00,13.71,448.00,13.70,48.42,52.70,55.51,100.00,2.87
1056,512.00,13.72,458.00,13.72,48.42,52.70,55.51,100.00,2.84
1059,1402.00,13.72,518.00,13.72,48.42,52.70,55.51,100.00,2.73
1062,1400.00,13.73,518.00,13.72,48.31,52.70,55.51,100.00,2.52
1065,512.00,13.70,452.00,13.69,48.42,52.70,55.51,100.00,2.67
1068,1410.00,13.72,512.00,13.72,48.31,52.70,55.51,100.00,2.74
1071,1426.00,13.73,462.00,13.72,48.42,52.70,55.51,100.00,2.72
1074,522.00,13.71,446.00,13.70,48.31,52.70,55.51,100.00,2.66
