# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[MAIN], DS18 Temp(F)[Batt], DS18 Temp(F)[MCU], Light (%), Wind Speed
709,576.00,13.72,514.00,13.72,52.81,54.05,60.80,100.00,3.77
712,514.00,13.72,458.00,13.71,52.92,54.16,60.69,100.00,3.32
715,518.00,13.78,468.00,13.83,52.92,54.16,60.69,100.00,6.19
718,8958.00,13.80,58.00,13.73,53.04,54.16,60.80,100.00,5.88
721,586.00,13.72,512.00,13.72,53.04,54.16,60.80,100.00,6.07
724,584.00,13.72,514.00,13.72,53.15,54.16,60.80,100.00,7.07
727,584.00,13.71,522.00,13.76,53.15,54.16,60.80,100.00,6.58
730,8992.00,13.83,524.00,13.83,53.26,54.16,60.80,100.00,8.08
733,508.00,13.73,458.00,13.72,53.26,54.16,60.69,100.00,7.99
736,524.00,13.72,446.00,13.72,53.26,54.16,60.69,100.00,6.82
739,594.00,13.72,524.00,13.71,53.26,54.16,60.80,100.00,6.08
742,8952.00,13.82,524.00,13.83,53.26,54.28,60.80,100.00,4.85
745,494.00,13.74,452.00,13.73,53.15,54.16,60.80,100.00,5.81
748,576.00,13.73,512.00,13.72,53.26,54.16,60.80,100.00,5.47
751,580.00,13.72,518.00,13.72,53.26,54.16,60.80,100.00,6.23
754,522.00,13.72,1006.00,13.82,53.38,54.28,60.80,100.00,9.70
757,9054.00,13.83,472.00,13.73,53.38,54.16,60.80,100.00,9.95
760,540.00,13.73,514.00,13.72,53.38,54.28,60.80,100.00,10.95
763,524.00,13.72,456.00,13.72,53.26,54.16,60.80,100.00,9.93
766,522.00,13.72,462.00,13.71,53.15,54.16,60.80,100.00,6.52
769,8998.00,13.83,522.00,13.84,53.04,54.16,60.80,100.00,5.56
772,502.00,13.73,458.00,13.72,53.04,54.28,60.80,100.00,6.45
775,576.00,13.73,514.00,13.72,53.04,54.16,60.80,100.00,5.19
778,514.00,13.72,456.00,13.72,52.92,54.16,60.91,100.00,6.45
781,530.00,13.82,468.00,13.83,53.04,54.16,60.80,100.00,7.44
784,8972.00,13.80,508.00,13.73,53.04,54.16,60.80,100.00,5.35
787,586.00,13.73,524.00,13.72,53.04,54.16,60.80,100.00,3.68
790,518.00,13.72,448.00,13.72,52.92,54.16,60.80,100.00,4.65
793,508.00,13.72,456.00,13.82,52.92,54.16,60.91,100.00,3.05
796,8998.00,13.83,524.00,13.84,52.92,54.16,60.91,100.00,4.08
799,580.00,13.73,524.00,13.72,53.04,54.16,60.91,100.00,5.54
802,524.00,13.72,446.00,13.72,53.15,54.16,60.91,100.00,4.67
805,590.00,13.72,522.00,13.71,53.15,54.16,60.91,100.00,4.61
808,9018.00,13.82,462.00,13.83,53.15,54.16,60.91,100.00,3.69
811,416.00,13.73,512.00,13.72,53.15,54.16,60.91,100.00,2.62
814,514.00,13.73,456.00,13.72,53.15,54.16,60.91,100.00,6.25
817,514.00,13.72,446.00,13.72,53.15,54.16,60.91,100.00,4.45
820,512.00,13.72,1012.00,13.82,53.15,54.16,60.91,100.00,5.25
823,9028.00,13.84,522.00,13.73,53.15,54.16,60.91,100.00,4.07
826,518.00,13.74,452.00,13.72,53.15,54.28,60.91,100.00,5.39
829,594.00,13.72,512.00,13.71,53.15,54.28,60.80,100.00,7.17
832,596.00,13.71,448.00,13.71,53.15,54.28,60.80,100.00,5.94
835,9074.00,13.83,466.00,13.84,53.15,54.28,60.91,100.00,6.35
838,512.00,13.73,442.00,13.72,53.15,54.16,60.91,100.00,5.95
841,518.00,13.72,524.00,13.72,53.15,54.16,60.91,100.00,7.31
844,576.00,13.72,504.00,13.71,53.04,54.28,60.91,100.00,6.51
847,6668.00,13.82,472.00,13.83,52.92,54.28,60.80,100.00,3.43
850,9110.00,13.74,442.00,13.73,52.92,54.28,60.80,100.00,2.93
853,518.00,13.73,446.00,13.72,52.92,54.28,60.91,100.00,2.55
856,524.00,13.72,456.00,13.72,53.04,54.16,60.91,100.00,4.06
859,528.00,13.72,448.00,13.82,52.92,54.28,60.91,100.00,6.23
862,9070.00,13.83,472.00,13.74,53.04,54.16,60.91,100.00,5.18
865,512.00,13.73,446.00,13.72,53.15,54.28,60.80,100.00,5.49
868,584.00,13.72,518.00,13.72,53.26,54.28,60.91,100.00,3.29
871,514.00,13.72,452.00,13.71,53.26,54.28,60.91,100.00,5.85
874,9014.00,13.83,524.00,13.83,53.15,54.39,60.91,100.00,4.98
877,482.00,13.74,452.00,13.73,53.15,54.28,60.91,100.00,4.69
880,586.00,13.72,512.00,13.72,53.15,54.28,60.91,100.00,3.50
883,586.00,13.72,518.00,13.72,53.26,54.28,60.91,100.00,2.76
886,524.00,13.82,472.00,13.83,53.26,54.28,60.91,100.00,3.60
889,9080.00,13.74,446.00,13.73,53.38,54.28,60.91,100.00,3.40
892,514.00,13.73,462.00,13.72,53.49,54.28,60.91,100.00,3.94
895,514.00,13.72,452.00,13.72,53.49,54.28,60.91,100.00,6.46
898,518.00,13.72,462.00,13.78,53.60,54.28,60.91,100.00,5.11
901,9008.00,13.83,522.00,13.84,53.60,54.28,60.91,100.00,5.15
904,522.00,13.73,456.00,13.72,53.71,54.28,60.91,100.00,5.09
907,584.00,13.72,518.00,13.72,53.82,54.39,60.91,100.00,3.30
910,524.00,13.72,448.00,13.72,53.82,54.39,60.91,100.00,3.44
913,9064.00,13.83,468.00,13.84,53.94,54.28,60.91,100.00,3.74
916,484.00,13.74,446.00,13.72,53.94,54.39,60.91,100.00,4.98
919,586.00,13.72,514.00,13.72,53.94,54.39,60.91,100.00,4.11
922,518.00,13.72,456.00,13.72,53.94,54.39,60.91,100.00,2.70
925,518.00,13.73,514.00,13.83,53.82,54.39,60.91,100.00,2.60
928,9096.00,13.84,112.00,13.74,53.82,54.39,60.91,100.00,3.96
931,514.00,13.73,446.00,13.72,53.82,54.39,60.91,100.00,6.62
934,584.00,13.72,522.00,13.72,53.94,54.39,60.91,100.00,5.28
937,590.00,13.72,512.00,13.71,53.94,54.39,60.91,100.00,5.67
940,9014.00,13.83,528.00,13.84,53.94,54.39,61.03,100.00,5.22
943,522.00,13.73,456.00,13.73,53.94,54.39,60.91,100.00,4.68
946,594.00,13.73,512.00,13.72,53.94,54.39,60.91,100.00,6.98
949,594.00,13.72,528.00,13.71,53.94,54.39,61.03,100.00,7.64
952,9004.00,13.82,468.00,13.83,53.94,54.39,61.03,100.00,6.50
955,9002.00,13.74,522.00,13.72,53.94,54.39,60.91,100.00,8.41
958,514.00,13.73,458.00,13.72,54.05,54.39,60.91,100.00,5.21
961,514.00,13.72,448.00,13.72,54.16,54.39,61.03,100.00,5.63
964,576.00,13.75,558.00,13.82,54.16,54.39,60.91,100.00,4.76
967,8992.00,13.83,242.00,13.73,54.16,54.39,60.91,100.00,3.58
970,524.00,13.73,452.00,13.72,54.16,54.39,61.03,100.00,5.76
973,522.00,13.72,456.00,13.72,54.28,54.50,61.03,100.00,6.11
976,524.00,13.72,448.00,13.71,54.16,54.39,61.03,100.00,5.56
979,9058.00,13.83,468.00,13.84,54.16,54.50,61.03,100.00,3.40
982,580.00,13.73,512.00,13.72,54.28,54.50,61.03,100.00,4.26
985,586.00,13.73,512.00,13.72,54.16,54.39,61.03,100.00,5.48
988,518.00,13.72,462.00,13.72,54.16,54.50,61.03,100.00,7.05
991,6026.00,13.82,524.00,13.83,54.16,54.50,61.03,100.00,7.82
994,8988.00,13.74,518.00,13.73,54.05,54.50,61.03,100.00,8.80
997,518.00,13.73,448.00,13.72,53.94,54.39,61.03,100.00,7.75
1000,580.00,13.72,514.00,13.72,53.94,54.50,61.03,100.00,6.58
1003,514.00,13.72,466.00,13.82,53.71,54.50,61.03,100.00,8.37
1006,8986.00,13.83,524.00,13.84,53.71,54.61,61.03,100.00,8.12
1009,518.00,13.73,452.00,13.72,53.71,54.50,61.03,100.00,7.61
1012,590.00,13.73,522.00,13.72,53.71,54.50,61.03,100.00,4.64
1015,586.00,13.72,514.00,13.71,53.60,54.39,61.03,100.00,5.19
1018,8884.00,13.83,540.00,13.84,53.60,54.50,61.03,100.00,4.30
1021,760.00,13.74,508.00,13.73,53.49,54.50,61.03,100.00,3.07
1024,586.00,13.73,514.00,13.72,53.49,54.50,61.03,100.00,2.87
1027,522.00,13.72,458.00,13.72,53.38,54.50,61.14,100.00,3.42
1030,518.00,13.79,1052.00,13.83,53.38,54.50,61.03,100.00,2.37
1033,9070.00,13.84,456.00,13.74,53.49,54.50,61.03,100.00,2.34
1036,584.00,13.73,514.00,13.72,53.49,54.50,61.14,100.00,2.97
1039,570.00,13.72,508.00,13.72,53.49,54.50,61.03,100.00,4.44
1042,514.00,13.72,458.00,13.71,53.38,54.50,61.03,100.00,3.97
1045,8962.00,13.83,528.00,13.83,53.38,54.50,61.03,100.00,2.40
1048,576.00,13.73,508.00,13.72,53.49,54.50,61.14,100.00,3.14
1051,512.00,13.73,456.00,13.72,53.49,54.50,61.14,100.00,2.27
1054,518.00,13.72,446.00,13.72,53.49,54.61,61.14,100.00,1.68
1057,514.00,13.82,466.00,13.84,53.49,54.61,61.14,100.00,1.62
1060,9094.00,13.74,456.00,13.73,53.60,54.50,61.03,100.00,2.25
1063,522.00,13.73,446.00,13.72,53.71,54.61,61.14,100.00,2.66
1066,522.00,13.72,456.00,13.72,53.82,54.50,61.14,100.00,3.08
1069,524.00,13.72,462.00,13.82,53.71,54.50,61.03,100.00,3.31
1072,9014.00,13.83,522.00,13.74,53.94,54.50,61.14,100.00,5.00
1075,514.00,13.73,458.00,13.73,53.94,54.50,61.14,100.00,4.41
1078,522.00,13.72,446.00,13.72,53.82,54.50,61.14,100.00,4.03
