# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[MAIN], DS18 Temp(F)[Batt], DS18 Temp(F)[MCU], Light (%), Wind Speed
795,2208.00,13.79,522.00,13.79,50.67,55.96,61.25,100.00,4.09
798,2192.00,13.76,518.00,13.76,50.79,55.96,61.36,100.00,3.38
801,576.00,13.74,508.00,13.74,50.79,55.96,61.25,100.00,2.78
804,2170.00,13.76,518.00,13.76,50.90,56.07,61.25,100.00,3.15
807,2160.00,13.75,452.00,13.74,50.90,55.96,61.36,100.00,5.83
810,2124.00,13.72,462.00,13.72,50.90,55.96,61.36,100.00,5.31
813,2144.00,13.71,442.00,13.69,50.90,55.96,61.25,100.00,4.31
816,528.00,13.71,458.00,13.72,50.90,55.96,61.25,100.00,4.87
819,2146.00,13.72,462.00,13.71,50.90,55.96,61.25,100.00,3.70
822,2100.00,13.73,524.00,13.72,50.79,55.96,61.25,100.00,2.47
825,2116.00,13.74,528.00,13.73,50.79,55.96,61.14,100.00,3.99
828,514.00,13.70,456.00,13.70,51.01,55.96,61.14,100.00,5.86
831,2166.00,13.74,524.00,13.73,50.90,55.96,61.25,100.00,5.46
834,2254.00,13.75,446.00,13.74,50.90,55.96,61.14,100.00,4.58
837,2180.00,13.75,512.00,13.75,50.79,55.96,61.14,100.00,5.91
840,2206.00,13.75,512.00,13.72,50.90,55.96,61.14,100.00,5.53
843,514.00,13.73,468.00,13.76,50.79,55.96,61.14,100.00,4.74
846,2330.00,13.77,448.00,13.77,50.79,55.96,61.03,100.00,4.33
849,2412.00,13.79,458.00,13.78,50.67,55.96,61.03,100.00,5.17
852,2408.00,13.82,462.00,13.82,50.56,55.96,61.14,100.00,5.27
855,1124.00,13.80,458.00,13.79,50.67,55.96,61.14,100.00,4.40
858,2516.00,13.82,466.00,13.82,50.56,55.85,61.03,100.00,5.23
861,2572.00,13.83,456.00,13.83,50.56,55.96,61.03,100.00,5.12
864,2606.00,13.83,452.00,13.82,50.67,55.85,61.03,100.00,6.86
867,2658.00,13.80,442.00,13.79,50.56,55.96,61.03,100.00,5.15
870,522.00,13.79,540.00,13.82,50.56,55.85,61.03,100.00,5.14
873,2704.00,13.82,514.00,13.82,50.45,55.85,61.03,100.00,4.70
876,2884.00,13.83,456.00,13.83,50.45,55.85,61.03,100.00,3.40
879,2868.00,13.79,514.00,13.76,50.34,55.85,61.03,100.00,4.10
882,514.00,13.79,456.00,13.79,50.22,55.85,60.91,100.00,3.13
885,3250.00,13.83,466.00,13.83,50.34,55.85,60.91,100.00,3.77
888,3362.00,13.83,458.00,13.83,50.34,55.85,60.91,100.00,3.02
891,3572.00,13.84,452.00,13.79,50.22,55.85,60.91,100.00,2.38
894,514.00,13.78,446.00,13.77,50.34,55.85,60.91,100.00,3.57
897,580.00,13.80,522.00,13.82,50.22,55.85,60.91,100.00,2.59
900,3594.00,13.79,448.00,13.80,50.22,55.85,60.91,100.00,3.14
903,3460.00,13.79,522.00,13.79,50.22,55.85,60.91,100.00,4.28
906,522.00,13.75,458.00,13.74,50.22,55.85,60.80,100.00,4.26
909,580.00,13.74,524.00,13.73,50.22,55.85,60.80,100.00,4.06
912,3568.00,13.79,462.00,13.79,50.22,55.74,60.80,100.00,3.45
915,3576.00,13.79,458.00,13.79,50.22,55.74,60.91,100.00,2.76
918,3480.00,13.75,512.00,13.74,50.22,55.74,60.69,100.00,2.70
921,524.00,13.74,442.00,13.73,50.34,55.85,60.80,100.00,2.17
924,524.00,13.78,462.00,13.79,50.34,55.74,60.80,100.00,1.66
927,3900.00,13.84,456.00,13.84,50.34,55.74,60.80,100.00,1.73
930,3920.00,13.82,530.00,13.78,50.34,55.74,60.69,100.00,2.16
933,590.00,13.78,524.00,13.77,50.45,55.74,60.80,100.00,1.64
936,522.00,13.77,456.00,13.76,50.45,55.74,60.69,100.00,1.65
939,4650.00,13.83,458.00,13.83,50.45,55.74,60.69,100.00,1.44
942,4574.00,13.82,514.00,13.82,50.45,55.74,60.69,100.00,1.24
945,586.00,13.74,512.00,13.74,50.45,55.74,60.69,100.00,1.04
948,586.00,13.70,512.00,13.69,50.45,55.74,60.57,100.00,0.84
951,512.00,13.72,462.00,13.72,50.56,55.74,60.57,100.00,0.61
954,3920.00,13.74,528.00,13.74,50.56,55.74,60.69,100.00,0.58
957,3938.00,13.73,432.00,13.69,50.67,55.74,60.69,100.00,0.54
960,580.00,13.68,514.00,13.68,50.56,55.74,60.69,100.00,0.74
963,514.00,13.68,446.00,13.68,50.67,55.74,60.57,100.00,0.78
966,4060.00,13.74,456.00,13.74,50.56,55.74,60.69,100.00,1.08
969,3876.00,13.74,458.00,13.74,50.67,55.74,60.69,100.00,1.43
972,514.00,13.67,458.00,13.67,50.67,55.63,60.69,100.00,1.37
975,514.00,13.69,462.00,13.69,50.79,55.74,60.57,100.00,1.34
978,2742.00,13.76,462.00,13.77,50.79,55.74,60.57,100.00,1.45
981,3798.00,13.76,452.00,13.76,50.90,55.63,60.57,100.00,1.50
984,3306.00,13.67,504.00,13.66,50.90,55.63,60.57,100.00,1.14
987,514.00,13.68,446.00,13.68,50.90,55.63,60.57,100.00,0.98
990,512.00,13.69,714.00,13.73,50.90,55.74,60.57,100.00,0.99
993,3214.00,13.72,458.00,13.72,50.90,55.63,60.57,100.00,0.78
996,3150.00,13.72,456.00,13.72,50.90,55.74,60.57,100.00,0.78
999,530.00,13.68,508.00,13.66,50.90,55.63,60.57,100.00,0.64
1002,518.00,13.69,448.00,13.68,51.01,55.63,60.57,100.00,0.54
1005,3018.00,13.71,522.00,13.72,51.01,55.63,60.57,100.00,0.63
1008,3204.00,13.76,528.00,13.75,51.01,55.63,60.57,100.00,1.24
1011,3040.00,13.75,458.00,13.71,51.01,55.63,60.57,100.00,1.24
1014,514.00,13.68,452.00,13.67,51.01,55.74,60.46,100.00,1.39
1017,514.00,13.69,472.00,13.72,50.90,55.63,60.46,100.00,1.18
1020,2988.00,13.71,452.00,13.72,51.01,55.63,60.46,100.00,1.08
1023,2822.00,13.71,522.00,13.71,51.01,55.63,60.57,100.00,0.94
1026,2850.00,13.69,456.00,13.68,51.01,55.63,60.46,100.00,1.08
1029,584.00,13.68,524.00,13.67,51.01,55.63,60.35,100.00,1.34
1032,2670.00,13.70,514.00,13.70,51.01,55.63,60.46,100.00,1.85
1035,2634.00,13.71,512.00,13.71,51.01,55.63,60.46,100.00,1.79
1038,2514.00,13.70,456.00,13.69,51.01,55.63,60.46,100.00,2.21
1041,580.00,13.67,528.00,13.66,51.01,55.63,60.46,100.00,2.74
1044,514.00,13.67,456.00,13.66,51.13,55.63,60.46,100.00,1.75
1047,2280.00,13.71,446.00,13.70,51.01,55.51,60.46,100.00,2.19
1050,2280.00,13.72,448.00,13.72,51.01,55.63,60.35,100.00,3.97
1053,2242.00,13.73,508.00,13.69,51.13,55.51,60.46,100.00,3.33
1056,518.00,13.68,458.00,13.72,51.13,55.63,60.46,100.00,4.54
1059,2298.00,13.73,524.00,13.73,51.13,55.51,60.46,100.00,4.72
1062,2252.00,13.74,514.00,13.73,51.01,55.51,60.46,100.00,4.50
1065,2270.00,13.72,458.00,13.72,50.90,55.51,60.46,100.00,6.67
1068,518.00,13.70,456.00,13.69,51.01,55.51,60.35,100.00,6.46
1071,2144.00,13.71,530.00,13.71,51.01,55.51,60.35,100.00,6.96
1074,2166.00,13.70,456.00,13.70,51.01,55.51,60.35,100.00,6.09
