# Time(s), Power(mW)[0x40], Voltage[0x40], Power(mW)[0x41], Voltage[0x41], DS18 Temp(F)[MAIN], DS18 Temp(F)[Batt], DS18 Temp(F)[MCU], Light (%), Wind Speed
94,442.00,12.08,472.00,12.07,29.75,28.63,39.65,100.00,2.77
97,436.00,12.07,472.00,12.07,29.75,28.63,39.65,100.00,3.02
100,430.00,12.07,466.00,12.06,29.86,28.63,39.76,100.00,2.81
103,440.00,12.06,468.00,12.06,29.86,28.63,39.65,100.00,2.48
106,492.00,12.05,534.00,12.05,29.75,28.74,39.76,100.00,2.46
109,436.00,12.06,472.00,12.05,29.75,28.74,39.76,100.00,3.11
112,436.00,12.04,476.00,12.04,29.75,28.63,39.76,100.00,2.78
115,504.00,12.04,538.00,12.04,29.86,28.74,39.76,100.00,2.11
118,440.00,12.04,476.00,12.04,29.86,28.74,39.76,100.00,4.97
121,484.00,12.03,540.00,12.02,29.98,28.74,39.76,100.00,5.02
124,436.00,12.03,478.00,12.03,29.86,28.74,39.76,100.00,5.48
127,504.00,12.02,548.00,12.01,29.86,28.74,39.76,100.00,4.88
130,440.00,12.02,482.00,12.02,29.86,28.74,39.76,100.00,4.49
133,426.00,12.02,482.00,12.01,29.75,28.74,39.76,100.00,4.58
136,430.00,12.01,482.00,12.00,29.75,28.74,39.76,100.00,4.79
139,442.00,12.01,478.00,12.00,29.75,28.74,39.88,100.00,3.83
142,430.00,12.00,472.00,12.00,29.75,28.74,39.76,100.00,2.59
145,488.00,11.99,538.00,11.98,29.75,28.85,39.76,100.00,2.10
148,430.00,12.00,468.00,11.99,29.64,28.74,39.76,100.00,2.05
151,432.00,12.00,472.00,11.99,29.52,28.74,39.88,100.00,1.66
154,436.00,11.99,468.00,11.99,29.75,28.74,39.88,100.00,1.96
157,492.00,11.98,530.00,11.98,29.75,28.74,39.88,100.00,1.99
160,432.00,11.98,472.00,11.98,29.75,28.74,39.76,100.00,1.76
163,498.00,11.97,538.00,11.96,29.75,28.74,39.88,100.00,1.81
166,492.00,11.97,538.00,11.96,29.75,28.63,39.88,100.00,2.44
169,498.00,11.96,534.00,11.96,29.75,28.74,39.88,100.00,2.84
172,436.00,11.97,472.00,11.97,29.75,28.85,39.99,100.00,2.67
175,426.00,11.96,476.00,11.96,29.75,28.74,39.99,100.00,1.86
178,432.00,11.96,472.00,11.96,29.75,28.85,39.99,100.00,1.92
181,492.00,11.95,538.00,11.95,29.75,28.74,39.99,100.00,2.15
184,492.00,11.94,544.00,11.94,29.86,28.74,39.88,100.00,2.18
187,426.00,11.95,472.00,11.94,29.75,28.85,39.99,100.00,1.93
190,436.00,11.94,476.00,11.94,29.75,28.85,39.99,100.00,1.55
193,432.00,11.94,478.00,11.94,29.86,28.74,39.99,100.00,1.41
196,422.00,11.94,472.00,11.94,29.86,28.85,39.99,100.00,1.19
199,426.00,11.93,478.00,11.93,29.75,28.85,39.88,100.00,1.13
202,426.00,11.93,472.00,11.93,29.75,28.85,39.88,100.00,1.22
205,426.00,11.93,472.00,11.92,29.98,28.85,39.99,100.00,1.19
208,430.00,11.93,478.00,11.92,29.98,28.85,39.99,100.00,1.34
211,484.00,11.92,538.00,11.91,29.86,28.85,39.99,100.00,2.06
214,422.00,11.92,476.00,11.92,29.98,28.85,39.88,100.00,1.86
217,420.00,11.91,476.00,11.91,30.09,28.85,40.10,100.00,2.25
220,430.00,11.91,478.00,11.91,30.09,28.85,39.99,100.00,2.26
223,492.00,11.90,538.00,11.89,30.09,28.85,39.99,100.00,2.20
226,484.00,11.90,540.00,11.89,30.09,28.85,39.99,100.00,2.26
229,426.00,11.90,472.00,11.90,30.09,28.85,40.10,100.00,2.27
232,494.00,11.89,538.00,11.88,30.09,28.85,39.99,100.00,2.10
235,422.00,11.89,472.00,11.89,30.09,28.85,39.99,100.00,2.56
238,426.00,11.89,472.00,11.89,30.20,28.85,39.99,100.00,2.70
241,430.00,11.89,494.00,11.88,30.09,28.85,40.10,100.00,2.70
244,422.00,11.88,468.00,11.88,30.20,28.96,40.10,100.00,2.40
247,436.00,11.88,466.00,11.87,30.09,28.85,39.99,100.00,2.64
250,488.00,11.87,534.00,11.86,30.09,28.85,40.10,100.00,2.62
253,488.00,11.86,534.00,11.86,30.20,28.85,40.10,100.00,2.64
256,498.00,11.86,530.00,11.86,30.20,28.85,40.21,100.00,2.69
259,432.00,11.86,468.00,11.86,30.09,28.96,40.10,100.00,2.91
262,422.00,11.86,462.00,11.86,30.09,28.96,40.10,100.00,2.90
265,494.00,11.85,534.00,11.84,30.09,28.96,40.10,100.00,2.59
268,420.00,11.86,468.00,11.84,30.09,28.96,40.21,100.00,2.35
271,482.00,11.85,538.00,11.84,29.98,28.85,40.10,100.00,2.65
274,492.00,11.84,534.00,11.83,29.98,28.96,40.10,100.00,3.24
277,422.00,11.84,476.00,11.83,29.86,28.85,40.10,100.00,3.41
280,476.00,11.83,540.00,11.83,29.98,28.96,40.10,100.00,3.37
283,482.00,11.82,544.00,11.82,29.98,28.96,40.10,100.00,2.39
286,482.00,11.83,540.00,11.83,29.86,29.08,40.21,100.00,1.96
289,482.00,11.82,544.00,11.81,29.86,28.96,40.10,100.00,2.27
292,430.00,11.83,472.00,11.82,29.98,28.96,40.21,100.00,3.87
295,478.00,11.82,540.00,11.82,29.98,28.96,40.21,100.00,4.26
298,476.00,11.82,538.00,11.81,29.98,28.96,40.21,100.00,4.19
301,472.00,11.82,530.00,11.82,29.98,29.08,40.10,100.00,3.58
304,400.00,11.82,472.00,11.82,29.98,28.96,40.21,100.00,3.64
307,406.00,11.82,472.00,11.82,29.98,28.96,40.21,100.00,3.97
310,404.00,11.82,472.00,11.82,29.86,28.96,40.21,100.00,3.28
313,410.00,11.82,466.00,11.81,29.98,28.96,40.21,100.00,2.83
316,406.00,11.82,468.00,11.82,29.75,28.96,40.21,100.00,2.95
319,396.00,11.81,472.00,11.81,29.86,29.08,40.21,100.00,2.37
322,412.00,11.80,476.00,11.80,29.86,28.96,40.21,100.00,2.66
325,400.00,11.80,472.00,11.80,29.75,29.08,40.33,100.00,2.15
328,476.00,11.80,540.00,11.79,29.64,29.08,40.21,100.00,2.32
331,410.00,11.80,476.00,11.80,29.75,28.96,40.21,100.00,3.86
334,462.00,11.79,538.00,11.78,29.64,29.08,40.21,100.00,3.72
337,468.00,11.79,530.00,11.79,29.64,28.96,40.33,100.00,4.37
340,400.00,11.80,472.00,11.79,29.64,28.96,40.33,100.00,3.19
343,466.00,11.79,530.00,11.78,29.64,28.96,40.21,100.00,2.39
346,458.00,11.79,530.00,11.78,29.64,29.08,40.33,100.00,2.08
349,456.00,11.79,540.00,11.78,29.52,29.08,40.21,100.00,3.20
352,400.00,11.78,476.00,11.78,29.64,29.19,40.33,100.00,4.13
355,390.00,11.78,476.00,11.78,29.52,29.08,40.21,100.00,3.70
358,400.00,11.78,476.00,11.78,29.52,29.08,40.33,100.00,3.01
361,396.00,11.78,468.00,11.77,29.64,29.08,40.33,100.00,2.17
364,462.00,11.76,538.00,11.76,29.64,29.08,40.33,100.00,2.59
367,462.00,11.76,528.00,11.76,29.64,29.08,40.44,100.00,3.25
370,394.00,11.78,468.00,11.77,29.52,29.08,40.44,100.00,2.62
373,400.00,11.77,476.00,11.76,29.52,29.08,40.33,100.00,2.29
376,456.00,11.76,538.00,11.75,29.52,29.08,40.44,100.00,2.14
379,400.00,11.76,478.00,11.76,29.64,29.08,40.33,100.00,2.75
382,386.00,11.76,472.00,11.76,29.52,29.08,40.44,100.00,2.38
385,400.00,11.76,468.00,11.76,29.64,29.19,40.44,100.00,2.36
388,456.00,11.74,534.00,11.74,29.64,29.19,40.44,100.00,2.48
391,446.00,11.76,534.00,11.75,29.64,29.08,40.44,100.00,1.85
394,458.00,11.74,476.00,11.74,29.64,29.08,40.44,100.00,1.80
397,446.00,11.75,540.00,11.75,29.64,29.19,40.44,100.00,2.60
400,396.00,11.75,478.00,11.75,29.64,29.19,40.44,100.00,3.15
403,386.00,11.76,466.00,11.75,29.64,29.19,40.44,100.00,2.81
406,394.00,11.75,472.00,11.74,29.64,29.08,40.44,100.00,3.10
409,452.00,11.74,538.00,11.73,29.86,29.19,40.44,100.00,4.79
412,396.00,11.74,482.00,11.73,29.75,29.19,40.44,100.00,5.14
415,448.00,11.74,540.00,11.74,29.75,29.08,40.44,100.00,4.64
418,390.00,11.74,472.00,11.73,29.86,29.19,40.44,100.00,3.53
421,390.00,11.74,468.00,11.74,29.75,29.19,40.44,100.00,3.25
424,390.00,11.74,462.00,11.74,29.75,29.19,40.44,100.00,2.71
427,452.00,11.74,534.00,11.73,29.64,29.30,40.55,100.00,2.76
430,386.00,11.73,478.00,11.72,29.52,29.30,40.44,100.00,2.77
433,442.00,11.73,540.00,11.72,29.64,29.19,40.44,100.00,2.75
436,446.00,11.72,534.00,11.72,29.52,29.19,40.44,100.00,2.55
439,442.00,11.73,530.00,11.72,29.64,29.19,40.55,100.00,2.19
442,442.00,11.72,538.00,11.71,29.64,29.08,40.44,100.00,2.29
445,396.00,11.72,478.00,11.72,29.75,29.19,40.44,100.00,3.41
448,446.00,11.72,538.00,11.71,29.75,29.19,40.55,100.00,3.06
451,384.00,11.72,476.00,11.71,29.75,29.30,40.55,100.00,3.52
454,380.00,11.72,468.00,11.71,29.75,29.19,40.55,100.00,3.00
457,390.00,11.73,476.00,11.72,29.75,29.19,40.55,100.00,3.16
460,384.00,11.73,478.00,11.72,29.75,29.19,40.55,100.00,2.66
463,442.00,11.71,534.00,11.71,29.86,29.19,40.66,100.00,2.48
466,448.00,11.71,534.00,11.71,29.86,29.19,40.55,100.00,2.79
469,442.00,11.71,534.00,11.70,29.86,29.19,40.55,100.00,2.15
472,442.00,11.70,540.00,11.70,29.86,29.30,40.66,100.00,3.17
475,384.00,11.72,476.00,11.72,29.98,29.19,40.55,100.00,3.33
478,386.00,11.72,472.00,11.71,30.09,29.30,40.66,100.00,4.19
481,436.00,11.71,534.00,11.70,30.09,29.30,40.55,100.00,4.51
484,446.00,11.70,538.00,11.70,29.98,29.30,40.55,100.00,4.47
487,360.00,11.72,476.00,11.72,29.98,29.30,40.66,100.00,4.32
490,370.00,11.72,472.00,11.72,29.98,29.30,40.66,100.00,3.56
493,422.00,11.72,534.00,11.71,29.86,29.41,40.66,100.00,2.84
496,370.00,11.71,476.00,11.71,29.86,29.30,40.66,100.00,2.47
499,360.00,11.72,472.00,11.72,29.86,29.30,40.66,100.00,2.06
502,426.00,11.71,538.00,11.70,29.64,29.19,40.66,100.00,2.65
505,432.00,11.71,530.00,11.70,29.75,29.30,40.66,100.00,2.93
508,426.00,11.71,540.00,11.70,29.64,29.30,40.66,100.00,2.94
511,370.00,11.72,472.00,11.72,29.75,29.41,40.66,100.00,3.70
514,358.00,11.72,528.00,11.72,29.64,29.41,40.78,100.00,3.05
517,426.00,11.71,540.00,11.71,29.64,29.30,40.66,100.00,3.21
520,360.00,11.71,478.00,11.71,29.52,29.30,40.78,100.00,3.83
523,368.00,11.72,472.00,11.71,29.52,29.41,40.78,100.00,4.10
526,360.00,11.72,472.00,11.72,29.52,29.30,40.78,100.00,4.31
529,364.00,11.71,476.00,11.71,29.41,29.41,40.78,100.00,3.42
532,364.00,11.70,476.00,11.70,29.41,29.30,40.78,100.00,3.87
535,420.00,11.71,530.00,11.70,29.41,29.30,40.78,100.00,2.99
538,360.00,11.71,478.00,11.71,29.30,29.30,40.78,100.00,2.46
541,422.00,11.71,540.00,11.70,29.30,29.30,40.78,100.00,2.93
544,360.00,11.70,472.00,11.70,29.30,29.19,40.78,100.00,3.30
547,432.00,11.71,540.00,11.70,29.41,29.41,40.66,100.00,4.11
550,354.00,11.71,472.00,11.71,29.30,29.41,40.66,100.00,3.33
553,522.00,11.70,468.00,11.69,29.30,29.41,40.78,100.00,4.09
556,368.00,11.72,478.00,11.71,29.41,29.30,40.78,100.00,4.51
559,412.00,11.70,524.00,11.70,29.30,29.30,40.78,100.00,4.22
562,360.00,11.71,472.00,11.70,29.30,29.30,40.78,100.00,3.22
565,422.00,11.71,534.00,11.70,29.30,29.41,40.78,100.00,2.59
568,358.00,11.71,472.00,11.71,29.41,29.41,40.78,100.00,2.64
571,412.00,11.70,540.00,11.70,29.41,29.41,40.78,100.00,3.17
574,420.00,11.71,530.00,11.70,29.41,29.30,40.78,100.00,2.66
577,364.00,11.72,472.00,11.71,29.52,29.30,40.78,100.00,2.99
580,410.00,11.70,538.00,11.69,29.41,29.30,40.78,100.00,2.98
583,416.00,11.71,538.00,11.70,29.52,29.41,40.78,100.00,3.06
586,354.00,11.71,466.00,11.71,29.52,29.41,40.78,100.00,3.01
589,420.00,11.71,538.00,11.70,29.52,29.52,40.78,100.00,3.59
592,426.00,11.70,534.00,11.70,29.41,29.41,40.89,100.00,3.54
595,412.00,11.70,538.00,11.69,29.52,29.41,40.78,100.00,2.84
598,350.00,11.72,472.00,11.71,29.64,29.41,40.78,100.00,3.22
601,412.00,11.71,538.00,11.71,29.64,29.41,40.78,100.00,3.29
604,358.00,11.71,476.00,11.71,29.52,29.30,40.89,100.00,3.11
607,420.00,11.70,530.00,11.70,29.52,29.41,40.89,100.00,3.35
610,354.00,11.71,476.00,11.71,29.52,29.41,40.89,100.00,3.30
613,412.00,11.70,534.00,11.70,29.52,29.41,40.89,100.00,4.37
616,410.00,11.70,540.00,11.70,29.52,29.41,40.89,100.00,3.62
619,404.00,11.70,534.00,11.70,29.52,29.41,40.89,100.00,3.15
622,410.00,11.70,530.00,11.70,29.52,29.41,40.89,100.00,3.49
625,344.00,11.72,476.00,11.72,29.64,29.41,40.89,100.00,2.81
628,410.00,11.70,534.00,11.70,29.52,29.41,40.89,100.00,3.67
631,412.00,11.70,530.00,11.70,29.64,29.41,40.89,100.00,4.77
634,312.00,11.77,472.00,11.76,29.64,29.41,40.89,100.00,4.83
637,314.00,11.76,468.00,11.76,29.52,29.41,40.89,100.00,4.67
640,304.00,11.77,476.00,11.77,29.64,29.41,40.89,100.00,4.76
643,370.00,11.77,530.00,11.76,29.64,29.52,40.89,100.00,3.95
646,302.00,11.77,468.00,11.77,29.64,29.41,40.89,100.00,3.92
649,298.00,11.78,478.00,11.78,29.52,29.52,40.89,100.00,4.49
652,360.00,11.77,534.00,11.76,29.64,29.52,40.89,100.00,3.67
655,298.00,11.77,472.00,11.77,29.52,29.41,40.89,100.00,3.78
658,364.00,11.77,538.00,11.76,29.52,29.52,40.89,100.00,3.70
661,304.00,11.77,468.00,11.77,29.52,29.52,40.89,100.00,3.59
664,302.00,11.78,468.00,11.78,29.52,29.52,41.00,100.00,3.39
667,304.00,11.79,482.00,11.78,29.52,29.41,41.00,100.00,4.47
670,360.00,11.77,534.00,11.77,29.41,29.52,40.89,100.00,3.34
673,304.00,11.79,468.00,11.78,29.52,29.52,41.00,100.00,4.30
676,308.00,11.78,478.00,11.78,29.52,29.52,40.89,100.00,3.88
679,308.00,11.79,468.00,11.78,29.52,29.52,41.00,100.00,2.91
682,368.00,11.77,534.00,11.77,29.52,29.52,41.00,100.00,3.74
685,368.00,11.78,540.00,11.78,29.52,29.52,41.00,100.00,4.04
688,304.00,11.79,476.00,11.79,29.52,29.52,41.00,100.00,4.11
691,312.00,11.80,472.00,11.79,29.64,29.64,41.00,100.00,3.37
694,370.00,11.78,534.00,11.78,29.64,29.52,41.00,100.00,4.00
697,304.00,11.80,476.00,11.79,29.64,29.52,41.00,100.00,3.97
700,368.00,11.79,538.00,11.78,29.75,29.52,41.00,100.00,3.95
703,302.00,11.79,472.00,11.79,29.64,29.52,41.00,100.00,4.12
706,364.00,11.78,538.00,11.78,29.64,29.52,41.11,100.00,3.72
709,298.00,11.80,476.00,11.80,29.64,29.64,41.11,100.00,4.22
712,354.00,11.79,548.00,11.78,29.52,29.52,41.00,100.00,3.81
715,298.00,11.79,476.00,11.79,29.64,29.64,41.00,100.00,3.91
718,294.00,11.80,472.00,11.79,29.64,29.52,41.11,100.00,3.82
721,360.00,11.78,530.00,11.78,29.64,29.52,41.11,100.00,3.89
724,302.00,11.79,468.00,11.79,29.64,29.52,41.11,100.00,3.70
727,304.00,11.80,540.00,11.80,29.64,29.52,41.11,100.00,3.77
730,364.00,11.79,540.00,11.79,29.52,29.64,41.00,100.00,3.06
733,358.00,11.79,540.00,11.78,29.52,29.64,41.11,100.00,3.06
736,292.00,11.80,468.00,11.80,29.64,29.52,41.11,100.00,3.29
739,302.00,11.80,468.00,11.79,29.64,29.52,41.11,100.00,3.22
742,294.00,11.80,468.00,11.79,29.64,29.64,41.11,100.00,3.72
745,292.00,11.81,478.00,11.80,29.64,29.64,41.11,100.00,3.78
748,298.00,11.80,476.00,11.80,29.75,29.64,41.11,100.00,3.87
751,358.00,11.80,538.00,11.79,29.75,29.64,41.11,100.00,3.93
754,358.00,11.80,538.00,11.79,29.75,29.64,41.11,100.00,4.03
757,302.00,11.80,468.00,11.79,29.75,29.52,41.11,100.00,2.88
760,358.00,11.80,528.00,11.79,29.86,29.64,41.11,100.00,3.28
763,354.00,11.80,534.00,11.79,29.86,29.75,41.11,100.00,2.98
766,294.00,11.82,472.00,11.82,29.86,29.64,41.11,100.00,2.81
769,360.00,11.81,538.00,11.80,29.86,29.64,41.11,100.00,3.14
772,358.00,11.80,534.00,11.80,29.86,29.64,41.11,100.00,2.96
775,288.00,11.82,476.00,11.81,29.98,29.64,41.11,100.00,3.11
778,348.00,11.80,538.00,11.79,29.98,29.64,41.11,100.00,3.17
781,304.00,11.80,476.00,11.80,29.86,29.64,41.11,100.00,2.86
784,160.00,11.80,544.00,11.80,29.75,29.64,41.11,100.00,2.70
787,344.00,11.81,544.00,11.80,29.86,29.75,41.22,100.00,2.60
790,350.00,11.81,538.00,11.81,29.86,29.75,41.11,100.00,2.77
793,292.00,11.81,478.00,11.81,29.86,29.64,41.22,100.00,3.42
796,360.00,11.80,548.00,11.80,29.86,29.64,41.22,100.00,3.16
799,354.00,11.81,544.00,11.80,29.98,29.64,41.22,100.00,3.27
802,288.00,11.82,476.00,11.82,29.98,29.75,41.22,100.00,3.37
805,354.00,11.80,538.00,11.80,29.98,29.64,41.22,100.00,2.87
808,288.00,11.83,476.00,11.82,29.86,29.64,41.22,100.00,2.61
811,282.00,11.83,476.00,11.82,29.86,29.75,41.22,100.00,2.51
814,292.00,11.82,476.00,11.82,29.86,29.75,41.22,100.00,2.46
817,348.00,11.82,534.00,11.82,29.86,29.64,41.22,100.00,2.37
820,340.00,11.82,538.00,11.81,29.98,29.75,41.22,100.00,2.35
823,286.00,11.84,472.00,11.83,30.09,29.64,41.22,100.00,2.06
826,282.00,11.83,466.00,11.82,29.98,29.75,41.22,100.00,2.49
829,340.00,11.81,530.00,11.81,29.98,29.64,41.22,100.00,2.88
832,344.00,11.81,534.00,11.81,30.09,29.64,41.22,100.00,3.41
835,286.00,11.82,472.00,11.82,30.09,29.64,41.22,100.00,3.40
838,282.00,11.84,472.00,11.83,29.98,29.64,41.34,100.00,3.01
841,286.00,11.83,476.00,11.82,29.86,29.64,41.22,100.00,2.47
844,344.00,11.83,544.00,11.82,29.98,29.64,41.34,100.00,2.55
847,286.00,11.82,478.00,11.82,29.98,29.64,41.34,100.00,2.85
850,282.00,11.84,540.00,11.83,29.98,29.75,41.22,100.00,3.99
853,338.00,11.83,538.00,11.82,29.98,29.75,41.22,100.00,3.27
856,282.00,11.84,472.00,11.83,29.86,29.75,41.34,100.00,3.70
859,282.00,11.84,472.00,11.83,29.98,29.64,41.22,100.00,4.70
862,338.00,11.83,534.00,11.82,29.98,29.64,41.22,100.00,3.82
865,344.00,11.84,538.00,11.83,29.86,29.75,41.34,100.00,2.83
868,334.00,11.83,538.00,11.82,29.86,29.64,41.34,100.00,3.06
871,282.00,11.84,478.00,11.84,29.86,29.75,41.34,100.00,2.81
874,276.00,11.85,478.00,11.84,29.86,29.75,41.34,100.00,2.76
877,338.00,11.84,530.00,11.84,29.86,29.75,41.34,100.00,2.99
880,278.00,11.85,472.00,11.84,29.86,29.75,41.34,100.00,2.80
883,276.00,11.85,468.00,11.84,29.86,29.75,41.34,100.00,3.16
886,282.00,11.85,476.00,11.85,29.86,29.75,41.34,100.00,2.77
889,278.00,11.83,478.00,11.84,29.86,29.75,41.34,100.00,2.86
892,340.00,11.84,538.00,11.83,29.75,29.75,41.45,100.00,2.96
895,330.00,11.85,540.00,11.85,29.86,29.75,41.45,100.00,2.80
898,330.00,11.85,530.00,11.84,29.86,29.75,41.34,100.00,2.86
901,268.00,11.86,472.00,11.85,29.86,29.75,41.45,100.00,3.00
904,272.00,11.86,478.00,11.86,29.86,29.86,41.45,100.00,2.80
907,266.00,11.87,484.00,11.86,29.75,29.75,41.45,100.00,2.75
910,330.00,11.85,534.00,11.84,29.86,29.75,41.45,100.00,3.36
913,324.00,11.85,534.00,11.84,29.75,29.75,41.34,100.00,3.37
916,330.00,11.85,544.00,11.84,29.75,29.75,41.45,100.00,3.18
919,330.00,11.85,548.00,11.84,29.75,29.75,41.34,100.00,2.87
922,322.00,11.86,530.00,11.85,29.86,29.75,41.45,100.00,3.56
925,266.00,11.87,466.00,11.86,29.86,29.75,41.45,100.00,3.46
928,258.00,11.87,476.00,11.86,29.86,29.64,41.45,100.00,2.86
931,328.00,11.86,540.00,11.85,29.98,29.75,41.45,100.00,2.74
934,322.00,11.86,538.00,11.85,29.86,29.86,41.45,100.00,3.64
937,328.00,11.87,524.00,11.86,29.98,29.64,41.45,100.00,3.94
940,318.00,11.86,530.00,11.86,30.09,29.75,41.45,100.00,3.18
943,272.00,11.86,478.00,11.85,29.98,29.86,41.45,100.00,2.95
946,256.00,11.88,476.00,11.88,29.86,29.75,41.45,100.00,3.00
949,318.00,11.87,530.00,11.87,29.98,29.86,41.45,100.00,2.62
952,324.00,11.88,534.00,11.87,29.98,29.86,41.45,100.00,3.53
955,324.00,11.87,548.00,11.86,30.09,29.75,41.45,100.00,3.25
958,324.00,11.87,534.00,11.86,30.09,29.86,41.45,100.00,3.31
961,416.00,11.79,528.00,11.78,30.09,29.86,41.45,100.00,3.46
964,358.00,11.76,476.00,11.76,30.09,29.86,41.45,100.00,3.47
967,412.00,11.76,540.00,11.75,30.09,29.86,41.56,100.00,2.91
970,420.00,11.73,524.00,11.73,30.09,29.86,41.45,100.00,2.56
973,350.00,11.74,476.00,11.73,30.09,29.75,41.45,100.00,4.15
976,426.00,11.73,544.00,11.72,30.20,29.86,41.56,100.00,3.49
979,360.00,11.73,468.00,11.72,30.09,29.86,41.45,100.00,3.41
982,358.00,11.72,468.00,11.72,30.09,29.86,41.45,100.00,3.97
985,364.00,11.72,482.00,11.72,30.09,29.75,41.56,100.00,3.28
988,360.00,11.71,472.00,11.71,30.09,29.86,41.56,100.00,4.09
991,364.00,11.71,468.00,11.71,30.20,29.86,41.45,100.00,4.04
994,422.00,11.70,538.00,11.69,30.09,29.86,41.56,100.00,3.61
997,360.00,11.71,476.00,11.70,30.09,29.86,41.45,100.00,3.40
1000,364.00,11.70,472.00,11.70,30.09,29.86,41.56,100.00,3.14
1003,360.00,11.70,482.00,11.69,29.98,29.98,41.56,100.00,2.80
1006,370.00,11.70,476.00,11.70,30.09,29.86,41.56,100.00,2.61
1009,364.00,11.69,472.00,11.69,29.98,29.98,41.56,100.00,2.50
1012,364.00,11.70,478.00,11.69,30.09,29.98,41.45,100.00,2.20
1015,368.00,11.69,472.00,11.69,29.98,29.86,41.56,100.00,2.15
1018,358.00,11.68,472.00,11.68,30.09,29.86,41.56,100.00,2.26
1021,430.00,11.68,540.00,11.68,29.98,29.86,41.56,100.00,2.96
1024,432.00,11.67,528.00,11.67,29.98,29.98,41.56,100.00,3.34
1027,368.00,11.68,466.00,11.68,29.98,29.86,41.56,100.00,3.83
1030,360.00,11.68,478.00,11.68,30.09,29.98,41.56,100.00,3.56
1033,360.00,11.67,466.00,11.66,29.98,29.86,41.56,100.00,2.96
1036,360.00,11.68,468.00,11.67,30.09,29.86,41.67,100.00,2.27
1039,360.00,11.68,472.00,11.68,29.98,29.86,41.56,100.00,3.08
1042,420.00,11.68,530.00,11.67,30.09,29.98,41.67,100.00,3.66
1045,426.00,11.67,540.00,11.67,30.09,29.98,41.56,100.00,3.49
1048,364.00,11.67,468.00,11.67,30.09,29.98,41.56,100.00,3.01
1051,354.00,11.68,468.00,11.68,30.09,29.98,41.67,100.00,2.51
1054,430.00,11.66,538.00,11.66,30.09,29.98,41.67,100.00,2.76
1057,422.00,11.67,530.00,11.66,30.09,29.86,41.67,100.00,2.30
1060,416.00,11.67,538.00,11.67,30.09,29.98,41.67,100.00,2.52
1063,426.00,11.68,528.00,11.67,30.09,29.98,41.79,100.00,2.76
1066,358.00,11.67,472.00,11.67,30.20,29.86,41.67,100.00,2.81
1069,416.00,11.68,540.00,11.67,30.09,29.98,41.67,100.00,2.61
1072,422.00,11.67,524.00,11.66,30.09,29.98,41.67,100.00,2.65
1075,358.00,11.68,476.00,11.67,30.09,29.98,41.67,100.00,2.36
1078,350.00,11.68,466.00,11.68,30.09,29.98,41.67,100.00,2.21
1081,416.00,11.68,540.00,11.67,29.98,29.98,41.67,100.00,2.30
1084,350.00,11.68,466.00,11.68,29.98,29.98,41.79,100.00,2.06
1087,354.00,11.68,472.00,11.68,30.09,29.98,41.79,100.00,2.26
